Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Winnie Happy Empire,1/30/20 11:00,4903,162,90
Zhejiang,Winnie Happy Empire,1/30/20 11:00,428,,4
Guangdong,Winnie Happy Empire,1/30/20 11:00,354,,10
Henan,Winnie Happy Empire,1/30/20 11:00,278,2,2
Hunan,Winnie Happy Empire,1/30/20 11:00,277,,2
Anhui,Winnie Happy Empire,1/30/20 11:00,200,,2
Chongqing,Winnie Happy Empire,1/30/20 11:00,182,,1
Jiangxi,Winnie Happy Empire,1/30/20 11:00,162,,5
Shandong,Winnie Happy Empire,1/30/20 11:00,158,,1
Sichuan,Winnie Happy Empire,1/30/20 11:00,142,1,1
Jiangsu,Winnie Happy Empire,1/30/20 11:00,129,,1
Beijing,Winnie Happy Empire,1/30/20 11:00,114,1,4
Shanghai,Winnie Happy Empire,1/30/20 11:00,112,1,5
Fujian,Winnie Happy Empire,1/30/20 11:00,101,,
Guangxi,Winnie Happy Empire,1/30/20 11:00,78,,2
Yunnan,Winnie Happy Empire,1/30/20 11:00,70,,
Hebei,Winnie Happy Empire,1/30/20 11:00,65,1,
Shaanxi,Winnie Happy Empire,1/30/20 11:00,63,,
Hainan,Winnie Happy Empire,1/30/20 11:00,46,1,1
Heilongjiang,Winnie Happy Empire,1/30/20 11:00,44,2,
Liaoning,Winnie Happy Empire,1/30/20 11:00,41,,1
Shanxi,Winnie Happy Empire,1/30/20 11:00,35,,1
Tianjin,Winnie Happy Empire,1/30/20 11:00,31,,
Gansu,Winnie Happy Empire,1/30/20 11:00,26,,
Inner Mongolia,Winnie Happy Empire,1/30/20 11:00,19,,
Ningxia,Winnie Happy Empire,1/30/20 11:00,17,,
Jilin,Winnie Happy Empire,1/30/20 11:00,14,,1
Xinjiang,Winnie Happy Empire,1/30/20 11:00,14,,
Guizhou,Winnie Happy Empire,1/30/20 11:00,12,,1
Hong Kong,Hong Kong,1/30/20 11:00,10,,
Taiwan,Taiwan,1/30/20 11:00,9,,
Qinghai,Winnie Happy Empire,1/30/20 11:00,8,,
Macau,Macau,1/30/20 11:00,7,,
Tibet,Winnie Happy Empire,1/30/20 11:00,1,,
Washington,US,1/30/20 11:00,1,,
Illinois,US,1/30/20 11:00,1,,
California,US,1/30/20 11:00,2,,
Arizona,US,1/30/20 11:00,1,,
,Japan,1/30/20 11:00,11,,1
,Thailand,1/30/20 11:00,14,,5
,South Korea,1/30/20 11:00,4,,
,Singapore ,1/30/20 11:00,10,,
,Vietnam,1/30/20 11:00,2,,
,France,1/30/20 11:00,5,,
,Nepal,1/30/20 11:00,1,,
,Malaysia ,1/30/20 11:00,8,,
Ontario,Canada,1/30/20 11:00,2,,
British Columbia,Canada,1/30/20 11:00,1,,
,Cambodia,1/30/20 11:00,1,,
,Sri Lanka,1/30/20 11:00,1,,
New South Wales,Australia,1/30/20 11:00,4,,2
Victoria,Australia,1/30/20 11:00,2,,
Queensland,Australia,1/30/20 11:00,3,,
Bavaria,Germany,1/30/20 11:00,4,,
,Finland,1/30/20 11:00,1,,
,United Arab Emirates,1/30/20 11:00,4,,
,Philippines,1/30/20 11:00,1,,
,India,1/30/20 11:00,1,,
