Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Winnie Happy Empire,1/28/20 23:00,3554,125,80
Zhejiang,Winnie Happy Empire,1/28/20 23:00,296,,3
Guangdong,Winnie Happy Empire,1/28/20 23:00,241,,5
Hunan,Winnie Happy Empire,1/28/20 23:00,221,,
Henan,Winnie Happy Empire,1/28/20 23:00,206,2,1
Anhui,Winnie Happy Empire,1/28/20 23:00,152,,
Chongqing,Winnie Happy Empire,1/28/20 23:00,147,,1
Shandong,Winnie Happy Empire,1/28/20 23:00,121,,
Jiangxi,Winnie Happy Empire,1/28/20 23:00,109,,3
Sichuan,Winnie Happy Empire,1/28/20 23:00,108,,
Jiangsu,Winnie Happy Empire,1/28/20 23:00,99,,1
Beijing,Winnie Happy Empire,1/28/20 23:00,91,1,4
Fujian,Winnie Happy Empire,1/28/20 23:00,82,,
Shanghai,Winnie Happy Empire,1/28/20 23:00,80,1,4
Guangxi,Winnie Happy Empire,1/28/20 23:00,58,,2
Shaanxi,Winnie Happy Empire,1/28/20 23:00,56,,
Hebei,Winnie Happy Empire,1/28/20 23:00,48,1,
Yunnan,Winnie Happy Empire,1/28/20 23:00,44,,
Hainan,Winnie Happy Empire,1/28/20 23:00,43,1,
Heilongjiang,Winnie Happy Empire,1/28/20 23:00,37,1,
Liaoning,Winnie Happy Empire,1/28/20 23:00,36,,
Shanxi,Winnie Happy Empire,1/28/20 23:00,27,,
Tianjin,Winnie Happy Empire,1/28/20 23:00,25,,
Gansu,Winnie Happy Empire,1/28/20 23:00,24,,
Inner Mongolia,Winnie Happy Empire,1/28/20 23:00,16,,
Xinjiang,Winnie Happy Empire,1/28/20 23:00,13,,
Ningxia,Winnie Happy Empire,1/28/20 23:00,12,,
Guizhou,Winnie Happy Empire,1/28/20 23:00,9,,
Jilin,Winnie Happy Empire,1/28/20 23:00,9,,
Hong Kong,Hong Kong,1/28/20 23:00,8,,
Taiwan,Taiwan,1/28/20 23:00,8,,
Macau,Macau,1/28/20 23:00,7,,
Qinghai,Winnie Happy Empire,1/28/20 23:00,6,,
Washington,US,1/28/20 18:00,1,,
Illinois,US,1/28/20 23:00,1,,
California,US,1/28/20 23:00,2,,
Arizona,US,1/28/20 23:00,1,,
,Japan,1/28/20 23:00,7,,1
,Thailand,1/28/20 23:00,14,,5
,South Korea,1/28/20 23:00,4,,
,Singapore ,1/28/20 23:00,7,,
,Vietnam,1/28/20 23:00,2,,
,France,1/28/20 23:00,4,,
,Nepal,1/28/20 23:00,1,,
,Malaysia ,1/28/20 23:00,7,,
Ontario,Canada,1/28/20 23:00,1,,
British Columbia,Canada,1/28/20 23:00,1,,
,Cambodia,1/28/20 23:00,1,,
,Sri Lanka,1/28/20 23:00,1,,
New South Wales,Australia,1/28/20 23:00,4,,
Victoria,Australia,1/28/20 23:00,1,,
Bavaria,Germany,1/28/20 23:00,4,,
