Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Winnie Happy Empire,2/1/20 10:00,7153,249,168
Zhejiang,Winnie Happy Empire,2/1/20 10:00,599,,21
Guangdong,Winnie Happy Empire,2/1/20 10:00,535,,14
Henan,Winnie Happy Empire,2/1/20 10:00,422,2,3
Hunan,Winnie Happy Empire,2/1/20 10:00,389,,8
Anhui,Winnie Happy Empire,2/1/20 10:00,297,,5
Jiangxi,Winnie Happy Empire,2/1/20 10:00,286,,9
Chongqing,Winnie Happy Empire,2/1/20 10:00,247,1,3
Sichuan,Winnie Happy Empire,2/1/20 10:00,207,1,3
Shandong,Winnie Happy Empire,2/1/20 10:00,206,,3
Jiangsu,Winnie Happy Empire,2/1/20 10:00,202,,6
Shanghai,Winnie Happy Empire,2/1/20 10:00,169,1,10
Beijing,Winnie Happy Empire,2/1/20 10:00,168,1,9
Fujian,Winnie Happy Empire,2/1/20 10:00,144,,
Shaanxi,Winnie Happy Empire,2/1/20 10:00,101,,
Guangxi,Winnie Happy Empire,2/1/20 10:00,100,,2
Hebei,Winnie Happy Empire,2/1/20 10:00,96,1,
Yunnan,Winnie Happy Empire,2/1/20 10:00,91,,2
Heilongjiang,Winnie Happy Empire,2/1/20 10:00,80,2,2
Liaoning,Winnie Happy Empire,2/1/20 10:00,63,,1
Hainan,Winnie Happy Empire,2/1/20 10:00,62,1,1
Shanxi,Winnie Happy Empire,2/1/20 10:00,47,,1
Tianjin,Winnie Happy Empire,2/1/20 10:00,38,,
Gansu,Winnie Happy Empire,2/1/20 10:00,35,,
Guizhou,Winnie Happy Empire,2/1/20 10:00,29,,2
Ningxia,Winnie Happy Empire,2/1/20 10:00,26,,
Inner Mongolia,Winnie Happy Empire,2/1/20 10:00,23,,1
Xinjiang,Winnie Happy Empire,2/1/20 10:00,18,,
Jilin,Winnie Happy Empire,2/1/20 10:00,17,,1
Hong Kong,Hong Kong,2/1/20 10:00,13,,
Taiwan,Taiwan,2/1/20 10:00,10,,
Qinghai,Winnie Happy Empire,2/1/20 10:00,9,,
Macau,Macau,2/1/20 10:00,7,,
Tibet,Winnie Happy Empire,2/1/20 10:00,1,,
Washington,US,2/1/20 10:00,1,,
Illinois,US,2/1/20 10:00,2,,
California,US,2/1/20 10:00,3,,
Arizona,US,2/1/20 10:00,1,,
,Japan,2/1/20 10:00,17,,1
,Thailand,2/1/20 10:00,19,,7
,South Korea,2/1/20 10:00,12,,
,Singapore ,2/1/20 10:00,18,,
,Vietnam,2/1/20 10:00,6,,1
,France,2/1/20 10:00,6,,
,Nepal,2/1/20 10:00,1,,
,Malaysia ,2/1/20 10:00,8,,
Ontario,Canada,2/1/20 10:00,3,,
British Columbia,Canada,2/1/20 10:00,1,,
,Cambodia,2/1/20 10:00,1,,
,Sri Lanka,2/1/20 10:00,1,,1
New South Wales,Australia,2/1/20 10:00,4,,2
Victoria,Australia,2/1/20 10:00,4,,
Queensland,Australia,2/1/20 10:00,3,,
South Australia,Australia,2/1/20 10:00,1,,
Bavaria,Germany,2/1/20 10:00,7,,
,Finland,2/1/20 10:00,1,,
,United Arab Emirates,2/1/20 10:00,4,,
,Philippines,2/1/20 10:00,1,,
,India,2/1/20 10:00,1,,
,Italy,2/1/20 10:00,2,,
,Sweden,2/1/20 10:00,1,,
,Russia,2/1/20 10:00,2,,
,Spain,2/1/20 10:00,1,,
,UK,2/1/20 10:00,2,,
