FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-08-28 04:28:11,33.93911,67.709953,38119,1402,29046,7682,Afghanistan,97.94663481806224,3.6743685908363712
,,,Albania,2020-08-28 04:28:11,41.1533,20.1683,9083,266,4791,4026,Albania,315.62304538188886,2.9285478366178577
,,,Algeria,2020-08-28 04:28:11,28.0339,1.6596,43016,1475,30157,11384,Algeria,98.09572830456965,3.428956667286591
,,,Andorra,2020-08-28 04:28:11,42.5063,1.5218,1098,53,893,152,Andorra,1421.0832847990682,4.82695810564663
,,,Angola,2020-08-28 04:28:11,-11.2027,17.8739,2415,105,1335,975,Angola,7.347959311960822,4.3478260869565215
,,,Antigua and Barbuda,2020-08-28 04:28:11,17.0608,-61.7964,94,3,89,2,Antigua and Barbuda,95.98888979658524,3.1914893617021276
,,,Argentina,2020-08-28 04:28:11,-38.4161,-63.6167,380292,8050,274458,97784,Argentina,841.4325966782251,2.1167944632019604
,,,Armenia,2020-08-28 04:28:11,40.0691,45.0382,43270,864,36988,5418,Armenia,1460.2289255590345,1.9967645019644096
,,Australian Capital Territory,Australia,2020-08-28 04:28:11,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-08-28 04:28:11,-33.8688,151.2093,4019,52,2994,973,"New South Wales, Australia",49.507267799950725,1.2938541925852203
,,Northern Territory,Australia,2020-08-28 04:28:11,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-08-28 04:28:11,-27.4698,153.0251,1113,6,1084,23,"Queensland, Australia",21.757403968331538,0.5390835579514824
,,South Australia,Australia,2020-08-28 04:28:11,-34.9285,138.6007,463,4,456,3,"South Australia, Australia",26.359237119271285,0.8639308855291576
,,Tasmania,Australia,2020-08-28 04:28:11,-42.8821,147.3272,230,13,216,1,"Tasmania, Australia",42.95051353874883,5.6521739130434785
,,Victoria,Australia,2020-08-28 04:28:11,-37.8136,144.9631,18822,496,14837,3489,"Victoria, Australia",283.8956847011267,2.6352141111465306
,,Western Australia,Australia,2020-08-28 04:28:11,-31.9505,115.8605,655,9,637,9,"Western Australia, Australia",24.899262525659548,1.3740458015267176
,,,Austria,2020-08-28 04:28:11,47.5162,14.5501,26361,733,22317,3311,Austria,292.69186356368806,2.7806228898751946
,,,Azerbaijan,2020-08-28 04:28:11,40.1431,47.5769,35844,524,33364,1956,Azerbaijan,353.5198869730526,1.4618904140162927
,,,Bahamas,2020-08-28 04:28:11,25.025885,-78.035889,1765,29,227,1142,Bahamas,489.0043941736512,1.6430594900849858
,,,Bahrain,2020-08-28 04:28:11,26.0275,50.55,50756,188,47370,3198,Bahrain,2982.8694809480353,0.3703995586728663
,,,Bangladesh,2020-08-28 04:28:11,23.685,90.3563,304583,4127,193458,106998,Bangladesh,184.9439195482322,1.3549672831379296
,,,Barbados,2020-08-28 04:28:11,13.1939,-59.5432,165,7,140,18,Barbados,57.41706713621068,4.242424242424242
,,,Belarus,2020-08-28 04:28:11,53.7098,27.9534,71165,662,69650,853,Belarus,753.1228963435574,0.9302325581395349
,,,Belgium,2020-08-28 04:28:11,50.8333,4.469936,83500,9884,18360,55256,Belgium,720.4725333436413,11.837125748502993
,,,Belize,2020-08-28 04:28:11,17.1899,-88.4976,818,12,54,752,Belize,205.7235407586621,1.466992665036675
,,,Benin,2020-08-28 04:28:11,9.3077,2.3158,2145,40,1738,367,Benin,17.693351209804547,1.8648018648018647
,,,Bhutan,2020-08-28 04:28:11,27.5142,90.4336,184,0,119,65,Bhutan,23.84618175974453,0.0
,,,Bolivia,2020-08-28 04:28:11,-16.2902,-63.5887,113129,4791,52521,55817,Bolivia,969.1486245772197,4.234988376101619
,,,Bosnia and Herzegovina,2020-08-28 04:28:11,43.9159,17.6791,18920,582,12480,5858,Bosnia and Herzegovina,576.6859758931852,3.076109936575053
,,,Botswana,2020-08-28 04:28:11,-22.3285,24.6849,1562,3,199,1403,Botswana,69.44134375166108,0.19206145966709348
,,Acre,Brazil,2020-08-28 04:28:11,-9.0238,-70.812,24269,607,18928,4734,"Acre, Brazil",2751.79009790971,2.5011331328031647
,,Alagoas,Brazil,2020-08-28 04:28:11,-9.5713,-36.782,77755,1853,72412,3490,"Alagoas, Brazil",2329.837652969101,2.383126487042634
,,Amapa,Brazil,2020-08-28 04:28:11,0.902,-52.003,42285,652,30094,11539,"Amapa, Brazil",4999.8167265951,1.5419179378030035
,,Amazonas,Brazil,2020-08-28 04:28:11,-3.4168,-65.8561,118083,3616,99638,14829,"Amazonas, Brazil",2849.08279381566,3.0622528221674585
,,Bahia,Brazil,2020-08-28 04:28:11,-12.5797,-41.7007,247853,5178,231153,11522,"Bahia, Brazil",1666.4555467521689,2.089141547610882
,,Ceara,Brazil,2020-08-28 04:28:11,-5.4984,-39.3206,210727,8365,185193,17169,"Ceara, Brazil",2307.547088406385,3.9695909873912694
,,Distrito Federal,Brazil,2020-08-28 04:28:11,-15.7998,-47.8645,156863,2425,137765,16673,"Distrito Federal, Brazil",5202.290476335767,1.5459349878556448
,,Espirito Santo,Brazil,2020-08-28 04:28:11,-19.1834,-40.3089,108662,3105,96367,9190,"Espirito Santo, Brazil",2703.942866385478,2.8574846772560787
,,Goias,Brazil,2020-08-28 04:28:11,-15.827,-49.8362,127361,2962,117389,7010,"Goias, Brazil",1814.6847537186068,2.325672694152841
,,Maranhao,Brazil,2020-08-28 04:28:11,-4.9609,-45.2744,148923,3402,137236,8285,"Maranhao, Brazil",2104.8648790751786,2.284402006405995
,,Mato Grosso,Brazil,2020-08-28 04:28:11,-12.6819,-56.9211,87484,2649,68038,16797,"Mato Grosso, Brazil",2510.685998945032,3.0279822596131862
,,Mato Grosso do Sul,Brazil,2020-08-28 04:28:11,-20.7722,-54.7852,46261,800,38103,7358,"Mato Grosso do Sul, Brazil",1664.6719342954586,1.729318432372841
,,Minas Gerais,Brazil,2020-08-28 04:28:11,-18.5122,-44.555,205942,5049,169967,30926,"Minas Gerais, Brazil",972.8566926661044,2.451661147313321
,,Para,Brazil,2020-08-28 04:28:11,-1.9981,-54.9306,195297,6102,180519,8676,"Para, Brazil",2270.139075761389,3.1244719580945945
,,Paraiba,Brazil,2020-08-28 04:28:11,-7.24,-36.782,104096,2388,71109,30599,"Paraiba, Brazil",2590.659777553074,2.294036274208423
,,Parana,Brazil,2020-08-28 04:28:11,-25.2521,-52.0215,124074,3153,82154,38767,"Parana, Brazil",1085.136143156739,2.5412253977465062
,,Pernambuco,Brazil,2020-08-28 04:28:11,-8.8137,-36.9541,122147,7480,101793,12874,"Pernambuco, Brazil",1278.0798635900055,6.1237689014056835
,,Piaui,Brazil,2020-08-28 04:28:11,-7.7183,-42.7289,75160,1765,72744,651,"Piaui, Brazil",2296.204937818245,2.34832357637041
,,Rio Grande do Norte,Brazil,2020-08-28 04:28:11,-5.4026,-36.9541,60893,2219,37034,21640,"Rio Grande do Norte, Brazil",1736.4001285483025,3.644097022646281
,,Rio Grande do Sul,Brazil,2020-08-28 04:28:11,-30.0346,-51.2177,118315,3275,107084,7956,"Rio Grande do Sul, Brazil",1039.9271738951782,2.7680344842158644
,,Rio de Janeiro,Brazil,2020-08-28 04:28:11,-22.9068,-43.1729,219198,15859,197196,6143,"Rio de Janeiro, Brazil",1269.6132272200375,7.235011268350989
,,Rondonia,Brazil,2020-08-28 04:28:11,-11.5057,-63.5806,53805,1109,43356,9340,"Rondonia, Brazil",3027.4726047630434,2.0611467335749465
,,Roraima,Brazil,2020-08-28 04:28:11,-2.7376,-62.0751,42690,586,10978,31126,"Roraima, Brazil",7047.333849488495,1.3726868118997424
,,Santa Catarina,Brazil,2020-08-28 04:28:11,-27.2423,-50.2189,139638,2170,129396,8072,"Santa Catarina, Brazil",1948.9481056522534,1.5540182471819992
,,Sao Paulo,Brazil,2020-08-28 04:28:11,-23.5505,-46.6333,784453,29415,597711,157327,"Sao Paulo, Brazil",1708.3389510091986,3.7497466387406257
,,Sergipe,Brazil,2020-08-28 04:28:11,-10.5741,-37.3857,71599,1830,60085,9684,"Sergipe, Brazil",3114.765936861594,2.5559016187376917
,,Tocantins,Brazil,2020-08-28 04:28:11,-10.1753,-48.2982,47558,635,29404,17519,"Tocantins, Brazil",3023.652364537093,1.3352117414525422
,,,Brunei,2020-08-28 04:28:11,4.5353,114.7277,144,3,139,2,Brunei,32.915564719086234,2.0833333333333335
,,,Bulgaria,2020-08-28 04:28:11,42.7339,25.4858,15908,594,11044,4270,Bulgaria,228.94331033778062,3.7339703293940154
,,,Burkina Faso,2020-08-28 04:28:11,12.2383,-1.5616,1352,55,1058,239,Burkina Faso,6.467885084817798,4.068047337278107
,,,Burma,2020-08-28 04:28:11,21.9162,95.956,602,6,349,247,Burma,1.1064184510604838,0.9966777408637874
,,,Burundi,2020-08-28 04:28:11,-3.3731,29.9189,431,1,345,85,Burundi,3.624656782426655,0.23201856148491878
