FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-10-02 04:23:51,33.93911,67.709953,39285,1460,32842,4985,Afghanistan,100.91619368007488,3.711340206185567
,,,Albania,2020-10-02 04:23:51,41.1533,20.1683,13806,388,8077,5341,Albania,479.7414691778442,2.8103723018977256
,,,Algeria,2020-10-02 04:23:51,28.0339,1.6596,51690,1741,36282,13667,Algeria,117.87632964625266,3.368156316502225
,,,Andorra,2020-10-02 04:23:51,42.5063,1.5218,2050,53,1432,565,Andorra,2653.206497120301,2.5853658536585367
,,,Angola,2020-10-02 04:23:51,-11.2027,17.8739,5114,185,2082,2847,Angola,15.560026468475215,3.617520531873289
,,,Antigua and Barbuda,2020-10-02 04:23:51,17.0608,-61.7964,101,3,92,6,Antigua and Barbuda,103.13699861122456,2.9702970297029703
,,,Argentina,2020-10-02 04:23:51,-38.4161,-63.6167,765002,20288,603140,141574,Argentina,1692.6404429334186,2.652019210407293
,,,Armenia,2020-10-02 04:23:51,40.0691,45.0382,50850,963,44219,5668,Armenia,1716.0305261076246,1.8938053097345133
,,Australian Capital Territory,Australia,2020-10-02 04:23:51,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-10-02 04:23:51,-33.8688,151.2093,4231,53,0,1049,"New South Wales, Australia",52.11874846021189,1.2526589458756796
,,Northern Territory,Australia,2020-10-02 04:23:51,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-10-02 04:23:51,-27.4698,153.0251,1160,6,1147,7,"Queensland, Australia",22.67618023653602,0.5172413793103449
,,South Australia,Australia,2020-10-02 04:23:51,-34.9285,138.6007,468,4,464,0,"South Australia, Australia",26.643894107600346,0.8547008547008547
,,Tasmania,Australia,2020-10-02 04:23:51,-42.8821,147.3272,230,13,217,0,"Tasmania, Australia",42.95051353874883,5.6521739130434785
,,Victoria,Australia,2020-10-02 04:23:51,-37.8136,144.9631,20189,802,19034,353,"Victoria, Australia",304.51439689889736,3.972460250631532
,,Western Australia,Australia,2020-10-02 04:23:51,-31.9505,115.8605,685,9,654,22,"Western Australia, Australia",26.03968676347601,1.313868613138686
,,,Austria,2020-10-02 04:23:51,47.5162,14.5501,45686,802,36476,8408,Austria,507.26150293124886,1.7554611916123102
,,,Azerbaijan,2020-10-02 04:23:51,40.1431,47.5769,40309,593,38068,1648,Azerbaijan,397.55700044628884,1.4711354784291348
,,,Bahamas,2020-10-02 04:23:51,25.025885,-78.035889,4123,96,2206,1821,Bahamas,1048.4477988444949,2.3284016492845017
,,,Bahrain,2020-10-02 04:23:51,26.0275,50.55,71374,254,65550,5570,Bahrain,4194.564708274589,0.35587188612099646
,,,Bangladesh,2020-10-02 04:23:51,23.685,90.3563,364987,5272,277078,82637,Bangladesh,221.62145084968842,1.4444350072742316
,,,Barbados,2020-10-02 04:23:51,13.1939,-59.5432,193,7,179,7,Barbados,67.1605694381131,3.626943005181347
,,,Belarus,2020-10-02 04:23:51,53.7098,27.9534,79019,839,74777,3403,Belarus,836.2399795710188,1.0617699540616814
,,,Belgium,2020-10-02 04:23:51,50.8333,4.469936,121059,10023,19521,91515,Belgium,1044.5471187311123,8.279433994994177
,,,Belize,2020-10-02 04:23:51,17.1899,-88.4976,1992,27,1246,719,Belize,500.9795760284291,1.355421686746988
,,,Benin,2020-10-02 04:23:51,9.3077,2.3158,2357,41,1973,343,Benin,19.442064709328346,1.7394993635977938
,,,Bhutan,2020-10-02 04:23:51,27.5142,90.4336,282,0,225,57,Bhutan,36.54686552308672,0.0
,,,Bolivia,2020-10-02 04:23:51,-16.2902,-63.5887,135716,8001,96165,31550,Bolivia,1162.6459593306931,5.895399216009903
,,,Bosnia and Herzegovina,2020-10-02 04:23:51,43.9159,17.6791,27749,861,20947,5941,Bosnia and Herzegovina,845.7959378995768,3.1028145158384084
,,,Botswana,2020-10-02 04:23:51,-22.3285,24.6849,3172,16,710,2446,Botswana,134.8854515494605,0.5044136191677175
,,Acre,Brazil,2020-10-02 04:23:51,-9.0238,-70.812,28409,661,26705,1043,"Acre, Brazil",3221.212447629361,2.3267274455278257
,,Alagoas,Brazil,2020-10-02 04:23:51,-9.5713,-36.782,87504,2078,84304,1122,"Alagoas, Brazil",2621.955038073541,2.3747485829219235
,,Amapa,Brazil,2020-10-02 04:23:51,0.902,-52.003,48385,712,36342,11331,"Amapa, Brazil",5721.086255558801,1.4715304329854293
,,Amazonas,Brazil,2020-10-02 04:23:51,-3.4168,-65.8561,140240,4159,116119,19962,"Amazonas, Brazil",3383.682418338864,2.9656303479749
,,Bahia,Brazil,2020-10-02 04:23:51,-12.5797,-41.7007,312050,6795,298001,7254,"Bahia, Brazil",2098.088194873632,2.1775356513379265
,,Ceara,Brazil,2020-10-02 04:23:51,-5.4984,-39.3206,241684,9023,214797,17864,"Ceara, Brazil",2646.5389367020302,3.733387398421079
,,Distrito Federal,Brazil,2020-10-02 04:23:51,-15.7998,-47.8645,193127,3276,182287,7564,"Distrito Federal, Brazil",6404.969641172856,1.6962931128221326
,,Espirito Santo,Brazil,2020-10-02 04:23:51,-19.1834,-40.3089,132350,3551,121514,7285,"Espirito Santo, Brazil",3293.3945479203217,2.6830374008311297
,,Goias,Brazil,2020-10-02 04:23:51,-15.827,-49.8362,212186,4723,201689,5774,"Goias, Brazil",3023.301474961223,2.2258772963343483
,,Maranhao,Brazil,2020-10-02 04:23:51,-4.9609,-45.2744,174195,3766,163892,6537,"Maranhao, Brazil",2462.057154438876,2.1619449467550735
,,Mato Grosso,Brazil,2020-10-02 04:23:51,-12.6819,-56.9211,124370,3428,105557,15385,"Mato Grosso, Brazil",3569.2700115311786,2.7562917102195064
,,Mato Grosso do Sul,Brazil,2020-10-02 04:23:51,-20.7722,-54.7852,70239,1311,63802,5126,"Mato Grosso do Sul, Brazil",2527.5046365832723,1.8664844317259641
,,Minas Gerais,Brazil,2020-10-02 04:23:51,-18.5122,-44.555,298607,7436,263599,27572,"Minas Gerais, Brazil",1410.6001613412875,2.4902296329288998
,,Para,Brazil,2020-10-02 04:23:51,-1.9981,-54.9306,231743,6582,215527,9634,"Para, Brazil",2693.788639017351,2.840215238432229
,,Paraiba,Brazil,2020-10-02 04:23:51,-7.24,-36.782,121809,2835,96725,22249,"Paraiba, Brazil",3031.4870585225403,2.3274142304755805
,,Parana,Brazil,2020-10-02 04:23:51,-25.2521,-52.0215,180805,4527,132065,44213,"Parana, Brazil",1581.2985828090837,2.503802439091839
,,Pernambuco,Brazil,2020-10-02 04:23:51,-8.8137,-36.9541,147872,8279,127590,12003,"Pernambuco, Brazil",1547.2522910000355,5.5987610906730145
,,Piaui,Brazil,2020-10-02 04:23:51,-7.7183,-42.7289,96849,2127,94884,-162,"Piaui, Brazil",2958.8232041346355,2.1962023355945854
,,Rio Grande do Norte,Brazil,2020-10-02 04:23:51,-5.4026,-36.9541,69715,2395,40400,26920,"Rio Grande do Norte, Brazil",1987.9647079589593,3.435415620741591
,,Rio Grande do Sul,Brazil,2020-10-02 04:23:51,-30.0346,-51.2177,197186,4815,182572,9799,"Rio Grande do Sul, Brazil",1733.1621494459243,2.4418569269623602
,,Rio de Janeiro,Brazil,2020-10-02 04:23:51,-22.9068,-43.1729,266235,18567,242937,4731,"Rio de Janeiro, Brazil",1542.055482025049,6.973914023325258
,,Rondonia,Brazil,2020-10-02 04:23:51,-11.5057,-63.5806,66261,1367,57267,7627,"Rondonia, Brazil",3728.340530883822,2.0630536816528577
,,Roraima,Brazil,2020-10-02 04:23:51,-2.7376,-62.0751,50681,654,46135,3892,"Roraima, Brazil",8366.500979759345,1.2904244194076675
,,Santa Catarina,Brazil,2020-10-02 04:23:51,-27.2423,-50.2189,216624,2821,205075,8728,"Santa Catarina, Brazil",3023.4530316877485,1.3022564443459634
,,Sao Paulo,Brazil,2020-10-02 04:23:51,-23.5505,-46.6333,991725,35804,856453,99468,"Sao Paulo, Brazil",2159.7246057948632,3.610275025838816
,,Sergipe,Brazil,2020-10-02 04:23:51,-10.5741,-37.3857,77635,2040,71213,4382,"Sergipe, Brazil",3377.3495929866335,2.6276808140658208
,,Tocantins,Brazil,2020-10-02 04:23:51,-10.1753,-48.2982,68606,948,52208,15450,"Tocantins, Brazil",4361.8464637165525,1.381803340815672
,,,Brunei,2020-10-02 04:23:51,4.5353,114.7277,146,3,142,1,Brunei,33.372725340184644,2.0547945205479454
,,,Bulgaria,2020-10-02 04:23:51,42.7339,25.4858,20833,825,14634,5374,Bulgaria,299.8224782667201,3.960063361013776
,,,Burkina Faso,2020-10-02 04:23:51,12.2383,-1.5616,2088,58,1363,667,Burkina Faso,9.988863947558848,2.7777777777777777
,,,Burma,2020-10-02 04:23:51,21.9162,95.956,14383,321,4156,9906,Burma,26.434579039207534,2.231801432246402
,,,Burundi,2020-10-02 04:23:51,-3.3731,29.9189,510,1,472,37,Burundi,4.289037027929451,0.19607843137254902
,,,Cabo Verde,2020-10-02 04:23:51,16.5388,-23.0418,6126,61,5338,727,Cabo Verde,1101.8223414893846,0.9957557949722494
,,,Cambodia,2020-10-02 04:23:51,11.55,104.9167,278,0,275,3,Cambodia,1.6627817585185116,0.0
,,,Cameroon,2020-10-02 04:23:51,3.848,11.5021,20838,418,19440,980,Cameroon,78.49810426211782,2.0059506670505804
,,Alberta,Canada,2020-10-02 04:23:51,53.9333,-116.5765,18235,269,16370,1596,"Alberta, Canada",413.1972973475158,1.475185083630381
,,British Columbia,Canada,2020-10-02 04:23:51,53.7267,-127.6476,9220,235,7724,1261,"British Columbia, Canada",180.39815555603818,2.5488069414316703
,,Diamond Princess,Canada,2020-10-02 04:23:51,,,0,1,0,,"Diamond Princess, Canada",,
,,Grand Princess,Canada,2020-10-02 04:23:51,,,13,0,13,0,"Grand Princess, Canada",,0.0
,,Manitoba,Canada,2020-10-02 04:23:51,53.7609,-98.8139,2029,20,1388,621,"Manitoba, Canada",147.29400798683432,0.9857072449482503
,,New Brunswick,Canada,2020-10-02 04:23:51,46.5653,-66.4619,200,2,192,6,"New Brunswick, Canada",25.641255754859337,1.0
,,Newfoundland and Labrador,Canada,2020-10-02 04:23:51,53.1355,-57.6604,275,3,269,3,"Newfoundland and Labrador, Canada",52.746156723216934,1.0909090909090908
,,Northwest Territories,Canada,2020-10-02 04:23:51,64.8255,-124.8457,5,0,5,0,"Northwest Territories,Canada",11.134865490824868,0.0
,,Nova Scotia,Canada,2020-10-02 04:23:51,44.682,-63.7443,1088,65,1021,2,"Nova Scotia, Canada",111.30924429412241,5.974264705882353
,,Nunavut,Canada,2020-10-02 04:23:51,70.2998,-83.1076,0,0,0,0,"Nunavut, Canada",,
,,Ontario,Canada,2020-10-02 04:23:51,51.2538,-85.3232,54643,2899,46591,5153,"Ontario, Canada",371.42225775221533,5.30534560693959
,,Prince Edward Island,Canada,2020-10-02 04:23:51,46.5107,-63.4168,59,0,57,2,"Prince Edward Island, Canada",37.30446768421452,0.0
,,Quebec,Canada,2020-10-02 04:23:51,52.9399,-73.5491,75221,5889,63144,6227,"Quebec, Canada",881.0479294477631,7.777083527206498
,,Saskatchewan,Canada,2020-10-02 04:23:51,52.9399,-106.4509,1927,24,1759,144,"Saskatchewan, Canada",163.0748451762173,1.2454592631032693
,,Yukon,Canada,2020-10-02 04:23:51,64.2823,-135.0,15,0,15,0,"Yukon, Canada",36.515896586980865,0.0
,,,Central African Republic,2020-10-02 04:23:51,6.6111,20.9394,4829,62,1914,2853,Central African Republic,99.98418142170094,1.283909712155726
,,,Chad,2020-10-02 04:23:51,15.4542,18.7322,1203,85,1067,51,Chad,7.323817889828472,7.065669160432253
,,Antofagasta,Chile,2020-10-02 04:23:51,-23.6509,-70.3975,20000,493,19036,471,"Antofagasta, Chile",3291.996826515059,2.465
,,Araucania,Chile,2020-10-02 04:23:51,-38.9489,-72.3311,7585,117,6783,685,"Araucania, Chile",792.3955103507643,1.5425181278839815
,,Arica y Parinacota,Chile,2020-10-02 04:23:51,-18.594,-69.4785,8207,150,7671,386,"Arica y Parinacota, Chile",3630.323619441938,1.8277080541001585
,,Atacama,Chile,2020-10-02 04:23:51,-27.5661,-70.0503,7066,67,6635,364,"Atacama, Chile",2445.456559056426,0.9482026606283611
,,Aysen,Chile,2020-10-02 04:23:51,-45.9864,-73.7669,479,1,283,195,"Aysen, Chile",464.3362608813665,0.20876826722338204
,,Biobio,Chile,2020-10-02 04:23:51,-37.4464,-72.1416,23824,338,21754,1732,"Biobio, Chile",1530.3136873275714,1.418737407656145
,,Coquimbo,Chile,2020-10-02 04:23:51,-29.959,-71.3389,11995,213,11435,347,"Coquimbo, Chile",1583.3185935326153,1.775739891621509
,,Los Lagos,Chile,2020-10-02 04:23:51,-41.9198,-72.1416,9491,96,8379,1016,"Los Lagos, Chile",1145.2767440401205,1.0114845643240966
,,Los Rios,Chile,2020-10-02 04:23:51,-40.231,-72.3311,1957,20,1524,413,"Los Rios, Chile",508.5269867502345,1.021972406745018
,,Magallanes,Chile,2020-10-02 04:23:51,-52.368,-70.9863,8656,83,7047,1526,"Magallanes, Chile",5197.768610425562,0.9588724584103512
,,Maule,Chile,2020-10-02 04:23:51,-35.5183,-71.6885,15915,327,14460,1128,"Maule, Chile",1523.0393798746354,2.054665409990575
