FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-08-26 04:28:11,33.93911,67.709953,38061,1398,28440,8233,Afghanistan,97.79507428790762,3.6695560809035985
,,,Albania,2020-08-26 04:28:11,41.1533,20.1683,8759,259,4530,3970,Albania,304.36444506220033,2.95695855691289
,,,Algeria,2020-08-26 04:28:11,28.0339,1.6596,42228,1456,29587,11185,Algeria,96.29873569939943,3.447949228000379
,,,Andorra,2020-08-26 04:28:11,42.5063,1.5218,1060,53,877,130,Andorra,1371.9018960719602,5.0
,,,Angola,2020-08-26 04:28:11,-11.2027,17.8739,2283,102,977,1204,Angola,6.946331722238741,4.467805519053877
,,,Antigua and Barbuda,2020-08-26 04:28:11,17.0608,-61.7964,94,3,89,2,Antigua and Barbuda,95.98888979658524,3.1914893617021276
,,,Argentina,2020-08-26 04:28:11,-38.4161,-63.6167,359638,7563,263202,88873,Argentina,795.7336367953137,2.1029479643419218
,,,Armenia,2020-08-26 04:28:11,40.0691,45.0382,42936,858,36475,5603,Armenia,1448.957456616656,1.9983230855226384
,,Australian Capital Territory,Australia,2020-08-26 04:28:11,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-08-26 04:28:11,-33.8688,151.2093,3997,52,0,951,"New South Wales, Australia",49.23626508992363,1.300975731798849
,,Northern Territory,Australia,2020-08-26 04:28:11,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-08-26 04:28:11,-27.4698,153.0251,1107,6,1083,18,"Queensland, Australia",21.640113380901184,0.5420054200542005
,,South Australia,Australia,2020-08-26 04:28:11,-34.9285,138.6007,463,4,456,3,"South Australia, Australia",26.359237119271285,0.8639308855291576
,,Tasmania,Australia,2020-08-26 04:28:11,-42.8821,147.3272,230,13,216,1,"Tasmania, Australia",42.95051353874883,5.6521739130434785
,,Victoria,Australia,2020-08-26 04:28:11,-37.8136,144.9631,18608,462,14572,3574,"Victoria, Australia",280.66788337682317,2.4828030954428204
,,Western Australia,Australia,2020-08-26 04:28:11,-31.9505,115.8605,653,9,636,8,"Western Australia, Australia",24.82323424313845,1.3782542113323124
,,,Austria,2020-08-26 04:28:11,47.5162,14.5501,25706,733,21888,3085,Austria,285.419257416948,2.851474363961721
,,,Azerbaijan,2020-08-26 04:28:11,40.1431,47.5769,35559,521,33190,1848,Azerbaijan,350.70900738965446,1.465170561601845
,,,Bahamas,2020-08-26 04:28:11,25.025885,-78.035889,1765,29,227,1118,Bahamas,457.2178370900805,1.6430594900849858
