FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-08-19 04:27:00,33.93911,67.709953,37710,1382,27166,9058,Afghanistan,96.58515887,3.657012155
,,,Albania,2020-08-19 04:27:00,41.1533,20.1683,7654,232,3871,3551,Albania,265.9670582,3.031094852
,,,Algeria,2020-08-19 04:27:00,28.0339,1.6596,39444,1391,27653,10400,Algeria,89.94996995,3.526518609
,,,Andorra,2020-08-19 04:27:00,42.5063,1.5218,1005,53,869,83,Andorra,1300.718307,5.273631841
,,,Angola,2020-08-19 04:27:00,-11.2027,17.8739,1966,90,667,1209,Angola,5.98181698,4.577822991
,,,Antigua and Barbuda,2020-08-19 04:27:00,17.0608,-61.7964,93,3,88,2,Antigua and Barbuda,94.96773139,3.225806452
,,,Argentina,2020-08-19 04:27:00,-38.4161,-63.6167,305966,6048,223531,76387,Argentina,676.9791788,1.97669022
,,,Armenia,2020-08-19 04:27:00,40.0691,45.0382,41846,832,34982,6032,Armenia,1412.173321,1.988242604
,,Australian Capital Territory,Australia,2020-08-19 04:27:00,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.39570194,2.654867257
,,New South Wales,Australia,2020-08-19 04:27:00,-33.8688,151.2093,3966,52,2994,920,"New South Wales, Australia",48.85439763,1.31114473
,,Northern Territory,Australia,2020-08-19 04:27:00,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.43648208,0.0
,,Queensland,Australia,2020-08-19 04:27:00,-27.4698,153.0251,1092,6,1079,7,"Queensland, Australia",21.34688691,0.549450549
,,South Australia,Australia,2020-08-19 04:27:00,-34.9285,138.6007,462,4,451,7,"South Australia, Australia",26.30230572,0.865800866
,,Tasmania,Australia,2020-08-19 04:27:00,-42.8821,147.3272,230,13,216,1,"Tasmania, Australia",42.95051354,5.652173913
,,Victoria,Australia,2020-08-19 04:27:00,-37.8136,144.9631,17446,363,9413,7670,"Victoria, Australia",263.1412238,2.080706179
,,Western Australia,Australia,2020-08-19 04:27:00,-31.9505,115.8605,647,9,633,5,"Western Australia, Australia",24.5951494,1.391035549
,,,Austria,2020-08-19 04:27:00,47.5162,14.5501,23829,729,20870,2230,Austria,264.5785219,3.059297495
,,,Azerbaijan,2020-08-19 04:27:00,40.1431,47.5769,34474,509,32201,1764,Azerbaijan,340.0079395,1.476475025
,,,Bahamas,2020-08-19 04:27:00,25.025885,-78.035889,1424,20,203,1201,Bahamas,362.1124583,1.404494382
,,,Bahrain,2020-08-19 04:27:00,26.0275,50.55,47581,175,43921,3485,Bahrain,2796.278524,0.367793867
,,,Bangladesh,2020-08-19 04:27:00,23.685,90.3563,282344,3740,162825,115779,Bangladesh,171.4403168,1.32462528
,,,Barbados,2020-08-19 04:27:00,13.1939,-59.5432,153,7,122,24,Barbados,53.24128044,4.575163399
,,,Belarus,2020-08-19 04:27:00,53.7098,27.9534,69673,617,67339,1717,Belarus,737.3334021,0.885565427
,,,Belgium,2020-08-19 04:27:00,50.8333,4.469936,78897,9959,18048,50890,Belgium,680.7559457,12.62278667
,,,Belize,2020-08-19 04:27:00,17.1899,-88.4976,475,4,38,433,Belize,119.4604913,0.842105263
,,,Benin,2020-08-19 04:27:00,9.3077,2.3158,2063,39,1690,334,Benin,17.01696203,1.8904508
,,,Bhutan,2020-08-19 04:27:00,27.5142,90.4336,147,0,103,44,Bhutan,19.05102565,0.0
,,,Bolivia,2020-08-19 04:27:00,-16.2902,-63.5887,103019,4172,38623,60224,Bolivia,882.5387138,4.049738398
,,,Bosnia and Herzegovina,2020-08-19 04:27:00,43.9159,17.6791,16351,495,10279,5577,Bosnia and Herzegovina,498.3822617,3.027337778
,,,Botswana,2020-08-19 04:27:00,-22.3285,24.6849,1308,3,136,1169,Botswana,55.62111306,0.229357798
,,Acre,Brazil,2020-08-19 04:27:00,-9.0238,-70.812,22933,590,15620,6723,"Acre, Brazil",2600.305011,2.572711813
,,Alagoas,Brazil,2020-08-19 04:27:00,-9.5713,-36.782,73701,1774,67576,4351,"Alagoas, Brazil",2208.364283,2.407022971
,,Amapa,Brazil,2020-08-19 04:27:00,0.902,-52.003,39957,619,28214,11124,"Amapa, Brazil",4724.551897,1.549165353
,,Amazonas,Brazil,2020-08-19 04:27:00,-3.4168,-65.8561,112881,3524,95742,13615,"Amazonas, Brazil",2723.569988,3.121871706
,,Bahia,Brazil,2020-08-19 04:27:00,-12.5797,-41.7007,221041,4542,202157,14342,"Bahia, Brazil",1486.183345,2.054822409
,,Ceara,Brazil,2020-08-19 04:27:00,-5.4984,-39.3206,199258,8196,170767,20295,"Ceara, Brazil",2181.956834,4.113260195
,,Distrito Federal,Brazil,2020-08-19 04:27:00,-15.7998,-47.8645,140170,2097,118425,19648,"Distrito Federal, Brazil",4648.674678,1.496040522
,,Espirito Santo,Brazil,2020-08-19 04:27:00,-19.1834,-40.3089,101874,2938,87567,11369,"Espirito Santo, Brazil",2535.030421,2.883954689
,,Goias,Brazil,2020-08-19 04:27:00,-15.827,-49.8362,105962,2414,97476,6072,"Goias, Brazil",1509.784203,2.278175195
,,Maranhao,Brazil,2020-08-19 04:27:00,-4.9609,-45.2744,139185,3289,127656,8240,"Maranhao, Brazil",1967.228824,2.363041994
,,Mato Grosso,Brazil,2020-08-19 04:27:00,-12.6819,-56.9211,75877,2384,54595,18898,"Mato Grosso, Brazil",2177.579003,3.141927066
,,Mato Grosso do Sul,Brazil,2020-08-19 04:27:00,-20.7722,-54.7852,38393,657,30483,7253,"Mato Grosso do Sul, Brazil",1381.547082,1.711249447
,,Minas Gerais,Brazil,2020-08-19 04:27:00,-18.5122,-44.555,177787,4306,144132,29349,"Minas Gerais, Brazil",839.854293,2.421999359
,,Para,Brazil,2020-08-19 04:27:00,-1.9981,-54.9306,180090,5975,166391,7724,"Para, Brazil",2093.372382,3.317785552
,,Paraiba,Brazil,2020-08-19 04:27:00,-7.24,-36.782,97497,2203,55572,39722,"Paraiba, Brazil",2426.42903,2.259556704
,,Parana,Brazil,2020-08-19 04:27:00,-25.2521,-52.0215,108237,2781,66992,38464,"Parana, Brazil",946.6276635,2.569361679
,,Pernambuco,Brazil,2020-08-19 04:27:00,-8.8137,-36.9541,113788,7252,95060,11476,"Pernambuco, Brazil",1190.615828,6.373255528
,,Piaui,Brazil,2020-08-19 04:27:00,-7.7183,-42.7289,67226,1637,66170,-581,"Piaui, Brazil",2053.814172,2.435069765
,,Rio Grande do Norte,Brazil,2020-08-19 04:27:00,-5.4026,-36.9541,58307,2102,34186,22019,"Rio Grande do Norte, Brazil",1662.6588,3.605055997
,,Rio Grande do Sul,Brazil,2020-08-19 04:27:00,-30.0346,-51.2177,101217,2822,90912,7483,"Rio Grande do Sul, Brazil",889.6446669,2.788069198
,,Rio de Janeiro,Brazil,2020-08-19 04:27:00,-22.9068,-43.1729,199480,14728,179501,5251,"Rio de Janeiro, Brazil",1155.404915,7.38319631
,,Rondonia,Brazil,2020-08-19 04:27:00,-11.5057,-63.5806,48923,1026,39856,8041,"Rondonia, Brazil",2752.774691,2.097173109
,,Roraima,Brazil,2020-08-19 04:27:00,-2.7376,-62.0751,40183,574,10625,28984,"Roraima, Brazil",6633.474258,1.428464774
,,Santa Catarina,Brazil,2020-08-19 04:27:00,-27.2423,-50.2189,124313,1883,112349,10081,"Santa Catarina, Brazil",1735.054826,1.514724928
,,Sao Paulo,Brazil,2020-08-19 04:27:00,-23.5505,-46.6333,711530,27315,514989,169226,"Sao Paulo, Brazil",1549.53122,3.838910517
,,Sergipe,Brazil,2020-08-19 04:27:00,-10.5741,-37.3857,68699,1729,54678,12292,"Sergipe, Brazil",2988.607454,2.516776081
,,Tocantins,Brazil,2020-08-19 04:27:00,-10.1753,-48.2982,38845,531,23555,14759,"Tocantins, Brazil",2469.695448,1.366971296
,,,Brunei,2020-08-19 04:27:00,4.5353,114.7277,142,3,139,0,Brunei,32.4584041,2.112676056
,,,Bulgaria,2020-08-19 04:27:00,42.7339,25.4858,14669,519,9699,4451,Bulgaria,211.1119826,3.538073488
,,,Burkina Faso,2020-08-19 04:27:00,12.2383,-1.5616,1280,55,1018,207,Burkina Faso,6.1234415,4.296875
,,,Burma,2020-08-19 04:27:00,21.9162,95.956,376,6,331,39,Burma,0.691052056,1.595744681
,,,Burundi,2020-08-19 04:27:00,-3.3731,29.9189,416,1,336,79,Burundi,3.498508635,0.240384615
,,,Cabo Verde,2020-08-19 04:27:00,16.5388,-23.0418,3253,36,2390,827,Cabo Verde,585.0845702,1.106670765
,,,Cambodia,2020-08-19 04:27:00,11.55,104.9167,273,0,251,22,Cambodia,1.632875612,0.0
,,,Cameroon,2020-08-19 04:27:00,3.848,11.5021,18599,406,16540,1653,Cameroon,70.06364532,2.18291306
,,Alberta,Canada,2020-08-19 04:27:00,53.9333,-116.5765,12419,225,11025,1169,"Alberta, Canada",281.409226,1.811740076
,,British Columbia,Canada,2020-08-19 04:27:00,53.7267,-127.6476,4677,198,3704,775,"British Columbia, Canada",91.50999713,4.233483002
,,Diamond Princess,Canada,2020-08-19 04:27:00,,,0,1,0,,"Diamond Princess, Canada",,
,,Grand Princess,Canada,2020-08-19 04:27:00,,,13,0,13,0,"Grand Princess, Canada",,0.0
,,Manitoba,Canada,2020-08-19 04:27:00,53.7609,-98.8139,748,11,502,235,"Manitoba, Canada",54.30060028,1.470588235
,,New Brunswick,Canada,2020-08-19 04:27:00,46.5653,-66.4619,186,2,171,13,"New Brunswick, Canada",23.84636785,1.075268817
,,Newfoundland and Labrador,Canada,2020-08-19 04:27:00,53.1355,-57.6604,268,3,263,2,"Newfoundland and Labrador, Canada",51.40352728,1.119402985
,,Northwest Territories,Canada,2020-08-19 04:27:00,64.8255,-124.8457,5,0,5,0,"Northwest Territories,Canada",11.13486549,0.0
,,Nova Scotia,Canada,2020-08-19 04:27:00,44.682,-63.7443,1075,64,1007,4,"Nova Scotia, Canada",109.9792625,5.953488372
,,Nunavut,Canada,2020-08-19 04:27:00,70.2998,-83.1076,0,0,0,0,"Nunavut, Canada",,
,,Ontario,Canada,2020-08-19 04:27:00,51.2538,-85.3232,42800,2837,38861,1102,"Ontario, Canada",290.9223987,6.628504673
,,Prince Edward Island,Canada,2020-08-19 04:27:00,46.5107,-63.4168,44,0,40,4,"Prince Edward Island, Canada",27.82028098,0.0
,,Quebec,Canada,2020-08-19 04:27:00,52.9399,-73.5491,61252,5727,54083,1442,"Quebec, Canada",717.4319376,9.349898779
,,Saskatchewan,Canada,2020-08-19 04:27:00,52.9399,-106.4509,1582,22,1403,157,"Saskatchewan, Canada",133.8787779,1.390644753
,,Yukon,Canada,2020-08-19 04:27:00,64.2823,-135.0,15,0,15,0,"Yukon, Canada",36.51589659,0.0
,,,Central African Republic,2020-08-19 04:27:00,6.6111,20.9394,4679,61,1755,2863,Central African Republic,96.87843961,1.303697371
,,,Chad,2020-08-19 04:27:00,15.4542,18.7322,970,76,865,29,Chad,5.905322821,7.835051546
,,Antofagasta,Chile,2020-08-19 04:27:00,-23.6509,-70.3975,16970,410,15616,944,"Antofagasta, Chile",2793.259307,2.416028285
,,Araucania,Chile,2020-08-19 04:27:00,-38.9489,-72.3311,4705,86,4330,289,"Araucania, Chile",491.5254946,1.827842721
,,Arica y Parinacota,Chile,2020-08-19 04:27:00,-18.594,-69.4785,5899,85,5083,731,"Arica y Parinacota, Chile",2609.391864,1.44092219
,,Atacama,Chile,2020-08-19 04:27:00,-27.5661,-70.0503,4807,29,3761,1017,"Atacama, Chile",1663.644166,0.603286873
,,Aysen,Chile,2020-08-19 04:27:00,-45.9864,-73.7669,98,1,86,11,"Aysen, Chile",94.99990306,1.020408163
,,Biobio,Chile,2020-08-19 04:27:00,-37.4464,-72.1416,14363,161,12560,1642,"Biobio, Chile",922.5946731,1.120935738
,,Coquimbo,Chile,2020-08-19 04:27:00,-29.959,-71.3389,8435,101,7378,956,"Coquimbo, Chile",1113.404947,1.19739182
,,Los Lagos,Chile,2020-08-19 04:27:00,-41.9198,-72.1416,5653,57,4826,770,"Los Lagos, Chile",682.1461842,1.008314169
,,Los Rios,Chile,2020-08-19 04:27:00,-40.231,-72.3311,1015,15,938,62,"Los Rios, Chile",263.7480284,1.477832512
,,Magallanes,Chile,2020-08-19 04:27:00,-52.368,-70.9863,2407,30,1982,395,"Magallanes, Chile",1445.359178,1.246364769
,,Maule,Chile,2020-08-19 04:27:00,-35.5183,-71.6885,10526,230,9514,782,"Maule, Chile",1007.320924,2.185065552
,,Metropolitana,Chile,2020-08-19 04:27:00,-33.4376,-70.6505,267000,8160,253707,5133,"Metropolitana, Chile",3753.791751,3.056179775
,,Nuble,Chile,2020-08-19 04:27:00,-36.7226,-71.7622,4027,73,3683,271,"Nuble, Chile",837.8952537,1.812763844
,,OHiggins,Chile,2020-08-19 04:27:00,-34.5755,-71.0022,12300,304,11224,772,"OHiggins, Chile",1344.91638,2.471544715
,,Tarapaca,Chile,2020-08-19 04:27:00,-19.9232,-69.5132,10035,186,9204,645,"Tarapaca, Chile",3035.77587,1.853512706
,,Unknown,Chile,2020-08-19 04:27:00,,,66,1,62,3,"Unknown, Chile",,1.515151515
,,Valparaiso,Chile,2020-08-19 04:27:00,-33.0472,-71.6127,20549,617,18486,1446,"Valparaiso, Chile",1131.613931,3.002579201
,,Anhui,China,2020-08-19 04:27:00,31.8257,117.2264,991,6,985,0,"Anhui, China",1.567046173,0.605449041
,,Beijing,China,2020-08-19 04:27:00,40.1824,116.4142,935,9,924,2,"Beijing, China",4.340761374,0.962566845
,,Chongqing,China,2020-08-19 04:27:00,30.0572,107.874,583,6,577,0,"Chongqing, China",1.879432624,1.02915952
,,Fujian,China,2020-08-19 04:27:00,26.0789,117.9874,370,1,365,4,"Fujian, China",0.938848008,0.27027027
,,Gansu,China,2020-08-19 04:27:00,35.7518,104.2861,169,2,167,0,"Gansu, China",0.640879788,1.183431953
,,Guangdong,China,2020-08-19 04:27:00,23.3417,113.4244,1725,8,1689,28,"Guangdong, China",1.520359598,0.463768116
,,Guangxi,China,2020-08-19 04:27:00,23.8298,108.7881,255,2,253,0,"Guangxi, China",0.517661389,0.784313725
,,Guizhou,China,2020-08-19 04:27:00,26.8154,106.8748,147,2,145,0,"Guizhou, China",0.408333333,1.360544218
,,Hainan,China,2020-08-19 04:27:00,19.1959,109.7453,171,6,165,0,"Hainan, China",1.830835118,3.50877193
,,Hebei,China,2020-08-19 04:27:00,37.8957,114.9042,351,6,343,2,"Hebei, China",0.464531498,1.709401709
,,Heilongjiang,China,2020-08-19 04:27:00,47.862,127.7615,948,13,934,1,"Heilongjiang, China",2.512589451,1.371308017
,,Henan,China,2020-08-19 04:27:00,33.882,113.614,1276,22,1254,0,"Henan, China",1.328474753,1.724137931
,,Hong Kong,China,2020-08-19 04:27:00,22.3,114.2,4560,71,3677,812,"Hong Kong, China",60.82442709,1.557017544
,,Hubei,China,2020-08-19 04:27:00,30.9756,112.2707,68139,4512,63626,1,"Hubei, China",115.1580193,6.621758464
,,Hunan,China,2020-08-19 04:27:00,27.6104,111.7088,1019,4,1015,0,"Hunan, China",1.477025656,0.392541708
,,Inner Mongolia,China,2020-08-19 04:27:00,44.0935,113.9448,260,1,256,3,"Inner Mongolia, China",1.026045777,0.384615385
,,Jiangsu,China,2020-08-19 04:27:00,32.9711,119.455,664,0,655,9,"Jiangsu, China",0.824742268,0.0
,,Jiangxi,China,2020-08-19 04:27:00,27.614,115.7221,932,1,931,0,"Jiangxi, China",2.005163511,0.107296137
,,Jilin,China,2020-08-19 04:27:00,43.6661,126.1923,157,2,155,0,"Jilin, China",0.580621302,1.27388535
,,Liaoning,China,2020-08-19 04:27:00,41.2956,122.6085,261,2,232,27,"Liaoning, China",0.598761184,0.766283525
,,Macau,China,2020-08-19 04:27:00,22.1667,113.55,46,0,46,0,"Macau, China",7.08409436,0.0
,,Ningxia,China,2020-08-19 04:27:00,37.2692,106.1655,75,0,75,0,"Ningxia, China",1.090116279,0.0
,,Qinghai,China,2020-08-19 04:27:00,35.7452,95.9956,18,0,18,0,"Qinghai, China",0.298507463,0.0
,,Shaanxi,China,2020-08-19 04:27:00,35.1917,108.8701,358,3,335,20,"Shaanxi, China",0.926501035,0.837988827
