Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Hubei,Mainland China,2020-03-05T14:53:03,67466,2902,40592,30.9756,112.2707
,South Korea,2020-03-05T09:03:09,6088,35,41,36.0,128.0
,Italy,2020-03-05T17:43:03,3858,148,414,43.0,12.0
,Iran,2020-03-05T13:43:04,3513,107,739,32.0,53.0
Guangdong,Mainland China,2020-03-05T09:23:03,1351,7,1181,23.3417,113.4244
Henan,Mainland China,2020-03-05T01:48:26,1272,22,1239,33.882,113.614
Zhejiang,Mainland China,2020-03-05T09:43:03,1215,1,1124,29.1832,120.0934
Hunan,Mainland China,2020-03-05T08:43:03,1018,4,938,27.6104,111.7088
Anhui,Mainland China,2020-03-05T04:33:02,990,6,970,31.8257,117.2264
Jiangxi,Mainland China,2020-03-05T01:16:58,935,1,901,27.614,115.7221
Shandong,Mainland China,2020-03-05T14:53:03,758,6,578,36.3427,118.1498
Diamond Princess cruise ship,Others,2020-03-03T03:13:06,706,6,10,35.4437,139.638
Jiangsu,Mainland China,2020-03-05T14:53:03,631,0,583,32.9711,119.455
Chongqing,Mainland China,2020-03-05T23:23:02,576,6,512,30.0572,107.874
Sichuan,Mainland China,2020-03-05T14:53:03,539,3,425,30.6171,102.7103
,Germany,2020-03-05T17:43:03,482,0,16,51.0,9.0
Heilongjiang,Mainland China,2020-03-05T00:23:06,481,13,379,47.862,127.7615
Beijing,Mainland China,2020-03-04T23:23:01,418,8,297,40.1824,116.4142
,France,2020-03-05T15:13:22,377,6,12,47.0,2.0
,Japan,2020-03-05T13:43:04,360,6,43,36.0,138.0
Shanghai,Mainland China,2020-03-05T06:23:06,339,3,303,31.202,121.4491
Hebei,Mainland China,2020-03-05T14:53:03,318,6,304,38.0428,114.5149
Fujian,Mainland China,2020-03-05T09:33:03,296,1,277,26.0789,117.9874
,Spain,2020-03-05T17:43:03,259,3,2,40.0,-4.0
Guangxi,Mainland China,2020-03-05T10:03:08,252,2,214,23.8298,108.7881
Shaanxi,Mainland China,2020-03-05T06:03:08,245,1,224,35.1917,108.8701
Yunnan,Mainland China,2020-03-03T03:43:02,174,2,169,24.974,101.487
Hainan,Mainland China,2020-03-05T06:13:10,168,6,158,19.1959,109.7453
Guizhou,Mainland China,2020-03-02T01:13:06,146,2,114,26.8154,106.8748
Tianjin,Mainland China,2020-03-05T03:33:27,136,3,128,39.3054,117.323
Shanxi,Mainland China,2020-03-05T14:53:03,133,0,126,37.5777,112.2922
Liaoning,Mainland China,2020-03-03T14:33:03,125,1,106,41.2956,122.6085
,Singapore,2020-03-05T13:43:04,117,0,78,1.2833,103.8333
,UK,2020-03-05T18:03:03,115,1,8,55.0,-3.0
,Switzerland,2020-03-05T17:43:03,114,1,3,46.8182,8.2275
Hong Kong,Hong Kong,2020-03-05T00:23:07,105,2,43,22.3,114.2
Gansu,Mainland China,2020-03-05T15:13:13,102,2,87,36.0611,103.8343
,Sweden,2020-03-05T18:03:03,94,0,0,63.0,16.0
Jilin,Mainland China,2020-03-05T14:53:03,93,1,88,43.6661,126.1923
,Norway,2020-03-05T17:43:03,87,0,0,60.472,8.4689
,Netherlands,2020-03-05T14:23:03,82,0,0,52.1326,5.2913
Xinjiang,Mainland China,2020-03-05T06:03:08,76,3,70,41.1129,85.2401
Inner Mongolia,Mainland China,2020-03-05T23:53:01,75,1,65,44.0935,113.9448
Ningxia,Mainland China,2020-03-04T01:33:07,75,0,69,37.2692,106.1655
,Kuwait,2020-03-05T13:43:04,58,0,0,29.5,47.75
,Bahrain,2020-03-05T13:53:03,55,0,0,26.0275,50.55
"King County, WA",US,2020-03-05T22:03:17,51,10,1,47.548,-121.9836
,Belgium,2020-03-05T13:53:03,50,0,1,50.8333,4.0
,Malaysia,2020-03-04T13:03:08,50,0,22,2.5,112.5
,Thailand,2020-03-05T06:23:06,47,1,31,15.0,101.0
Unassigned Location (From Diamond Princess),US,2020-03-02T19:53:03,45,0,0,35.4437,139.638
Taiwan,Taiwan,2020-03-05T14:53:03,44,1,12,23.7,121.0
,Austria,2020-03-05T17:53:02,41,0,0,47.5162,14.5501
,Iraq,2020-03-04T20:43:02,35,2,0,33.0,44.0
,Iceland,2020-03-05T13:53:03,34,0,0,64.9631,-19.0208
,Greece,2020-03-05T14:23:03,31,0,0,39.0742,21.8243
,India,2020-03-05T13:53:03,30,0,3,21.0,78.0
,United Arab Emirates,2020-03-05T23:53:02,29,0,5,24.0,54.0
New South Wales,Australia,2020-03-04T20:43:03,22,1,4,-33.8688,151.2093
"Toronto, ON",Canada,2020-03-05T17:53:03,21,0,2,43.6532,-79.3832
,San Marino,2020-03-05T13:53:03,21,1,0,43.9424,12.4578
"Santa Clara, CA",US,2020-03-05T22:53:03,20,0,1,37.3541,-121.9552
Qinghai,Mainland China,2020-02-21T04:43:02,18,0,18,35.7452,95.9956
"Snohomish County, WA",US,2020-03-05T20:23:07,18,1,0,48.033,-121.8339
"Westchester County, NY",US,2020-03-05T21:33:03,18,0,0,41.122,-73.7949
,Israel,2020-03-05T17:53:02,17,0,0,31.0,35.0
,Lebanon,2020-03-05T17:53:02,16,0,1,33.8547,35.8623
,Oman,2020-03-05T17:53:02,16,0,2,21.0,57.0
,Vietnam,2020-02-25T08:53:02,16,0,16,16.0,108.0
Queensland,Australia,2020-03-05T17:33:06,13,0,8,-28.0167,153.4
British Columbia,Canada,2020-03-05T04:43:03,13,0,3,49.2827,-123.1207
,Ecuador,2020-03-05T17:53:02,13,0,0,-1.8312,-78.1834
,Algeria,2020-03-04T19:33:03,12,0,0,28.0339,1.6596
,Czech Republic,2020-03-05T17:53:02,12,0,0,49.8175,15.473
,Finland,2020-03-05T13:53:03,12,0,1,64.0,26.0
"Los Angeles, CA",US,2020-03-05T21:03:14,11,0,0,34.0522,-118.2437
Victoria,Australia,2020-03-05T18:33:03,10,0,7,-37.8136,144.9631
,Croatia,2020-03-04T16:53:02,10,0,0,45.1667,15.5
,Denmark,2020-03-04T00:03:15,10,0,0,56.2639,9.5018
Macau,Macau,2020-03-03T12:33:02,10,0,9,22.1667,113.55
,Portugal,2020-03-05T13:53:03,8,0,0,39.3999,-8.2245
,Qatar,2020-03-04T00:03:15,8,0,0,25.3548,51.1839
,Azerbaijan,2020-03-05T13:53:03,6,0,0,40.1431,47.5769
,Belarus,2020-03-04T12:43:03,6,0,0,53.7098,27.9534
,Ireland,2020-03-04T21:13:07,6,0,0,53.1424,-7.6921
,Romania,2020-03-05T06:23:06,6,0,1,46.0,25.0
