FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-08-18 04:27:56,33.93911,67.709953,37667,1378,27166,9058,Afghanistan,96.58515886921562,3.657012154578579
,,,Albania,2020-08-18 04:27:56,41.1533,20.1683,7499,230,3816,3453,Albania,260.58099937452215,3.067075610081344
,,,Algeria,2020-08-18 04:27:56,28.0339,1.6596,39025,1379,27347,10299,Algeria,88.99446245782568,3.5336322869955157
,,,Andorra,2020-08-18 04:27:56,42.5063,1.5218,1005,53,869,83,Andorra,1300.71830712483,5.27363184079602
,,,Angola,2020-08-18 04:27:56,-11.2027,17.8739,1935,88,632,1215,Angola,5.887495349335069,4.547803617571059
,,,Antigua and Barbuda,2020-08-18 04:27:56,17.0608,-61.7964,93,3,88,2,Antigua and Barbuda,94.96773139449392,3.225806451612903
,,,Argentina,2020-08-18 04:27:56,-38.4161,-63.6167,299126,5814,217850,75462,Argentina,661.8450214939329,1.9436625368573779
,,,Armenia,2020-08-18 04:27:56,40.0691,45.0382,41701,824,34655,6222,Armenia,1407.2800190602563,1.9759717992374284
,,Australian Capital Territory,Australia,2020-08-18 04:27:56,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-08-18 04:27:56,-33.8688,151.2093,3959,52,2994,913,"New South Wales, Australia",48.76816949987683,1.3134629957059865
,,Northern Territory,Australia,2020-08-18 04:27:56,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-08-18 04:27:56,-27.4698,153.0251,1091,6,1079,6,"Queensland, Australia",21.32733848108689,0.5499541704857929
,,South Australia,Australia,2020-08-18 04:27:56,-34.9285,138.6007,462,4,450,8,"South Australia, Australia",26.302305721605464,0.8658008658008658
,,Tasmania,Australia,2020-08-18 04:27:56,-42.8821,147.3272,230,13,216,1,"Tasmania, Australia",42.95051353874883,5.6521739130434785
,,Victoria,Australia,2020-08-18 04:27:56,-37.8136,144.9631,17238,351,9023,7864,"Victoria, Australia",260.0039216277772,2.0361990950226243
,,Western Australia,Australia,2020-08-18 04:27:56,-31.9505,115.8605,647,9,633,5,"Western Australia, Australia",24.595149395575145,1.3910355486862442
