FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-10-31 04:24:44,33.93911,67.709953,41334,1535,34258,5543,Afghanistan,106.17971107476684,3.708811148207287
,,,Albania,2020-10-31 04:24:44,41.1533,20.1683,20634,502,11097,9035,Albania,717.0060462853569,2.4328777745468644
,,,Algeria,2020-10-31 04:24:44,28.0339,1.6596,57651,1956,40014,15681,Algeria,131.47007700592206,3.3928292657542802
,,,Andorra,2020-10-31 04:24:44,42.5063,1.5218,4665,75,3377,1213,Andorra,6037.662589788391,1.607717041800643
,,,Angola,2020-10-31 04:24:44,-11.2027,17.8739,10558,279,4107,6172,Angola,32.124121911255635,2.6425459367304414
,,,Antigua and Barbuda,2020-10-31 04:24:44,17.0608,-61.7964,127,3,116,8,Antigua and Barbuda,129.6871170655992,2.3622047244094486
,,,Argentina,2020-10-31 04:24:44,-38.4161,-63.6167,1157179,30792,961101,165286,Argentina,2560.369744279427,2.660953923291038
,,,Armenia,2020-10-31 04:24:44,40.0691,45.0382,87432,1300,54316,31816,Armenia,2950.56009751508,1.4868697959557142
,,Australian Capital Territory,Australia,2020-10-31 04:24:44,-35.4735,149.0124,114,3,111,0,"Australian Capital Territory, Australia",26.629292221443592,2.6315789473684212
,,New South Wales,Australia,2020-10-31 04:24:44,-33.8688,151.2093,4421,53,0,1220,"New South Wales, Australia",54.45922641044592,1.1988237955213752
,,Northern Territory,Australia,2020-10-31 04:24:44,-12.4634,130.8456,38,0,33,5,"Northern Territory, Australia",15.472312703583064,0.0
,,Queensland,Australia,2020-10-31 04:24:44,-27.4698,153.0251,1171,6,1160,5,"Queensland, Australia",22.891212980158343,0.5123825789923142
,,South Australia,Australia,2020-10-31 04:24:44,-34.9285,138.6007,497,4,483,10,"South Australia, Australia",28.29490463990891,0.8048289738430584
,,Tasmania,Australia,2020-10-31 04:24:44,-42.8821,147.3272,230,13,217,0,"Tasmania, Australia",42.95051353874883,5.6521739130434785
,,Victoria,Australia,2020-10-31 04:24:44,-37.8136,144.9631,20347,819,19457,71,"Victoria, Australia",306.897539932729,4.025163414754018
,,Western Australia,Australia,2020-10-31 04:24:44,-31.9505,115.8605,767,9,712,46,"Western Australia, Australia",29.156846346841025,1.1734028683181226
,,,Austria,2020-10-31 04:24:44,47.5162,14.5501,99576,1082,64987,33507,Austria,1105.6137857523538,1.086607214589861
,,,Azerbaijan,2020-10-31 04:24:44,40.1431,47.5769,54174,718,42996,10460,Azerbaijan,534.3038264947592,1.3253590283161665
