FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-09-15 03:22:50,33.93911,67.709953,38772,1427,32073,5274,Afghanistan,99.59838771449316,3.675332714329929
,,,Albania,2020-09-15 03:22:50,41.1533,20.1683,11520,338,6615,4567,Albania,400.3057891444854,2.9340277777777777
,,,Algeria,2020-09-15 03:22:50,28.0339,1.6596,48496,1620,34204,12672,Algeria,110.59258043189531,3.3404816892114813
,,,Andorra,2020-09-15 03:22:50,42.5063,1.5218,1438,53,945,440,Andorra,1861.1272891995081,3.68567454798331
,,,Angola,2020-09-15 03:22:50,-11.2027,17.8739,3439,136,1324,1979,Angola,10.46361576556243,3.954637976155859
,,,Antigua and Barbuda,2020-09-15 03:22:50,17.0608,-61.7964,95,3,91,1,Antigua and Barbuda,97.01004819867659,3.1578947368421053
,,,Argentina,2020-09-15 03:22:50,-38.4161,-63.6167,565446,11667,428953,124826,Argentina,1251.103615278038,2.063327002047941
,,,Armenia,2020-09-15 03:22:50,40.0691,45.0382,45969,919,41693,3357,Armenia,1551.311843749093,1.9991733559572755
,,Australian Capital Territory,Australia,2020-09-15 03:22:50,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-09-15 03:22:50,-33.8688,151.2093,4177,52,0,1131,"New South Wales, Australia",51.45355999014536,1.2449126167105578
,,Northern Territory,Australia,2020-09-15 03:22:50,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-09-15 03:22:50,-27.4698,153.0251,1150,6,1111,33,"Queensland, Australia",22.480695924152087,0.5217391304347826
,,South Australia,Australia,2020-09-15 03:22:50,-34.9285,138.6007,466,4,462,0,"South Australia, Australia",26.530031312268715,0.8583690987124464
,,Tasmania,Australia,2020-09-15 03:22:50,-42.8821,147.3272,230,13,217,0,"Tasmania, Australia",42.95051353874883,5.6521739130434785
,,Victoria,Australia,2020-09-15 03:22:50,-37.8136,144.9631,19911,729,18006,1176,"Victoria, Australia",300.3212718140545,3.6612927527497363
,,Western Australia,Australia,2020-09-15 03:22:50,-31.9505,115.8605,659,9,646,4,"Western Australia, Australia",25.051319090701746,1.3657056145675266
,,,Austria,2020-09-15 03:22:50,47.5162,14.5501,33541,757,27010,5774,Austria,372.41295079054896,2.2569392683581286
,,,Azerbaijan,2020-09-15 03:22:50,40.1431,47.5769,38403,564,35860,1979,Azerbaijan,378.758626811353,1.4686352628700883
,,,Bahamas,2020-09-15 03:22:50,25.025885,-78.035889,3008,68,1391,1549,Bahamas,764.9117096590446,2.2606382978723403
,,,Bahrain,2020-09-15 03:22:50,26.0275,50.55,60965,213,54204,6548,Bahrain,3582.840214083004,0.34938079225785285
,,,Bangladesh,2020-09-15 03:22:50,23.685,90.3563,339332,4759,243155,91418,Bangladesh,206.04364034808486,1.4024613063312625
,,,Barbados,2020-09-15 03:22:50,13.1939,-59.5432,183,7,165,11,Barbados,63.680747187433674,3.8251366120218577
,,,Belarus,2020-09-15 03:22:50,53.7098,27.9534,74360,756,72609,995,Belarus,786.9348496045378,1.0166756320602475
,,,Belgium,2020-09-15 03:22:50,50.8333,4.469936,94306,9927,18737,65642,Belgium,813.7111704132387,10.526371598837827
,,,Belize,2020-09-15 03:22:50,17.1899,-88.4976,1501,19,540,942,Belize,377.49515241901213,1.2658227848101267
,,,Benin,2020-09-15 03:22:50,9.3077,2.3158,2267,40,1942,285,Benin,18.699686336888995,1.76444640494045
,,,Bhutan,2020-09-15 03:22:50,27.5142,90.4336,245,0,161,84,Bhutan,31.751709408355488,0.0
,,,Bolivia,2020-09-15 03:22:50,-16.2902,-63.5887,127619,7394,85198,35027,Bolivia,1093.2809299111652,5.7938081320179595
,,,Bosnia and Herzegovina,2020-09-15 03:22:50,43.9159,17.6791,23635,705,16166,6764,Bosnia and Herzegovina,720.4002663972216,2.9828643960228476
,,,Botswana,2020-09-15 03:22:50,-22.3285,24.6849,2463,11,575,1877,Botswana,104.73608674852495,0.4466098254161592
