FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-11-03 06:00:16,33.93911,67.709953,41633,1544,34342,5750,Afghanistan,106.94778901571993,3.7013907237047534
,,,Albania,2020-11-03 06:00:16,41.1533,20.1683,21523,527,11367,9629,Albania,747.897699631663,2.448543418668401
,,,Algeria,2020-11-03 06:00:16,28.0339,1.6596,58574,1980,40577,16017,Algeria,133.5749300193384,3.3803393997336704
,,,Andorra,2020-11-03 06:00:16,42.5063,1.5218,4888,75,3548,1265,Andorra,6326.27968679221,1.5343698854337153
,,,Angola,2020-11-03 06:00:16,-11.2027,17.8739,11228,289,5172,5767,Angola,34.16268619242075,2.5739223370146065
,,,Antigua and Barbuda,2020-11-03 06:00:16,17.0608,-61.7964,128,3,117,8,Antigua and Barbuda,130.70827546769056,2.34375
,,,Argentina,2020-11-03 06:00:16,-38.4161,-63.6167,1183131,31623,998016,153492,Argentina,2617.791038308734,2.672823212307006
,,,Armenia,2020-11-03 06:00:16,40.0691,45.0382,93448,1391,56466,35591,Armenia,3153.5815261298967,1.4885283794195703
,,Australian Capital Territory,Australia,2020-11-03 06:00:16,-35.4735,149.0124,114,3,111,0,"Australian Capital Territory, Australia",26.629292221443592,2.6315789473684212
,,New South Wales,Australia,2020-11-03 06:00:16,-33.8688,151.2093,4435,53,0,1234,"New South Wales, Australia",54.63168268046317,1.1950394588500564
,,Northern Territory,Australia,2020-11-03 06:00:16,-12.4634,130.8456,38,0,33,5,"Northern Territory, Australia",15.472312703583064,0.0
,,Queensland,Australia,2020-11-03 06:00:16,-27.4698,153.0251,1175,6,1163,6,"Queensland, Australia",22.969406705111915,0.5106382978723404
,,South Australia,Australia,2020-11-03 06:00:16,-34.9285,138.6007,503,4,486,13,"South Australia, Australia",28.636493025903782,0.7952286282306164
,,Tasmania,Australia,2020-11-03 06:00:16,-42.8821,147.3272,230,13,217,0,"Tasmania, Australia",42.95051353874883,5.6521739130434785
,,Victoria,Australia,2020-11-03 06:00:16,-37.8136,144.9631,20345,819,19488,38,"Victoria, Australia",306.8673735652121,4.02555910543131
,,Western Australia,Australia,2020-11-03 06:00:16,-31.9505,115.8605,770,9,738,23,"Western Australia, Australia",29.270888770622676,1.1688311688311688
,,,Austria,2020-11-03 06:00:16,47.5162,14.5501,114016,1159,71691,41166,Austria,1265.9442174453725,1.0165239966320516
,,,Azerbaijan,2020-11-03 06:00:16,40.1431,47.5769,57040,753,44479,11808,Azerbaijan,562.5704260948253,1.3201262272089762
,,,Bahamas,2020-11-03 06:00:16,25.025885,-78.035889,6735,146,4493,2096,Bahamas,1712.6596956627882,2.167780252412769
,,,Bahrain,2020-11-03 06:00:16,26.0275,50.55,82133,322,79318,2493,Bahrain,4826.8582843152535,0.39204704564547743
,,,Bangladesh,2020-11-03 06:00:16,23.685,90.3563,410988,5966,327901,77121,Bangladesh,249.55342749690186,1.4516238916951347
,,,Barbados,2020-11-03 06:00:16,13.1939,-59.5432,238,7,222,9,Barbados,82.81976956617056,2.9411764705882355
,,,Belarus,2020-11-03 06:00:16,53.7098,27.9534,100400,989,87400,12011,Belarus,1062.5102057597576,0.9850597609561753
,,,Belgium,2020-11-03 06:00:16,50.8333,4.469936,447355,11858,25999,409498,Belgium,3859.9639539394575,2.6506912854444455
