FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-09-16 04:22:53,33.93911,67.709953,38815,1428,32098,5291,Afghanistan,99.70884708392788,3.673837433981708
,,,Albania,2020-09-16 04:22:53,41.1533,20.1683,11672,340,6668,4664,Albania,405.58760164014177,2.9129540781357095
,,,Algeria,2020-09-16 04:22:53,28.0339,1.6596,48734,1632,34385,12717,Algeria,111.13532692939596,3.348791398202487
,,,Andorra,2020-09-16 04:22:53,42.5063,1.5218,1438,53,945,440,Andorra,1861.1272891995081,3.68567454798331
,,,Angola,2020-09-16 04:22:53,-11.2027,17.8739,3569,139,1332,2098,Angola,10.859158088773572,3.894648360885402
,,,Antigua and Barbuda,2020-09-16 04:22:53,17.0608,-61.7964,95,3,91,1,Antigua and Barbuda,97.01004819867659,3.1578947368421053
,,,Argentina,2020-09-16 04:22:53,-38.4161,-63.6167,577338,11852,438883,126603,Argentina,1277.4158081185328,2.052870242388341
,,,Armenia,2020-09-16 04:22:53,40.0691,45.0382,46119,920,41941,3258,Armenia,1556.373880699263,1.9948394371083502
,,Australian Capital Territory,Australia,2020-09-16 04:22:53,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-09-16 04:22:53,-33.8688,151.2093,4185,52,2994,1139,"New South Wales, Australia",51.55210643015521,1.2425328554360813
,,Northern Territory,Australia,2020-09-16 04:22:53,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-09-16 04:22:53,-27.4698,153.0251,1149,6,1111,32,"Queensland, Australia",22.46114749291369,0.5221932114882507
,,South Australia,Australia,2020-09-16 04:22:53,-34.9285,138.6007,466,4,462,0,"South Australia, Australia",26.530031312268715,0.8583690987124464
,,Tasmania,Australia,2020-09-16 04:22:53,-42.8821,147.3272,230,13,217,0,"Tasmania, Australia",42.95051353874883,5.6521739130434785
,,Victoria,Australia,2020-09-16 04:22:53,-37.8136,144.9631,19943,737,18079,1127,"Victoria, Australia",300.8039336943242,3.6955322669608384
,,Western Australia,Australia,2020-09-16 04:22:53,-31.9505,115.8605,659,9,646,4,"Western Australia, Australia",25.051319090701746,1.3657056145675266
,,,Austria,2020-09-16 04:22:53,47.5162,14.5501,34305,757,27354,6194,Austria,380.8958074258305,2.206675411747559
,,,Azerbaijan,2020-09-16 04:22:53,40.1431,47.5769,38517,566,35998,1953,Azerbaijan,379.88297864471224,1.4694810083859076
,,,Bahamas,2020-09-16 04:22:53,25.025885,-78.035889,3032,69,1482,1481,Bahamas,771.0147286190903,2.2757255936675462
,,,Bahrain,2020-09-16 04:22:53,26.0275,50.55,61643,213,54831,6599,Bahrain,3622.685464064933,0.34553801729312333
,,,Bangladesh,2020-09-16 04:22:53,23.685,90.3563,341056,4802,245594,90660,Bangladesh,207.09045949853368,1.4079799211859636
,,,Barbados,2020-09-16 04:22:53,13.1939,-59.5432,184,7,169,8,Barbados,64.0287294125016,3.8043478260869565
,,,Belarus,2020-09-16 04:22:53,53.7098,27.9534,74552,761,72661,1130,Belarus,788.9667416314886,1.020764030475373
,,,Belgium,2020-09-16 04:22:53,50.8333,4.469936,94795,9930,18789,66076,Belgium,817.9304646504249,10.47523603565589
,,,Belize,2020-09-16 04:22:53,17.1899,-88.4976,1528,19,663,846,Belize,384.28553823867446,1.243455497382199
,,,Benin,2020-09-16 04:22:53,9.3077,2.3158,2267,40,1942,285,Benin,18.699686336888995,1.76444640494045
,,,Bhutan,2020-09-16 04:22:53,27.5142,90.4336,246,0,175,71,Bhutan,31.881308222267148,0.0
,,,Bolivia,2020-09-16 04:22:53,-16.2902,-63.5887,128286,7447,86216,34623,Bolivia,1098.9949566646326,5.804998207130942
,,,Bosnia and Herzegovina,2020-09-16 04:22:53,43.9159,17.6791,23929,725,16701,6503,Bosnia and Herzegovina,729.3614543947159,3.029796481257052
,,,Botswana,2020-09-16 04:22:53,-22.3285,24.6849,2463,11,575,1877,Botswana,104.73608674852495,0.4466098254161592
,,Acre,Brazil,2020-09-16 04:22:53,-9.0238,-70.812,26287,642,23652,1993,"Acre, Brazil",2980.605146637791,2.4422718453988663
,,Alagoas,Brazil,2020-09-16 04:22:53,-9.5713,-36.782,82595,1991,79411,1193,"Alagoas, Brazil",2474.8625933635512,2.4105575398026513
,,Amapa,Brazil,2020-09-16 04:22:53,0.902,-52.003,46117,682,33837,11598,"Amapa, Brazil",5452.915879871969,1.4788472797449965
,,Amazonas,Brazil,2020-09-16 04:22:53,-3.4168,-65.8561,128150,3907,107879,16364,"Amazonas, Brazil",3091.977338206827,3.0487709715177527
