FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-09-19 04:22:00,33.93911,67.709953,38897,1439,32576,4870,Afghanistan,99.88352702,3.695702492
,,,Albania,2020-09-19 04:22:00,41.1533,20.1683,12073,353,6831,4889,Albania,419.521857,2.923879732
,,,Algeria,2020-09-19 04:22:00,28.0339,1.6596,49413,1659,34818,12936,Algeria,112.6837508,3.357416065
,,,Andorra,2020-09-19 04:22:00,42.5063,1.5218,1564,53,1164,347,Andorra,2024.20242,3.388746803
,,,Angola,2020-09-19 04:22:00,-11.2027,17.8739,3848,147,1443,2258,Angola,11.70805277,3.82016632
,,,Antigua and Barbuda,2020-09-19 04:22:00,17.0608,-61.7964,95,3,92,0,Antigua and Barbuda,97.0100482,3.157894737
,,,Argentina,2020-09-19 04:22:00,-38.4161,-63.6167,613658,12656,467286,133716,Argentina,1357.777299,2.062386541
,,,Armenia,2020-09-19 04:22:00,40.0691,45.0382,46910,926,42369,3615,Armenia,1583.067689,1.973992752
,,Australian Capital Territory,Australia,2020-09-19 04:22:00,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.39570194,2.654867257
,,New South Wales,Australia,2020-09-19 04:22:00,-33.8688,151.2093,4198,52,2994,1152,"New South Wales, Australia",51.7122444,1.238685088
,,Northern Territory,Australia,2020-09-19 04:22:00,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.43648208,0.0
,,Queensland,Australia,2020-09-19 04:22:00,-27.4698,153.0251,1150,6,1118,26,"Queensland, Australia",22.48069592,0.52173913
,,South Australia,Australia,2020-09-19 04:22:00,-34.9285,138.6007,466,4,462,0,"South Australia, Australia",26.53003131,0.858369099
,,Tasmania,Australia,2020-09-19 04:22:00,-42.8821,147.3272,230,13,217,0,"Tasmania, Australia",42.95051354,5.652173913
,,Victoria,Australia,2020-09-19 04:22:00,-37.8136,144.9631,20034,757,18278,999,"Victoria, Australia",302.1765034,3.77857642
,,Western Australia,Australia,2020-09-19 04:22:00,-31.9505,115.8605,661,9,649,3,"Western Australia, Australia",25.12734737,1.361573374
