FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-10-16 04:24:01,33.93911,67.709953,40026,1481,33447,5098,Afghanistan,102.81969118591516,3.7000949382901114
,,,Albania,2020-10-16 04:24:01,41.1533,20.1683,16212,439,9864,5909,Albania,563.3470011814579,2.7078707130520603
,,,Algeria,2020-10-16 04:24:01,28.0339,1.6596,53777,1827,37603,14347,Algeria,122.63562351299149,3.3973631850047417
,,,Andorra,2020-10-16 04:24:01,42.5063,1.5218,3190,59,2011,1120,Andorra,4128.648158933542,1.8495297805642634
,,,Angola,2020-10-16 04:24:01,-11.2027,17.8739,7096,228,2928,3940,Angola,21.59052558081739,3.2130777903043968
,,,Antigua and Barbuda,2020-10-16 04:24:01,17.0608,-61.7964,112,3,100,9,Antigua and Barbuda,114.36974103422924,2.6785714285714284
,,,Argentina,2020-10-16 04:24:01,-38.4161,-63.6167,949063,25342,764859,158862,Argentina,2099.893093994158,2.6702126202370127
,,,Armenia,2020-10-16 04:24:01,40.0691,45.0382,59995,1046,47119,11830,Armenia,2024.646045502988,1.7434786232186015
,,Australian Capital Territory,Australia,2020-10-16 04:24:01,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-10-16 04:24:01,-33.8688,151.2093,4326,53,3142,1131,"New South Wales, Australia",53.288987435328906,1.2251502542764678
,,Northern Territory,Australia,2020-10-16 04:24:01,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-10-16 04:24:01,-27.4698,153.0251,1164,6,1154,4,"Queensland, Australia",22.75437396148959,0.5154639175257731
,,South Australia,Australia,2020-10-16 04:24:01,-34.9285,138.6007,479,4,471,4,"South Australia, Australia",27.270139481924282,0.8350730688935282
,,Tasmania,Australia,2020-10-16 04:24:01,-42.8821,147.3272,230,13,217,0,"Tasmania, Australia",42.95051353874883,5.6521739130434785
,,Victoria,Australia,2020-10-16 04:24:01,-37.8136,144.9631,20317,816,19259,242,"Victoria, Australia",306.44504441997617,4.016340995225673
,,Western Australia,Australia,2020-10-16 04:24:01,-31.9505,115.8605,709,9,676,24,"Western Australia, Australia",26.952026153729182,1.2693935119887165
,,,Austria,2020-10-16 04:24:01,47.5162,14.5501,60224,877,46798,12549,Austria,668.6800497424052,1.456230074388948
