FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-10-04 04:23:44,33.93911,67.709953,39297,1464,32842,4993,Afghanistan,100.9470195506148,3.7203857800849938
,,,Albania,2020-10-04 04:23:44,41.1533,20.1683,14117,392,8536,5189,Albania,490.5483355340886,2.776793936388751
,,,Algeria,2020-10-04 04:23:44,28.0339,1.6596,51995,1756,36482,13757,Algeria,118.57186612414213,3.377247812289643
,,,Andorra,2020-10-04 04:23:44,42.5063,1.5218,2110,53,1540,517,Andorra,2730.8613214262605,2.5118483412322274
,,,Angola,2020-10-04 04:23:44,-11.2027,17.8739,5370,193,2436,2741,Angola,16.33894058187562,3.5940409683426444
,,,Antigua and Barbuda,2020-10-04 04:23:44,17.0608,-61.7964,107,3,96,8,Antigua and Barbuda,109.26394902377257,2.803738317757009
,,,Argentina,2020-10-04 04:23:44,-38.4161,-63.6167,790818,20795,626114,143909,Argentina,1749.760823892905,2.629555725843367
,,,Armenia,2020-10-04 04:23:44,40.0691,45.0382,51925,972,44583,6370,Armenia,1752.3084575838425,1.8719306692344728
,,Australian Capital Territory,Australia,2020-10-04 04:23:44,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-10-04 04:23:44,-33.8688,151.2093,4234,53,0,1050,"New South Wales, Australia",52.155703375215566,1.2517713745866792
,,Northern Territory,Australia,2020-10-04 04:23:44,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-10-04 04:23:44,-27.4698,153.0251,1160,6,1148,6,"Queensland, Australia",22.67618023653602,0.5172413793103449
,,South Australia,Australia,2020-10-04 04:23:44,-34.9285,138.6007,470,4,465,1,"South Australia, Australia",26.757756902931966,0.851063829787234
