Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Hubei,Mainland China,2020-03-10T15:13:05,67760,3024,47743,30.9756,112.2707
,Italy,2020-03-10T17:53:02,10149,631,724,43.0,12.0
,Iran (Islamic Republic of),2020-03-10T19:13:20,8042,291,2731,32.0,53.0
,Republic of Korea,2020-03-10T19:13:20,7513,54,247,36.0,128.0
,France,2020-03-10T18:53:02,1773,33,12,47.0,2.0
,Spain,2020-03-10T23:53:02,1695,35,32,40.0,-4.0
,Germany,2020-03-10T18:53:02,1457,2,18,51.0,9.0
Guangdong,Mainland China,2020-03-10T09:13:07,1353,8,1274,23.3417,113.4244
Henan,Mainland China,2020-03-08T05:03:02,1272,22,1247,33.882,113.614
Zhejiang,Mainland China,2020-03-10T10:33:02,1215,1,1191,29.1832,120.0934
Hunan,Mainland China,2020-03-10T08:33:02,1018,4,990,27.6104,111.7088
Anhui,Mainland China,2020-03-08T05:13:06,990,6,984,31.8257,117.2264
Jiangxi,Mainland China,2020-03-10T01:33:02,935,1,927,27.614,115.7221
Shandong,Mainland China,2020-03-10T07:33:03,758,6,719,36.3427,118.1498
Diamond Princess cruise ship,Others,2020-03-06T01:29:39,696,6,40,35.4437,139.638
Jiangsu,Mainland China,2020-03-10T08:13:08,631,0,627,32.9711,119.455
,Japan,2020-03-10T16:13:16,581,10,101,36.0,138.0
Chongqing,Mainland China,2020-03-10T23:53:02,576,6,547,30.0572,107.874
Sichuan,Mainland China,2020-03-10T10:13:17,539,3,478,30.6171,102.7103
,Switzerland,2020-03-10T23:53:02,491,3,3,46.8182,8.2275
Heilongjiang,Mainland China,2020-03-10T00:13:18,481,13,434,47.862,127.7615
Beijing,Mainland China,2020-03-10T01:13:07,429,8,320,40.1824,116.4142
,Norway,2020-03-10T23:53:02,400,0,1,60.472,8.4689
,Netherlands,2020-03-10T13:53:06,382,4,0,52.1326,5.2913
,UK,2020-03-10T23:53:02,382,6,18,55.0,-3.0
,Sweden,2020-03-10T23:53:02,355,0,1,63.0,16.0
Shanghai,Mainland China,2020-03-10T06:13:14,344,3,319,31.202,121.4491
Hebei,Mainland China,2020-03-07T13:03:05,318,6,307,38.0428,114.5149
Fujian,Mainland China,2020-03-07T13:03:05,296,1,295,26.0789,117.9874
,Belgium,2020-03-10T11:53:03,267,0,1,50.8333,4.0
Washington,US,2020-03-10T22:13:11,267,23,1,47.4009,-121.4905
,Denmark,2020-03-10T17:33:34,262,0,1,56.2639,9.5018
Guangxi,Mainland China,2020-03-10T00:53:02,252,2,234,23.8298,108.7881
Shaanxi,Mainland China,2020-03-10T08:53:02,245,1,227,35.1917,108.8701
,Austria,2020-03-10T16:13:16,182,0,4,47.5162,14.5501
Yunnan,Mainland China,2020-03-06T03:23:06,174,2,170,24.974,101.487
New York,US,2020-03-10T17:13:27,173,0,0,42.1657,-74.9481
Hainan,Mainland China,2020-03-08T04:33:02,168,6,159,19.1959,109.7453
,Singapore,2020-03-10T05:13:07,160,0,78,1.2833,103.8333
Guizhou,Mainland China,2020-03-10T01:13:07,146,2,129,26.8154,106.8748
California,US,2020-03-10T19:13:28,144,2,2,36.1162,-119.6816
Tianjin,Mainland China,2020-03-10T10:13:25,136,3,131,39.3054,117.323
Shanxi,Mainland China,2020-03-10T23:53:02,133,0,131,37.5777,112.2922
