FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-08-12 04:27:29,33.93911,67.709953,37260,1346,26415,9510,Afghanistan,95.73744742936772,3.6062142799645818
,,,Albania,2020-08-12 04:27:29,41.1533,20.1683,6676,205,3480,2991,Albania,231.98276461185628,3.0707010185739962
,,,Algeria,2020-08-12 04:27:29,28.0339,1.6596,36204,1322,25263,9619,Algeria,82.56132014921515,3.6515302176555076
,,,Andorra,2020-08-12 04:27:29,42.5063,1.5218,963,52,839,72,Andorra,1246.359930110658,5.399792315680166
,,,Angola,2020-08-12 04:27:29,-11.2027,17.8739,1735,80,575,1080,Angola,5.278968698241005,4.610951008645533
,,,Antigua and Barbuda,2020-08-12 04:27:29,17.0608,-61.7964,92,3,76,13,Antigua and Barbuda,93.94657299240258,3.260869565217391
,,,Argentina,2020-08-12 04:27:29,-38.4161,-63.6167,260911,5004,181389,74518,Argentina,577.290661470429,1.9178953742847178
,,,Armenia,2020-08-12 04:27:29,40.0691,45.0382,40593,803,33157,6633,Armenia,1369.8884394550012,1.978173576725051
,,Australian Capital Territory,Australia,2020-08-12 04:27:29,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-08-12 04:27:29,-33.8688,151.2093,3915,50,2994,871,"New South Wales, Australia",48.22616407982262,1.277139208173691
,,Northern Territory,Australia,2020-08-12 04:27:29,-12.4634,130.8456,33,0,31,2,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-08-12 04:27:29,-27.4698,153.0251,1089,6,1076,7,"Queensland, Australia",21.28824161861011,0.5509641873278237
,,South Australia,Australia,2020-08-12 04:27:29,-34.9285,138.6007,459,4,447,8,"South Australia, Australia",26.131511528608023,0.8714596949891068
,,Tasmania,Australia,2020-08-12 04:27:29,-42.8821,147.3272,230,13,216,1,"Tasmania, Australia",42.95051353874883,5.6521739130434785
,,Victoria,Australia,2020-08-12 04:27:29,-37.8136,144.9631,15646,267,6889,8490,"Victoria, Australia",235.99149308436023,1.7065064553240445
,,Western Australia,Australia,2020-08-12 04:27:29,-31.9505,115.8605,642,9,632,1,"Western Australia, Australia",24.405078689272408,1.4018691588785046
,,,Austria,2020-08-12 04:27:29,47.5162,14.5501,22245,723,20123,1399,Austria,246.99102860188307,3.2501685772083615
,,,Azerbaijan,2020-08-12 04:27:29,40.1431,47.5769,33731,495,30856,2380,Azerbaijan,332.67992711438546,1.4674928107675431
,,,Bahamas,2020-08-12 04:27:29,25.025885,-78.035889,989,15,116,858,Bahamas,251.49523964521117,1.5166835187057635
