FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-09-09 04:28:48,33.93911,67.709953,38520,1418,30715,6387,Afghanistan,98.95104443315478,3.681204569055036
,,,Albania,2020-09-09 04:28:48,41.1533,20.1683,10553,321,6239,3993,Albania,366.70373201751335,3.0417890647209322
,,,Algeria,2020-09-09 04:28:48,28.0339,1.6596,46938,1571,33183,12184,Algeria,107.03964327598776,3.3469683412160722
,,,Andorra,2020-09-09 04:28:48,42.5063,1.5218,1261,53,934,274,Andorra,1632.0455574969262,4.203013481363997
,,,Angola,2020-09-09 04:28:48,-11.2027,17.8739,3033,124,1215,1694,Angola,9.22830666384148,4.088361358391032
,,,Antigua and Barbuda,2020-09-09 04:28:48,17.0608,-61.7964,95,3,91,1,Antigua and Barbuda,97.01004819867659,3.1578947368421053
,,,Argentina,2020-09-09 04:28:48,-38.4161,-63.6167,500034,10405,366590,123039,Argentina,1106.373279078707,2.08085850162189
,,,Armenia,2020-09-09 04:28:48,40.0691,45.0382,44953,903,40592,3458,Armenia,1517.0249801399414,2.008764709808022
,,Australian Capital Territory,Australia,2020-09-09 04:28:48,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-09-09 04:28:48,-33.8688,151.2093,4135,52,2994,1089,"New South Wales, Australia",50.936191180093616,1.2575574365175333
,,Northern Territory,Australia,2020-09-09 04:28:48,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-09-09 04:28:48,-27.4698,153.0251,1143,6,1091,46,"Queensland, Australia",22.34385690548333,0.5249343832020997
,,South Australia,Australia,2020-09-09 04:28:48,-34.9285,138.6007,465,4,461,0,"South Australia, Australia",26.473099914602905,0.8602150537634409
,,Tasmania,Australia,2020-09-09 04:28:48,-42.8821,147.3272,230,13,217,0,"Tasmania, Australia",42.95051353874883,5.6521739130434785
,,Victoria,Australia,2020-09-09 04:28:48,-37.8136,144.9631,19688,694,17175,1819,"Victoria, Australia",296.95772183592516,3.5249898415278342
,,Western Australia,Australia,2020-09-09 04:28:48,-31.9505,115.8605,658,9,644,5,"Western Australia, Australia",25.01330494944119,1.3677811550151975
,,,Austria,2020-09-09 04:28:48,47.5162,14.5501,30081,747,25629,3705,Austria,333.9958251909753,2.4832951032213026
,,,Azerbaijan,2020-09-09 04:28:48,40.1431,47.5769,37557,552,34965,2040,Azerbaijan,370.4147526795819,1.4697659557472642
,,,Bahamas,2020-09-09 04:28:48,25.025885,-78.035889,2585,59,976,1550,Bahamas,657.3460004882415,2.2823984526112184
,,,Bahrain,2020-09-09 04:28:48,26.0275,50.55,56778,202,51574,5002,Bahrain,3336.775226362746,0.35577160167670574
,,,Bangladesh,2020-09-09 04:28:48,23.685,90.3563,329251,4552,227809,96890,Bangladesh,199.9224200141669,1.38253186778476
,,,Barbados,2020-09-09 04:28:48,13.1939,-59.5432,180,7,156,17,Barbados,62.636800512229826,3.888888888888889
,,,Belarus,2020-09-09 04:28:48,53.7098,27.9534,73208,721,71916,571,Belarus,774.7434974428322,0.9848650420719047
,,,Belgium,2020-09-09 04:28:48,50.8333,4.469936,89141,9912,18602,60627,Belgium,769.1454143088089,11.11946242469795
,,,Belize,2020-09-09 04:28:48,17.1899,-88.4976,1361,16,321,1024,Belize,342.2857444652068,1.1756061719324027
,,,Benin,2020-09-09 04:28:48,9.3077,2.3158,2213,40,1793,380,Benin,18.254259313425386,1.807501129688206
,,,Bhutan,2020-09-09 04:28:48,27.5142,90.4336,234,0,153,81,Bhutan,30.326122455327287,0.0
,,,Bolivia,2020-09-09 04:28:48,-16.2902,-63.5887,122308,7097,75098,40113,Bolivia,1047.7828848022225,5.802564018706871
,,,Bosnia and Herzegovina,2020-09-09 04:28:48,43.9159,17.6791,21961,669,15172,6120,Bosnia and Herzegovina,669.3763592278139,3.046309366604435
,,,Botswana,2020-09-09 04:28:48,-22.3285,24.6849,2126,9,493,1624,Botswana,90.40557061606337,0.4233301975540922
,,Acre,Brazil,2020-09-09 04:28:48,-9.0238,-70.812,25494,630,20168,4696,"Acre, Brazil",2890.689223128689,2.471169686985173
,,Alagoas,Brazil,2020-09-09 04:28:48,-9.5713,-36.782,80866,1943,76705,2218,"Alagoas, Brazil",2423.055130152393,2.4027403358642694
,,Amapa,Brazil,2020-09-09 04:28:48,0.902,-52.003,44999,675,32736,11588,"Amapa, Brazil",5320.722546530753,1.5000333340740906
,,Amazonas,Brazil,2020-09-09 04:28:48,-3.4168,-65.8561,124223,3855,105120,15248,"Amazonas, Brazil",2997.227474709845,3.103290050956747
,,Bahia,Brazil,2020-09-09 04:28:48,-12.5797,-41.7007,272814,5734,259239,7841,"Bahia, Brazil",1834.2824316495914,2.1017982948089173
