FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-10-12 04:23:45,33.93911,67.709953,39799,1479,33114,5208,Afghanistan,102.2365684682016,3.711148521319631
,,,Albania,2020-10-12 04:23:45,41.1533,20.1683,15399,420,9500,5479,Albania,535.0962540829801,2.7274498344048315
,,,Algeria,2020-10-12 04:23:45,28.0339,1.6596,53072,1801,37170,14101,Algeria,121.02790804770595,3.393503165511004
,,,Andorra,2020-10-12 04:23:45,42.5063,1.5218,2696,55,1814,827,Andorra,3489.2901054811364,2.040059347181009
,,,Angola,2020-10-12 04:23:45,-11.2027,17.8739,6366,218,2743,3405,Angola,19.369403304324056,3.4244423499842918
,,,Antigua and Barbuda,2020-10-12 04:23:45,17.0608,-61.7964,111,3,97,11,Antigua and Barbuda,113.34858263213788,2.7027027027027026
,,,Argentina,2020-10-12 04:23:45,-38.4161,-63.6167,894206,23868,721380,148958,Argentina,1978.516709647452,2.669183610935288
,,,Armenia,2020-10-12 04:23:45,40.0691,45.0382,56451,1020,45824,9607,Armenia,1905.0469858269714,1.8068767603762554
,,Australian Capital Territory,Australia,2020-10-12 04:23:45,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-10-12 04:23:45,-33.8688,151.2093,4284,53,0,1097,"New South Wales, Australia",52.771618625277156,1.2371615312791784
,,Northern Territory,Australia,2020-10-12 04:23:45,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-10-12 04:23:45,-27.4698,153.0251,1161,6,1152,3,"Queensland, Australia",22.69572866777441,0.5167958656330749
,,South Australia,Australia,2020-10-12 04:23:45,-34.9285,138.6007,475,4,466,5,"South Australia, Australia",27.04241389126103,0.8421052631578947
,,Tasmania,Australia,2020-10-12 04:23:45,-42.8821,147.3272,230,13,217,0,"Tasmania, Australia",42.95051353874883,5.6521739130434785
,,Victoria,Australia,2020-10-12 04:23:45,-37.8136,144.9631,20295,810,19218,267,"Victoria, Australia",306.1132143772908,3.991130820399113
,,Western Australia,Australia,2020-10-12 04:23:45,-31.9505,115.8605,694,9,670,15,"Western Australia, Australia",26.381814034820948,1.2968299711815563
,,,Austria,2020-10-12 04:23:45,47.5162,14.5501,55319,851,43448,11020,Austria,614.2187777580388,1.538350295558488
,,,Azerbaijan,2020-10-12 04:23:45,40.1431,47.5769,41982,609,39357,2016,Azerbaijan,414.0573567376044,1.450621695012148
,,,Bahamas,2020-10-12 04:23:45,25.025885,-78.035889,5078,107,2900,2071,Bahamas,1291.297094962975,2.1071287908625442
,,,Bahrain,2020-10-12 04:23:45,26.0275,50.55,75614,275,71249,4090,Bahrain,4443.744442674851,0.3636892638929299
,,,Bangladesh,2020-10-12 04:23:45,23.685,90.3563,378266,5524,292860,79882,Bangladesh,229.6845085636152,1.4603480090729803
,,,Barbados,2020-10-12 04:23:45,13.1939,-59.5432,208,7,186,15,Barbados,72.38030281413225,3.3653846153846154
,,,Belarus,2020-10-12 04:23:45,53.7098,27.9534,83534,896,77220,5418,Belarus,884.0211905172869,1.07261713793186
,,,Belgium,2020-10-12 04:23:45,50.8333,4.469936,162258,10191,20272,131795,Belgium,1400.0291295242223,6.280738083792478
,,,Belize,2020-10-12 04:23:45,17.1899,-88.4976,2531,37,1548,946,Belize,636.5357966505792,1.4618727775582774
,,,Benin,2020-10-12 04:23:45,9.3077,2.3158,2411,41,1973,397,Benin,19.88749173279196,1.7005391953546247
,,,Bhutan,2020-10-12 04:23:45,27.5142,90.4336,309,0,288,21,Bhutan,40.04603349870142,0.0
,,,Bolivia,2020-10-12 04:23:45,-16.2902,-63.5887,138574,8308,101103,29163,Bolivia,1187.1297501274091,5.995352663558821
,,,Bosnia and Herzegovina,2020-10-12 04:23:45,43.9159,17.6791,30647,928,23461,6258,Bosnia and Herzegovina,934.1276481605943,3.0280288445851142
,,,Botswana,2020-10-12 04:23:45,-22.3285,24.6849,3219,18,834,2367,Botswana,136.88406952639133,0.5591798695246971
,,Acre,Brazil,2020-10-12 04:23:45,-9.0238,-70.812,29050,674,27176,1200,"Acre, Brazil",3293.8935409072096,2.3201376936316693
,,Alagoas,Brazil,2020-10-12 04:23:45,-9.5713,-36.782,88826,2138,85557,1131,"Alagoas, Brazil",2661.5672222060753,2.406952919190327
,,Amapa,Brazil,2020-10-12 04:23:45,0.902,-52.003,49386,725,36905,11756,"Amapa, Brazil",5839.44540285268,1.468027376179484
,,Amazonas,Brazil,2020-10-12 04:23:45,-3.4168,-65.8561,147457,4239,120012,23206,"Amazonas, Brazil",3557.8127378850104,2.8747363638213175
,,Bahia,Brazil,2020-10-12 04:23:45,-12.5797,-41.7007,325957,7128,311054,7775,"Bahia, Brazil",2191.592801590849,2.18679150930951
,,Ceara,Brazil,2020-10-12 04:23:45,-5.4984,-39.3206,260154,9134,223281,27739,"Ceara, Brazil",2848.7930129374718,3.5109973323493007
,,Distrito Federal,Brazil,2020-10-12 04:23:45,-15.7998,-47.8645,200035,3424,189807,6804,"Distrito Federal, Brazil",6634.070338026338,1.7117004524208264
,,Espirito Santo,Brazil,2020-10-12 04:23:45,-19.1834,-40.3089,138933,3650,127835,7448,"Espirito Santo, Brazil",3457.205778059796,2.6271656122015647
,,Goias,Brazil,2020-10-12 04:23:45,-15.827,-49.8362,228891,5194,218177,5520,"Goias, Brazil",3261.320246884099,2.2692023714344383
,,Maranhao,Brazil,2020-10-12 04:23:45,-4.9609,-45.2744,178765,3869,167126,7770,"Maranhao, Brazil",2526.6491415555306,2.1642939054065393
,,Mato Grosso,Brazil,2020-10-12 04:23:45,-12.6819,-56.9211,131343,3568,112218,15557,"Mato Grosso, Brazil",3769.386758257937,2.716551319826713
