FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-10-18 04:24:25,33.93911,67.709953,40141,1490,33561,5092,Afghanistan,103.11510577858944,3.7069330609601154
,,,Albania,2020-10-18 04:24:25,41.1533,20.1683,16774,448,10001,6325,Albania,582.8758079088193,2.670800047692858
,,,Algeria,2020-10-18 04:24:25,28.0339,1.6596,54203,1846,37971,14386,Algeria,123.60709413456823,3.4057155507997714
,,,Andorra,2020-10-18 04:24:25,42.5063,1.5218,3377,59,2057,1261,Andorra,4370.6723613537815,1.7471128220313887
,,,Angola,2020-10-18 04:24:25,-11.2027,17.8739,7462,241,3022,4199,Angola,22.70412935231953,3.2296971321361565
,,,Antigua and Barbuda,2020-10-18 04:24:25,17.0608,-61.7964,119,3,101,15,Antigua and Barbuda,121.51784984886856,2.5210084033613445
,,,Argentina,2020-10-18 04:24:25,-38.4161,-63.6167,979119,26107,791174,161838,Argentina,2166.394882424524,2.6663766099932693
,,,Armenia,2020-10-18 04:24:25,40.0691,45.0382,63000,1067,47925,14008,Armenia,2126.055519071393,1.6936507936507936
,,Australian Capital Territory,Australia,2020-10-18 04:24:25,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-10-18 04:24:25,-33.8688,151.2093,4338,53,0,1143,"New South Wales, Australia",53.436807095343674,1.2217611802674044
,,Northern Territory,Australia,2020-10-18 04:24:25,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-10-18 04:24:25,-27.4698,153.0251,1164,6,1154,4,"Queensland, Australia",22.75437396148959,0.5154639175257731
,,South Australia,Australia,2020-10-18 04:24:25,-34.9285,138.6007,482,4,472,6,"South Australia, Australia",27.440933674921716,0.8298755186721992
,,Tasmania,Australia,2020-10-18 04:24:25,-42.8821,147.3272,230,13,217,0,"Tasmania, Australia",42.95051353874883,5.6521739130434785
,,Victoria,Australia,2020-10-18 04:24:25,-37.8136,144.9631,20319,816,19287,216,"Victoria, Australia",306.47521078749304,4.015945666617451
,,Western Australia,Australia,2020-10-18 04:24:25,-31.9505,115.8605,711,9,683,19,"Western Australia, Australia",27.02805443625029,1.2658227848101267
,,,Austria,2020-10-18 04:24:25,47.5162,14.5501,63134,889,48771,13474,Austria,700.9904068218157,1.4081160705800362
,,,Azerbaijan,2020-10-18 04:24:25,40.1431,47.5769,44317,623,39903,3791,Azerbaijan,437.0868438507078,1.4057810772389827
,,,Bahamas,2020-10-18 04:24:25,25.025885,-78.035889,5628,116,3276,2236,Bahamas,1431.157946130686,2.061122956645345
,,,Bahrain,2020-10-18 04:24:25,26.0275,50.55,77571,293,73841,3437,Bahrain,4558.754994613839,0.37771847726598856
,,,Bangladesh,2020-10-18 04:24:25,23.685,90.3563,387295,5646,302298,79351,Bangladesh,235.1669506224333,1.4578034831330122
,,,Barbados,2020-10-18 04:24:25,13.1939,-59.5432,219,7,195,17,Barbados,76.20810728987964,3.1963470319634704
,,,Belarus,2020-10-18 04:24:25,53.7098,27.9534,87063,925,79429,6709,Belarus,921.3677892834841,1.062449031161343
,,,Belgium,2020-10-18 04:24:25,50.8333,4.469936,213115,10392,21074,181649,Belgium,1838.8443586051515,4.876240527414776
,,,Belize,2020-10-18 04:24:25,17.1899,-88.4976,2775,43,1648,1084,Belize,697.9007647986398,1.5495495495495495
,,,Benin,2020-10-18 04:24:25,9.3077,2.3158,2496,41,2330,125,Benin,20.58862686231801,1.642628205128205
