FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-09-07 04:28:30,33.93911,67.709953,38398,1413,30537,6449,Afghanistan,98.63764808266554,3.677274858065524
,,,Albania,2020-09-07 04:28:30,41.1533,20.1683,10255,316,6106,3833,Albania,356.3485996247133,3.0814236957581667
,,,Algeria,2020-09-07 04:28:30,28.0339,1.6596,46364,1556,32745,12063,Algeria,105.73066642907445,3.3560521093952205
,,,Andorra,2020-09-07 04:28:30,42.5063,1.5218,1215,53,928,234,Andorra,1572.5101921956907,4.362139917695473
,,,Angola,2020-09-07 04:28:30,-11.2027,17.8739,2965,117,1198,1650,Angola,9.021407602469498,3.946037099494098
,,,Antigua and Barbuda,2020-09-07 04:28:30,17.0608,-61.7964,95,3,91,1,Antigua and Barbuda,97.01004819867659,3.1578947368421053
,,,Argentina,2020-09-07 04:28:30,-38.4161,-63.6167,478792,9859,349132,119801,Argentina,1059.3733126880418,2.0591405036007284
,,,Armenia,2020-09-07 04:28:30,40.0691,45.0382,44783,897,40089,3797,Armenia,1511.2880049297491,2.002992206864212
,,Australian Capital Territory,Australia,2020-09-07 04:28:30,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-09-07 04:28:30,-33.8688,151.2093,4118,52,2994,1072,"New South Wales, Australia",50.72677999507268,1.2627489072365226
,,Northern Territory,Australia,2020-09-07 04:28:30,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-09-07 04:28:30,-27.4698,153.0251,1133,6,1089,38,"Queensland, Australia",22.14837259309941,0.529567519858782
,,South Australia,Australia,2020-09-07 04:28:30,-34.9285,138.6007,464,4,459,1,"South Australia, Australia",26.416168516937088,0.8620689655172413
,,Tasmania,Australia,2020-09-07 04:28:30,-42.8821,147.3272,230,13,217,0,"Tasmania, Australia",42.95051353874883,5.6521739130434785
,,Victoria,Australia,2020-09-07 04:28:30,-37.8136,144.9631,19574,675,16921,1978,"Victoria, Australia",295.2382388874644,3.4484520282006743
,,Western Australia,Australia,2020-09-07 04:28:30,-31.9505,115.8605,656,9,644,3,"Western Australia, Australia",24.93727666692009,1.3719512195121952
