FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-09-17 04:22:00,33.93911,67.709953,38855,1438,32503,4916,Afghanistan,99.81159999,3.695792047
,,,Albania,2020-09-17 04:22:00,41.1533,20.1683,11816,343,6733,4740,Albania,410.591424,2.902843602
,,,Algeria,2020-09-17 04:22:00,28.0339,1.6596,48966,1645,34517,12804,Algeria,111.6643907,3.359473921
,,,Andorra,2020-09-17 04:22:00,42.5063,1.5218,1483,53,1054,376,Andorra,1919.368407,3.573836817
,,,Angola,2020-09-17 04:22:00,-11.2027,17.8739,3675,143,1401,2131,Angola,11.18167721,3.891156463
,,,Antigua and Barbuda,2020-09-17 04:22:00,17.0608,-61.7964,95,3,91,1,Antigua and Barbuda,97.0100482,3.157894737
,,,Argentina,2020-09-17 04:22:00,-38.4161,-63.6167,589012,12116,448263,128633,Argentina,1303.245655,2.057003932
,,,Armenia,2020-09-17 04:22:00,40.0691,45.0382,46376,923,42069,3384,Armenia,1565.046837,1.990253579
,,Australian Capital Territory,Australia,2020-09-17 04:22:00,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.39570194,2.654867257
,,New South Wales,Australia,2020-09-17 04:22:00,-33.8688,151.2093,4190,52,0,1144,"New South Wales, Australia",51.61369796,1.241050119
,,Northern Territory,Australia,2020-09-17 04:22:00,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.43648208,0.0
,,Queensland,Australia,2020-09-17 04:22:00,-27.4698,153.0251,1150,6,1111,33,"Queensland, Australia",22.48069592,0.52173913
,,South Australia,Australia,2020-09-17 04:22:00,-34.9285,138.6007,466,4,462,0,"South Australia, Australia",26.53003131,0.858369099
,,Tasmania,Australia,2020-09-17 04:22:00,-42.8821,147.3272,230,13,217,0,"Tasmania, Australia",42.95051354,5.652173913
,,Victoria,Australia,2020-09-17 04:22:00,-37.8136,144.9631,19970,745,18217,1008,"Victoria, Australia",301.2111797,3.730595894
,,Western Australia,Australia,2020-09-17 04:22:00,-31.9505,115.8605,661,9,648,4,"Western Australia, Australia",25.12734737,1.361573374
,,,Austria,2020-09-17 04:22:00,47.5162,14.5501,35073,758,27655,6660,Austria,389.4230769,2.161206626
,,,Azerbaijan,2020-09-17 04:22:00,40.1431,47.5769,38658,569,36149,1940,Azerbaijan,381.2736243,1.471881629
,,,Bahamas,2020-09-17 04:22:00,25.025885,-78.035889,3087,69,1533,1485,Bahamas,785.0008137,2.235179786
,,,Bahrain,2020-09-17 04:22:00,26.0275,50.55,62484,216,55444,6824,Bahrain,3672.110029,0.345688496
,,,Bangladesh,2020-09-17 04:22:00,23.685,90.3563,342671,4823,247969,89879,Bangladesh,208.0710934,1.407472474
,,,Barbados,2020-09-17 04:22:00,13.1939,-59.5432,185,7,171,7,Barbados,64.37671164,3.783783784
,,,Belarus,2020-09-17 04:22:00,53.7098,27.9534,74763,767,72810,1186,Belarus,791.1997063,1.025908538
,,,Belgium,2020-09-17 04:22:00,50.8333,4.469936,95948,9935,18810,67203,Belgium,827.8790255,10.35456706
,,,Belize,2020-09-17 04:22:00,17.1899,-88.4976,1536,19,696,821,Belize,386.2975044,1.236979167
,,,Benin,2020-09-17 04:22:00,9.3077,2.3158,2280,40,1942,298,Benin,18.80691877,1.754385965
,,,Bhutan,2020-09-17 04:22:00,27.5142,90.4336,246,0,175,71,Bhutan,31.88130822,0.0
,,,Bolivia,2020-09-17 04:22:00,-16.2902,-63.5887,128872,7478,87031,34363,Bolivia,1104.015076,5.8026569
,,,Bosnia and Herzegovina,2020-09-17 04:22:00,43.9159,17.6791,24211,736,16990,6485,Bosnia and Herzegovina,737.9568796,3.039940523
,,,Botswana,2020-09-17 04:22:00,-22.3285,24.6849,2463,11,575,1877,Botswana,104.7360867,0.446609825
,,Acre,Brazil,2020-09-17 04:22:00,-9.0238,-70.812,26463,643,23813,2007,"Acre, Brazil",3000.561266,2.429807656
,,Alagoas,Brazil,2020-09-17 04:22:00,-9.5713,-36.782,82983,1996,79683,1304,"Alagoas, Brazil",2486.48856,2.405311931
,,Amapa,Brazil,2020-09-17 04:22:00,0.902,-52.003,46266,685,34389,11192,"Amapa, Brazil",5470.533775,1.480568884
,,Amazonas,Brazil,2020-09-17 04:22:00,-3.4168,-65.8561,128851,3920,107879,17052,"Amazonas, Brazil",3108.890925,3.042273634
,,Bahia,Brazil,2020-09-17 04:22:00,-12.5797,-41.7007,287685,6085,274617,6983,"Bahia, Brazil",1934.268554,2.115160679
,,Ceara,Brazil,2020-09-17 04:22:00,-5.4984,-39.3206,230406,8764,204373,17269,"Ceara, Brazil",2523.040211,3.803720389
,,Distrito Federal,Brazil,2020-09-17 04:22:00,-15.7998,-47.8645,179823,3000,168653,8170,"Distrito Federal, Brazil",5963.748496,1.668307169
,,Espirito Santo,Brazil,2020-09-17 04:22:00,-19.1834,-40.3089,121708,3388,111340,6980,"Espirito Santo, Brazil",3028.579249,2.783711835
,,Goias,Brazil,2020-09-17 04:22:00,-15.827,-49.8362,172747,3935,164406,4406,"Goias, Brazil",2461.360598,2.277897735
