iFIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
1089,Madison,Alabama,US,2021-01-29 05:22:23,34.76327133,-86.55069633,29098,248,0,28850,"Madison, Alabama, US",7802.9760611838265,0.8522922537631452
1091,Marengo,Alabama,US,2021-01-29 05:22:23,32.24767634,-87.78796182,2152,34,0,2118,"Marengo, Alabama, US",11408.577638763718,1.579925650557621
1093,Marion,Alabama,US,2021-01-29 05:22:23,34.13697363,-87.88704173,2585,69,0,2516,"Marion, Alabama, US",8701.067016728937,2.6692456479690523
1095,Marshall,Alabama,US,2021-01-29 05:22:23,34.36975964,-86.30486727,10661,140,0,10521,"Marshall, Alabama, US",11016.388699444065,1.3131976362442548
1097,Mobile,Alabama,US,2021-01-29 05:22:23,30.78472347,-88.20842409,32552,605,0,31947,"Mobile, Alabama, US",7877.834515137582,1.8585647579257802
1099,Monroe,Alabama,US,2021-01-29 05:22:23,31.56729412,-87.36995001,1554,21,0,1533,"Monroe, Alabama, US",7495.297352047461,1.3513513513513513
1101,Montgomery,Alabama,US,2021-01-29 05:22:23,32.2206831,-86.20969272,20538,356,0,20182,"Montgomery, Alabama, US",9068.110170165044,1.7333722855195248
1103,Morgan,Alabama,US,2021-01-29 05:22:23,34.45500589,-86.85475946,12867,162,0,12705,"Morgan, Alabama, US",10751.259619482114,1.2590347400326416
80001,Out of AL,Alabama,US,2020-12-21 13:27:30,,,0,0,0,0,"Out of AL, Alabama, US",,
1105,Perry,Alabama,US,2021-01-29 05:22:23,32.64048341,-87.29770589,1015,19,0,996,"Perry, Alabama, US",11375.098061190183,1.8719211822660098
1107,Pickens,Alabama,US,2021-01-29 05:22:23,33.28094866,-88.08818103,2035,31,0,2004,"Pickens, Alabama, US",10210.737581535372,1.5233415233415233
1109,Pike,Alabama,US,2021-01-29 05:22:23,31.80396383,-85.9408295,2704,35,0,2669,"Pike, Alabama, US",8165.730506734311,1.294378698224852
1111,Randolph,Alabama,US,2021-01-29 05:22:23,33.29526734,-85.45708831,1505,37,0,1468,"Randolph, Alabama, US",6623.536660505237,2.4584717607973423
1113,Russell,Alabama,US,2021-01-29 05:22:23,32.28725256,-85.18415324,3675,16,0,3659,"Russell, Alabama, US",6340.470316247131,0.43537414965986393
1117,Shelby,Alabama,US,2021-01-29 05:22:23,33.26879845,-86.66232561,19878,141,0,19737,"Shelby, Alabama, US",9130.830217453216,0.7093268940537277
1115,St. Clair,Alabama,US,2021-01-29 05:22:23,33.71902176,-86.31029372,8047,147,0,7900,"St. Clair, Alabama, US",8989.856108678166,1.8267677395302597
1119,Sumter,Alabama,US,2021-01-29 05:22:23,32.59117397,-88.19916205,925,28,0,897,"Sumter, Alabama, US",7443.469864005793,3.027027027027027
1121,Talladega,Alabama,US,2021-01-29 05:22:23,33.37823223,-86.16886178,6711,114,0,6597,"Talladega, Alabama, US",8391.057540823727,1.6987036209208761
1123,Tallapoosa,Alabama,US,2021-01-29 05:22:23,32.86698258,-85.79833053,3258,112,0,3146,"Tallapoosa, Alabama, US",8070.949042534744,3.437691835481891
1125,Tuscaloosa,Alabama,US,2021-01-29 05:22:23,33.28726072,-87.52556818,22083,283,0,21800,"Tuscaloosa, Alabama, US",10548.112058465284,1.2815287777928723
90001,Unassigned,Alabama,US,2020-12-21 13:27:30,,,0,0,0,0,"Unassigned, Alabama, US",,
1127,Walker,Alabama,US,2021-01-29 05:22:23,33.80270512,-87.30027177,6105,185,0,5920,"Walker, Alabama, US",9610.994789124856,3.0303030303030303
1129,Washington,Alabama,US,2021-01-29 05:22:23,31.4092794,-88.20689944,1454,27,0,1427,"Washington, Alabama, US",8906.039446282004,1.8569463548830811
1131,Wilcox,Alabama,US,2021-01-29 05:22:23,31.98773215,-87.30891118,1113,22,0,1091,"Wilcox, Alabama, US",10729.77923455124,1.9766397124887691
1133,Winston,Alabama,US,2021-01-29 05:22:23,34.15030532,-87.37325922,2373,45,0,2328,"Winston, Alabama, US",10042.744085657454,1.8963337547408343
2013,Aleutians East,Alaska,US,2021-01-29 05:22:23,55.32222414,-161.9722021,80,0,0,80,"Aleutians East, Alaska, US",2397.3629008091093,0.0
2016,Aleutians West,Alaska,US,2021-01-29 05:22:23,52.3233,-174.1596,317,0,0,317,"Aleutians West, Alaska, US",5626.553070642528,0.0
2020,Anchorage,Alaska,US,2021-01-29 05:22:23,61.14998174,-149.14269860000005,25296,141,0,25155,"Anchorage, Alaska, US",8783.333333333334,0.5574003795066413
2050,Bethel,Alaska,US,2021-01-29 05:22:23,60.90980451,-159.8561831,3276,15,0,3261,"Bethel, Alaska, US",17817.904927662352,0.45787545787545786
2060,Bristol Bay,Alaska,US,2021-01-29 05:22:23,58.74513976,-156.701064,0,0,0,0,"Bristol Bay, Alaska, US",0.0,
2164,Bristol Bay plus Lake and Peninsula,Alaska,US,2021-01-29 05:22:23,58.62403337,-156.21405890000003,170,0,0,170,"Bristol Bay plus Lake and Peninsula, Alaska, US",4228.855721393034,0.0
2068,Denali,Alaska,US,2021-01-29 05:22:23,63.67264044,-150.0076108,67,0,0,67,"Denali, Alaska, US",3195.040534096328,0.0
2070,Dillingham,Alaska,US,2021-01-29 05:22:23,59.79603738,-158.23819419999995,169,1,0,168,"Dillingham, Alaska, US",3437.7542717656634,0.591715976331361
2090,Fairbanks North Star,Alaska,US,2021-01-29 05:22:23,64.80726247,-146.5692662,5842,26,0,5816,"Fairbanks North Star, Alaska, US",6032.070542803746,0.4450530640191715
2100,Haines,Alaska,US,2021-01-29 05:22:23,59.09893571,-135.4679843,25,0,0,25,"Haines, Alaska, US",988.1422924901185,0.0
2110,Juneau,Alaska,US,2021-01-29 05:22:23,58.45031811,-134.200436,1134,5,0,1129,"Juneau, Alaska, US",3546.6316382060418,0.4409171075837742
2122,Kenai Peninsula,Alaska,US,2021-01-29 05:22:23,60.24429722,-151.53888840000005,3905,21,0,3884,"Kenai Peninsula, Alaska, US",6651.563671049941,0.5377720870678617
2130,Ketchikan Gateway,Alaska,US,2021-01-29 05:22:23,55.57445008,-130.975561,280,1,0,279,"Ketchikan Gateway, Alaska, US",2014.2435795985898,0.35714285714285715
2150,Kodiak Island,Alaska,US,2021-01-29 05:22:23,57.65529415,-153.7493579,1025,5,0,1020,"Kodiak Island, Alaska, US",7885.828589013694,0.4878048780487805
2158,Kusilvak,Alaska,US,2021-01-29 05:22:23,62.15429159999999,-163.39678830000003,1101,3,0,1098,"Kusilvak, Alaska, US",13242.723117632908,0.2724795640326976
2170,Matanuska-Susitna,Alaska,US,2021-01-29 05:22:23,62.31305045,-149.5741743,7441,27,0,7414,"Matanuska-Susitna, Alaska, US",6869.651116629892,0.3628544550463647
2180,Nome,Alaska,US,2021-01-29 05:22:23,64.90320724,-164.0353804,307,0,0,307,"Nome, Alaska, US",3068.7724910035986,0.0
2185,North Slope,Alaska,US,2021-01-29 05:22:23,69.31479216,-153.4836093,981,3,0,978,"North Slope, Alaska, US",9977.624084621644,0.3058103975535168
2188,Northwest Arctic,Alaska,US,2021-01-29 05:22:23,67.04919196,-159.7503946,569,1,0,568,"Northwest Arctic, Alaska, US",7466.2117832305485,0.1757469244288225
2195,Petersburg,Alaska,US,2021-01-29 05:22:23,57.13978948,-132.9540995,47,1,0,46,"Petersburg, Alaska, US",1439.0691977954684,2.127659574468085
2198,Prince of Wales-Hyder,Alaska,US,2021-01-29 05:22:23,55.76261984,-133.0511621,75,1,0,74,"Prince of Wales-Hyder, Alaska, US",1209.0923746574238,1.3333333333333333
2220,Sitka,Alaska,US,2021-01-29 05:22:23,57.24124555,-135.3206587,301,0,0,301,"Sitka, Alaska, US",3544.0951371717883,0.0
2230,Skagway,Alaska,US,2021-01-29 05:22:23,59.56149996,-135.3337748,16,0,0,16,"Skagway, Alaska, US",1352.493660185968,0.0
2240,Southeast Fairbanks,Alaska,US,2021-01-29 05:22:23,63.87692095,-143.2127643,428,3,0,425,"Southeast Fairbanks, Alaska, US",6209.197736834471,0.7009345794392523
90002,Unassigned,Alaska,US,2021-01-29 05:22:23,,,230,0,0,230,"Unassigned, Alaska, US",,0.0
2261,Valdez-Cordova,Alaska,US,2021-01-29 05:22:23,61.47502768,-144.7126799,439,3,0,436,"Valdez-Cordova, Alaska, US",4770.702021299718,0.683371298405467
2275,Wrangell,Alaska,US,2021-01-29 05:22:23,56.3202004,-132.05837309999998,26,0,0,26,"Wrangell, Alaska, US",1039.1686650679455,0.0
2282,Yakutat,Alaska,US,2021-01-29 05:22:23,59.8909808,-140.36014509999998,65,1,0,64,"Yakutat, Alaska, US",11226.252158894646,1.5384615384615385
2290,Yukon-Koyukuk,Alaska,US,2021-01-29 05:22:23,65.50815459,-151.3907387,265,4,0,261,"Yukon-Koyukuk, Alaska, US",5066.921606118547,1.509433962264151
4001,Apache,Arizona,US,2021-01-29 05:22:23,35.39465006,-109.4892383,9472,307,0,9165,"Apache, Arizona, US",13176.234924256123,3.2411317567567566
4003,Cochise,Arizona,US,2021-01-29 05:22:23,31.87934684,-109.7516088,10324,220,0,10104,"Cochise, Arizona, US",8198.726195581392,2.1309569934134056
4005,Coconino,Arizona,US,2021-01-29 05:22:23,35.83883429,-111.7707178,14998,270,0,14728,"Coconino, Arizona, US",10453.316234073991,1.8002400320042673
4007,Gila,Arizona,US,2021-01-29 05:22:23,33.80190085,-110.8132779,5900,183,0,5717,"Gila, Arizona, US",10922.285164204524,3.1016949152542375
4009,Graham,Arizona,US,2021-01-29 05:22:23,32.93166885,-109.8882178,4872,65,0,4807,"Graham, Arizona, US",12544.738265056518,1.3341543513957308
4011,Greenlee,Arizona,US,2021-01-29 05:22:23,33.21498827,-109.2405279,516,6,0,510,"Greenlee, Arizona, US",5432.722678458623,1.1627906976744187
4012,La Paz,Arizona,US,2021-01-29 05:22:23,33.72854224,-113.9810029,2211,56,0,2155,"La Paz, Arizona, US",10474.701534963047,2.532790592492085
4013,Maricopa,Arizona,US,2021-01-29 05:22:23,33.34835867,-112.4918154,462580,7271,0,455309,"Maricopa, Arizona, US",10312.983372326391,1.5718362229236025
4015,Mohave,Arizona,US,2021-01-29 05:22:23,35.70471703,-113.7577902,18741,514,0,18227,"Mohave, Arizona, US",8832.553338894622,2.7426498052398482
4017,Navajo,Arizona,US,2021-01-29 05:22:23,35.3997715,-110.3218983,14178,425,0,13753,"Navajo, Arizona, US",12781.724423929898,2.997601918465228
80004,Out of AZ,Arizona,US,2021-01-29 05:22:23,,,0,0,0,0,"Out of AZ, Arizona, US",,
4019,Pima,Arizona,US,2021-01-29 05:22:23,32.0971334,-111.7890033,99441,1706,0,97735,"Pima, Arizona, US",9495.177502843082,1.715590148932533
4021,Pinal,Arizona,US,2021-01-29 05:22:23,32.90525627,-111.3449483,41829,590,0,41239,"Pinal, Arizona, US",9038.460291839261,1.4105046737909106
4023,Santa Cruz,Arizona,US,2021-01-29 05:22:23,31.52508998,-110.8479088,7383,144,0,7239,"Santa Cruz, Arizona, US",15878.102283969203,1.950426655830963
90004,Unassigned,Arizona,US,2021-01-29 05:22:23,,,0,0,0,0,"Unassigned, Arizona, US",,
4025,Yavapai,Arizona,US,2021-01-29 05:22:23,34.59933926,-112.5538588,16025,371,0,15654,"Yavapai, Arizona, US",6816.277398032318,2.3151326053042123
4027,Yuma,Arizona,US,2021-01-29 05:22:23,32.76895712,-113.90666740000002,34762,691,0,34071,"Yuma, Arizona, US",16260.109361186602,1.9878027731430872
5001,Arkansas,Arkansas,US,2021-01-29 05:22:23,34.29145151,-91.37277296,1730,36,0,1694,"Arkansas, Arkansas, US",9893.629189065538,2.0809248554913293
5003,Ashley,Arkansas,US,2021-01-29 05:22:23,33.19153461,-91.7698471,1613,27,0,1586,"Ashley, Arkansas, US",8205.728239304064,1.6738995660260385
5005,Baxter,Arkansas,US,2021-01-29 05:22:23,36.28784385,-92.33782872,2590,94,0,2496,"Baxter, Arkansas, US",6176.666984641801,3.629343629343629
5007,Benton,Arkansas,US,2021-01-29 05:22:23,36.33644656,-94.25680817,24738,341,0,24397,"Benton, Arkansas, US",8862.187926531753,1.3784461152882206
5009,Boone,Arkansas,US,2021-01-29 05:22:23,36.3084504,-93.09374925,3274,74,0,3200,"Boone, Arkansas, US",8746.527035691388,2.2602321319486864
5011,Bradley,Arkansas,US,2021-01-29 05:22:23,33.46755808,-92.15980837,1228,29,0,1199,"Bradley, Arkansas, US",11409.458329462046,2.3615635179153096
5013,Calhoun,Arkansas,US,2021-01-29 05:22:23,33.55598792,-92.49974403,338,2,0,336,"Calhoun, Arkansas, US",6513.779148198111,0.591715976331361
5015,Carroll,Arkansas,US,2021-01-29 05:22:23,36.34038560000001,-93.54270261,2524,38,0,2486,"Carroll, Arkansas, US",8893.587033121918,1.5055467511885896
5017,Chicot,Arkansas,US,2021-01-29 05:22:23,33.26458973,-91.29539209,1547,38,0,1509,"Chicot, Arkansas, US",15289.582921525991,2.4563671622495153
5019,Clark,Arkansas,US,2021-01-29 05:22:23,34.04613432,-93.17484713,1804,33,0,1771,"Clark, Arkansas, US",8082.437275985663,1.829268292682927
5021,Clay,Arkansas,US,2021-01-29 05:22:23,36.36826212,-90.4148172,1552,41,0,1511,"Clay, Arkansas, US",10665.933612810117,2.6417525773195876
5023,Cleburne,Arkansas,US,2021-01-29 05:22:23,35.53864922,-92.02640019,1733,57,0,1676,"Cleburne, Arkansas, US",6954.532685902324,3.2890940565493363
5025,Cleveland,Arkansas,US,2021-01-29 05:22:23,33.89723187,-92.18537045,775,23,0,752,"Cleveland, Arkansas, US",9741.075917546506,2.967741935483871
5027,Columbia,Arkansas,US,2021-01-29 05:22:23,33.21230701,-93.22642793,1894,49,0,1845,"Columbia, Arkansas, US",8074.3488084580285,2.587117212249208
5029,Conway,Arkansas,US,2021-01-29 05:22:23,35.26205537,-92.70506566,1940,26,0,1914,"Conway, Arkansas, US",9306.341744219517,1.3402061855670102
5031,Craighead,Arkansas,US,2021-01-29 05:22:23,35.83018283,-90.63235729,12052,163,0,11889,"Craighead, Arkansas, US",10923.394844650693,1.3524726186525058
5033,Crawford,Arkansas,US,2021-01-29 05:22:23,35.58928601,-94.2446814,6093,87,0,6006,"Crawford, Arkansas, US",9632.135573928575,1.427868045297883
5035,Crittenden,Arkansas,US,2021-01-29 05:22:23,35.21247318,-90.30839406,5313,82,0,5231,"Crittenden, Arkansas, US",11079.136690647481,1.5433841520798042
5037,Cross,Arkansas,US,2021-01-29 05:22:23,35.29631396,-90.77185818,1803,43,0,1760,"Cross, Arkansas, US",10981.180339850174,2.384914032168608
5039,Dallas,Arkansas,US,2021-01-29 05:22:23,33.97042763,-92.65167437,657,12,0,645,"Dallas, Arkansas, US",9373.662434013411,1.82648401826484
5041,Desha,Arkansas,US,2021-01-29 05:22:23,33.83011025,-91.25500948,1182,17,0,1165,"Desha, Arkansas, US",10404.013731185634,1.4382402707275803
5043,Drew,Arkansas,US,2021-01-29 05:22:23,33.59035001,-91.71777921,1833,31,0,1802,"Drew, Arkansas, US",10060.925407541576,1.691216584833606
5045,Faulkner,Arkansas,US,2021-01-29 05:22:23,35.14719007,-92.33717519,10441,134,0,10307,"Faulkner, Arkansas, US",8286.04760053013,1.2834019729910928
5047,Franklin,Arkansas,US,2021-01-29 05:22:23,35.51202821,-93.89299569,1484,30,0,1454,"Franklin, Arkansas, US",8377.081569291558,2.0215633423180592
5049,Fulton,Arkansas,US,2021-01-29 05:22:23,36.38177105,-91.81729127,1023,42,0,981,"Fulton, Arkansas, US",8199.086318826641,4.105571847507331
5051,Garland,Arkansas,US,2021-01-29 05:22:23,34.57692074,-93.14921604,8284,202,0,8082,"Garland, Arkansas, US",8335.177992876259,2.4384355383872527
5053,Grant,Arkansas,US,2021-01-29 05:22:23,34.29017991,-92.42320562,1354,28,0,1326,"Grant, Arkansas, US",7413.085135505064,2.06794682422452
5055,Greene,Arkansas,US,2021-01-29 05:22:23,36.11735460000001,-90.55832668,5418,64,0,5354,"Greene, Arkansas, US",11953.667953667951,1.1812476928756
5057,Hempstead,Arkansas,US,2021-01-29 05:22:23,33.73325583,-93.66935133,1605,14,0,1591,"Hempstead, Arkansas, US",7454.021920861973,0.8722741433021807
5059,Hot Spring,Arkansas,US,2021-01-29 05:22:23,34.31709259,-92.95396325,4339,62,0,4277,"Hot Spring, Arkansas, US",12848.301797400136,1.4289006683567642
5061,Howard,Arkansas,US,2021-01-29 05:22:23,34.09007427,-93.9934871,1331,21,0,1310,"Howard, Arkansas, US",10081.805787001971,1.5777610818933132
5063,Independence,Arkansas,US,2021-01-29 05:22:23,35.74242707,-91.57001641,3410,111,0,3299,"Independence, Arkansas, US",9015.20158625248,3.2551319648093844
5065,Izard,Arkansas,US,2021-01-29 05:22:23,36.09604046,-91.90847954,1538,35,0,1503,"Izard, Arkansas, US",11284.76043730281,2.2756827048114436
5067,Jackson,Arkansas,US,2021-01-29 05:22:23,35.59802983,-91.21494602,3043,31,0,3012,"Jackson, Arkansas, US",18200.849333094084,1.0187315149523497
5069,Jefferson,Arkansas,US,2021-01-29 05:22:23,34.26767081,-91.92619839,7925,147,0,7778,"Jefferson, Arkansas, US",11859.511552735545,1.8548895899053628
5071,Johnson,Arkansas,US,2021-01-29 05:22:23,35.56759135,-93.46036368,2454,26,0,2428,"Johnson, Arkansas, US",9233.200391301076,1.0594947025264874
5073,Lafayette,Arkansas,US,2021-01-29 05:22:23,33.24116713,-93.60677071,440,7,0,433,"Lafayette, Arkansas, US",6642.512077294687,1.5909090909090908
5075,Lawrence,Arkansas,US,2021-01-29 05:22:23,36.04188196,-91.10867198,1889,41,0,1848,"Lawrence, Arkansas, US",11514.08021455565,2.170460561143462
5077,Lee,Arkansas,US,2021-01-29 05:22:23,34.78498904,-90.78383866,1593,31,0,1562,"Lee, Arkansas, US",17985.773964096195,1.9460138104205902
5079,Lincoln,Arkansas,US,2021-01-29 05:22:23,33.95317155,-91.74002806,3031,38,0,2993,"Lincoln, Arkansas, US",23272.420147420147,1.253711646321346
5081,Little River,Arkansas,US,2021-01-29 05:22:23,33.70375665,-94.23468591,1016,39,0,977,"Little River, Arkansas, US",8287.788563504364,3.838582677165354
5083,Logan,Arkansas,US,2021-01-29 05:22:23,35.21413234,-93.71951016,1949,15,0,1934,"Logan, Arkansas, US",9079.474517842167,0.7696254489481785
5085,Lonoke,Arkansas,US,2021-01-29 05:22:23,34.75392199,-91.88742357,5836,101,0,5735,"Lonoke, Arkansas, US",7960.823364116274,1.730637422892392
5087,Madison,Arkansas,US,2021-01-29 05:22:23,36.01038185,-93.72524943,1321,18,0,1303,"Madison, Arkansas, US",7969.353281853282,1.3626040878122634
5089,Marion,Arkansas,US,2021-01-29 05:22:23,36.26844485,-92.68451899,850,27,0,823,"Marion, Arkansas, US",5091.649694501018,3.176470588235294
5091,Miller,Arkansas,US,2021-01-29 05:22:23,33.31403423,-93.89285258,3319,28,0,3291,"Miller, Arkansas, US",7672.746607485495,0.8436275986742995
5093,Mississippi,Arkansas,US,2021-01-29 05:22:23,35.76271485,-90.05194370000002,5172,105,0,5067,"Mississippi, Arkansas, US",12722.934245160019,2.0301624129930396
5095,Monroe,Arkansas,US,2021-01-29 05:22:23,34.6815935,-91.20540287,703,14,0,689,"Monroe, Arkansas, US",10490.971496791524,1.9914651493598863
5097,Montgomery,Arkansas,US,2021-01-29 05:22:23,34.53704874,-93.65824478,647,27,0,620,"Montgomery, Arkansas, US",7200.089027375918,4.1731066460587325
5099,Nevada,Arkansas,US,2021-01-29 05:22:23,33.66340119,-93.30632432,708,23,0,685,"Nevada, Arkansas, US",8579.738245273873,3.248587570621469
5101,Newton,Arkansas,US,2021-01-29 05:22:23,35.91947491,-93.21612969,643,26,0,617,"Newton, Arkansas, US",8293.563781761899,4.043545878693624
5103,Ouachita,Arkansas,US,2021-01-29 05:22:23,33.58839816,-92.87795984,1925,44,0,1881,"Ouachita, Arkansas, US",8232.828671627747,2.2857142857142856
5105,Perry,Arkansas,US,2021-01-29 05:22:23,34.9459153,-92.94372564,670,7,0,663,"Perry, Arkansas, US",6408.417025346724,1.044776119402985
5107,Phillips,Arkansas,US,2021-01-29 05:22:23,34.43268455,-90.84800154,1574,31,0,1543,"Phillips, Arkansas, US",8851.647733663254,1.9695044472681067
5109,Pike,Arkansas,US,2021-01-29 05:22:23,34.16250414,-93.65789349,875,19,0,856,"Pike, Arkansas, US",8163.836536667289,2.1714285714285713
5111,Poinsett,Arkansas,US,2021-01-29 05:22:23,35.57433534,-90.66268713,2905,72,0,2833,"Poinsett, Arkansas, US",12346.990819449167,2.478485370051635
5113,Polk,Arkansas,US,2021-01-29 05:22:23,34.48254879,-94.22728802,1636,55,0,1581,"Polk, Arkansas, US",8194.750550991785,3.3618581907090466
5115,Pope,Arkansas,US,2021-01-29 05:22:23,35.44871474,-93.03212219,7114,85,0,7029,"Pope, Arkansas, US",11103.133974278935,1.1948271014900196
5117,Prairie,Arkansas,US,2021-01-29 05:22:23,34.83624419,-91.55162157,757,20,0,737,"Prairie, Arkansas, US",9389.729595633838,2.642007926023778
5119,Pulaski,Arkansas,US,2021-01-29 05:22:23,34.77054088,-92.31355101,33125,496,0,32629,"Pulaski, Arkansas, US",8452.174090546068,1.4973584905660378
5121,Randolph,Arkansas,US,2021-01-29 05:22:23,36.3415714,-91.02455531,1807,46,0,1761,"Randolph, Arkansas, US",10062.367746965141,2.545655783065855
5125,Saline,Arkansas,US,2021-01-29 05:22:23,34.64916145,-92.67583224,10199,146,0,10053,"Saline, Arkansas, US",8329.9982848322,1.4315128934209236
5127,Scott,Arkansas,US,2021-01-29 05:22:23,34.85588887,-94.0632176,853,14,0,839,"Scott, Arkansas, US",8296.858282268262,1.64126611957796
5129,Searcy,Arkansas,US,2021-01-29 05:22:23,35.9109364,-92.69936482,604,14,0,590,"Searcy, Arkansas, US",7664.002030199214,2.3178807947019866
5131,Sebastian,Arkansas,US,2021-01-29 05:22:23,35.19605503,-94.27162713,13357,222,0,13135,"Sebastian, Arkansas, US",10449.279103788716,1.6620498614958448
5133,Sevier,Arkansas,US,2021-01-29 05:22:23,33.99780401,-94.2424869,2332,25,0,2307,"Sevier, Arkansas, US",13712.000940789087,1.072041166380789
5135,Sharp,Arkansas,US,2021-01-29 05:22:23,36.16258158,-91.47819342,1433,44,0,1389,"Sharp, Arkansas, US",8215.800940259145,3.0704815073272855
5123,St. Francis,Arkansas,US,2021-01-29 05:22:23,35.02201976,-90.74828138,3294,31,0,3263,"St. Francis, Arkansas, US",13179.162999119788,0.9411050394656952
5137,Stone,Arkansas,US,2021-01-29 05:22:23,35.86251946,-92.15684085,906,29,0,877,"Stone, Arkansas, US",7244.522629138014,3.2008830022075054
90005,Unassigned,Arkansas,US,2021-01-29 05:22:23,,,2847,0,0,2847,"Unassigned, Arkansas, US",,0.0
5139,Union,Arkansas,US,2021-01-29 05:22:23,33.16887091,-92.59746952,3272,90,0,3182,"Union, Arkansas, US",8458.714647639728,2.750611246943765
5141,Van Buren,Arkansas,US,2021-01-29 05:22:23,35.58095779,-92.51295036,1069,13,0,1056,"Van Buren, Arkansas, US",6461.166515563615,1.216089803554724
5143,Washington,Arkansas,US,2021-01-29 05:22:23,35.976844,-94.21800746,27378,297,0,27081,"Washington, Arkansas, US",11446.274254035545,1.0848126232741617
5145,White,Arkansas,US,2021-01-29 05:22:23,35.25688493,-91.74908296,6392,87,0,6305,"White, Arkansas, US",8116.5161962083985,1.3610763454317898
5147,Woodruff,Arkansas,US,2021-01-29 05:22:23,35.18902527,-91.2439489,542,6,0,536,"Woodruff, Arkansas, US",8575.949367088608,1.1070110701107012
5149,Yell,Arkansas,US,2021-01-29 05:22:23,35.00292371,-93.41171338,3011,61,0,2950,"Yell, Arkansas, US",14108.9920809709,2.025905014945201
6001,Alameda,California,US,2021-01-29 05:22:23,37.64629437,-121.8929271,72597,937,0,71660,"Alameda, California, US",4343.669020282661,1.2906869429866248
6003,Alpine,California,US,2021-01-29 05:22:23,38.59678594,-119.8223594,74,0,0,74,"Alpine, California, US",6554.472984942427,0.0
6005,Amador,California,US,2021-01-29 05:22:23,38.44583082,-120.65696,3116,33,0,3083,"Amador, California, US",7838.599315757698,1.0590500641848524
6007,Butte,California,US,2021-01-29 05:22:23,39.66727762,-121.6005252,9988,136,0,9852,"Butte, California, US",4556.860383418649,1.3616339607529035
6009,Calaveras,California,US,2021-01-29 05:22:23,38.20537103,-120.552913,1737,23,0,1714,"Calaveras, California, US",3783.901535780416,1.3241220495106505
6011,Colusa,California,US,2021-01-29 05:22:23,39.17881957,-122.2331726,1931,9,0,1922,"Colusa, California, US",8961.804427530515,0.46607975142413255
6013,Contra Costa,California,US,2021-01-29 05:22:23,37.91923498,-121.9289527,56252,525,0,55727,"Contra Costa, California, US",4876.5264068603565,0.9333001493280239
6015,Del Norte,California,US,2021-01-29 05:22:23,41.74228275,-123.8974063,883,3,0,880,"Del Norte, California, US",3174.888537322019,0.33975084937712347
6017,El Dorado,California,US,2021-01-29 05:22:23,38.77965956,-120.5233166,8323,74,0,8249,"El Dorado, California, US",4315.946132346002,0.8891024870839841
6019,Fresno,California,US,2021-01-29 05:22:23,36.75733899,-119.6466953,86886,1137,0,85749,"Fresno, California, US",8696.41807985379,1.3086112837511221
6021,Glenn,California,US,2021-01-29 05:22:23,39.59875897,-122.3938452,2042,22,0,2020,"Glenn, California, US",7191.91349980629,1.0773751224289911
6023,Humboldt,California,US,2021-01-29 05:22:23,40.69923009,-123.876044,2725,27,0,2698,"Humboldt, California, US",2010.209651957096,0.9908256880733946
6025,Imperial,California,US,2021-01-29 05:22:23,33.0393082,-115.3669042,25861,528,0,25333,"Imperial, California, US",14270.893689815965,2.041684389621438
6027,Inyo,California,US,2021-01-29 05:22:23,36.51112084,-117.41119779999998,1073,29,0,1044,"Inyo, California, US",5948.223293974167,2.7027027027027026
6029,Kern,California,US,2021-01-29 05:22:23,35.34329425,-118.7277796,92327,609,0,91718,"Kern, California, US",10256.253596415027,0.6596120311501511
6031,Kings,California,US,2021-01-29 05:22:23,36.07409056,-119.8159973,20292,169,0,20123,"Kings, California, US",13267.948214986269,0.8328405282870096
6033,Lake,California,US,2021-01-29 05:22:23,39.10124298,-122.7536244,2750,32,0,2718,"Lake, California, US",4271.114838629515,1.1636363636363636
6035,Lassen,California,US,2021-01-29 05:22:23,40.67311306,-120.59350990000002,5334,16,0,5318,"Lassen, California, US",17446.766754979883,0.29996250468691416
6037,Los Angeles,California,US,2021-01-29 05:22:23,34.30828379,-118.2282411,1098411,16127,0,1082284,"Los Angeles, California, US",10941.321772942554,1.4682118077841537
6039,Madera,California,US,2021-01-29 05:22:23,37.21513971,-119.76655890000002,14194,175,0,14019,"Madera, California, US",9021.973342147248,1.232915316330844
6041,Marin,California,US,2021-01-29 05:22:23,38.07122463,-122.7210631,12155,172,0,11983,"Marin, California, US",4696.205172586989,1.4150555327025915
6043,Mariposa,California,US,2021-01-29 05:22:23,37.57978556,-119.9073334,358,5,0,353,"Mariposa, California, US",2081.0323780735916,1.3966480446927374
6045,Mendocino,California,US,2021-01-29 05:22:23,39.4381191,-123.3911313,3363,36,0,3327,"Mendocino, California, US",3876.7017487233284,1.0704727921498662
6047,Merced,California,US,2021-01-29 05:22:23,37.18922369,-120.7209035,26038,349,0,25689,"Merced, California, US",9376.980697205416,1.340348721099931
6049,Modoc,California,US,2021-01-29 05:22:23,41.58965602,-120.7244817,400,4,0,396,"Modoc, California, US",4524.375070693361,1.0
6051,Mono,California,US,2021-01-29 05:22:23,37.93899289,-118.8872409,1164,4,0,1160,"Mono, California, US",8058.709498753808,0.3436426116838488
