FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-10-07 04:23:40,33.93911,67.709953,39486,1469,32977,5042,Afghanistan,101.43252701161859,3.715240844856405
,,,Albania,2020-10-07 04:23:40,41.1533,20.1683,14568,403,8965,5200,Albania,506.2200291889638,2.7663371773750685
,,,Algeria,2020-10-07 04:23:40,28.0339,1.6596,52399,1768,36763,13868,Algeria,119.49316690141212,3.3741101929426134
,,,Andorra,2020-10-07 04:23:40,42.5063,1.5218,2370,53,1615,702,Andorra,3067.3655600854204,2.2362869198312234
,,,Angola,2020-10-07 04:23:40,-11.2027,17.8739,5725,211,2598,2916,Angola,17.41907538756758,3.685589519650655
,,,Antigua and Barbuda,2020-10-07 04:23:40,17.0608,-61.7964,107,3,96,8,Antigua and Barbuda,109.26394902377257,2.803738317757009
,,,Argentina,2020-10-07 04:23:40,-38.4161,-63.6167,824468,21827,660272,142369,Argentina,1824.214682712502,2.6474041442481697
,,,Armenia,2020-10-07 04:23:40,40.0691,45.0382,53083,990,44932,7161,Armenia,1791.3873828391547,1.8650038618766838
,,Australian Capital Territory,Australia,2020-10-07 04:23:40,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-10-07 04:23:40,-33.8688,151.2093,4249,53,0,1065,"New South Wales, Australia",52.34047795023405,1.247352318192516
,,Northern Territory,Australia,2020-10-07 04:23:40,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-10-07 04:23:40,-27.4698,153.0251,1160,6,1148,6,"Queensland, Australia",22.67618023653602,0.5172413793103449
,,South Australia,Australia,2020-10-07 04:23:40,-34.9285,138.6007,472,4,465,3,"South Australia, Australia",26.871619698263594,0.847457627118644
,,Tasmania,Australia,2020-10-07 04:23:40,-42.8821,147.3272,230,13,217,0,"Tasmania, Australia",42.95051353874883,5.6521739130434785
,,Victoria,Australia,2020-10-07 04:23:40,-37.8136,144.9631,20237,809,19149,279,"Victoria, Australia",305.23838971930195,3.997628106932846
,,Western Australia,Australia,2020-10-07 04:23:40,-31.9505,115.8605,687,9,664,14,"Western Australia, Australia",26.11571504599711,1.3100436681222707
,,,Austria,2020-10-07 04:23:40,47.5162,14.5501,49819,822,39790,9207,Austria,553.1510925564044,1.6499729019048957
,,,Azerbaijan,2020-10-07 04:23:40,40.1431,47.5769,40931,600,38713,1618,Azerbaijan,403.6916218528628,1.4658816056289854
,,,Bahamas,2020-10-07 04:23:40,25.025885,-78.035889,4559,100,2475,1984,Bahamas,1159.3193099519895,2.1934634788330776
,,,Bahrain,2020-10-07 04:23:40,26.0275,50.55,73476,262,68606,4608,Bahrain,4318.096736979624,0.35657901899940114
,,,Bangladesh,2020-10-07 04:23:40,23.685,90.3563,371631,5405,284833,81393,Bangladesh,225.65571212322777,1.4543996598776743
,,,Barbados,2020-10-07 04:23:40,13.1939,-59.5432,200,7,182,11,Barbados,69.5964450135887,3.5
,,,Belarus,2020-10-07 04:23:40,53.7098,27.9534,81090,868,75376,4846,Belarus,858.1568982575574,1.0704155876186954
