FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-09-20 04:22:00,33.93911,67.709953,38919,1439,32576,4906,Afghanistan,99.97600463,3.692283974
,,,Albania,2020-09-20 04:22:00,41.1533,20.1683,12226,358,6888,4980,Albania,424.8384182,2.928185833
,,,Algeria,2020-09-20 04:22:00,28.0339,1.6596,49623,1665,34923,13035,Algeria,113.1626447,3.355298954
,,,Andorra,2020-09-20 04:22:00,42.5063,1.5218,1564,53,1164,347,Andorra,2024.20242,3.388746803
,,,Angola,2020-09-20 04:22:00,-11.2027,17.8739,3901,147,1445,2309,Angola,11.86931233,3.768264548
,,,Antigua and Barbuda,2020-09-20 04:22:00,17.0608,-61.7964,96,3,92,1,Antigua and Barbuda,98.0312066,3.125
,,,Argentina,2020-09-20 04:22:00,-38.4161,-63.6167,622934,12799,478077,132058,Argentina,1378.30134,2.054631791
,,,Armenia,2020-09-20 04:22:00,40.0691,45.0382,47154,928,42551,3675,Armenia,1591.301936,1.96801968
,,Australian Capital Territory,Australia,2020-09-20 04:22:00,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.39570194,2.654867257
,,New South Wales,Australia,2020-09-20 04:22:00,-33.8688,151.2093,4200,53,0,1153,"New South Wales, Australia",51.73688101,1.261904762
,,Northern Territory,Australia,2020-09-20 04:22:00,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.43648208,0.0
,,Queensland,Australia,2020-09-20 04:22:00,-27.4698,153.0251,1152,6,1123,23,"Queensland, Australia",22.51979279,0.520833333
,,South Australia,Australia,2020-09-20 04:22:00,-34.9285,138.6007,466,4,462,0,"South Australia, Australia",26.53003131,0.858369099
,,Tasmania,Australia,2020-09-20 04:22:00,-42.8821,147.3272,230,13,217,0,"Tasmania, Australia",42.95051354,5.652173913
,,Victoria,Australia,2020-09-20 04:22:00,-37.8136,144.9631,20042,761,18379,902,"Victoria, Australia",302.2971689,3.797026245
,,Western Australia,Australia,2020-09-20 04:22:00,-31.9505,115.8605,662,9,650,3,"Western Australia, Australia",25.16536151,1.359516616
,,,Austria,2020-09-20 04:22:00,47.5162,14.5501,37474,765,28961,7748,Austria,416.0818973,2.041415381
,,,Azerbaijan,2020-09-20 04:22:00,40.1431,47.5769,39042,574,36601,1867,Azerbaijan,385.0609147,1.470211567
,,,Bahamas,2020-09-20 04:22:00,25.025885,-78.035889,3214,73,1679,1462,Bahamas,817.2959557,2.271313006
,,,Bahrain,2020-09-20 04:22:00,26.0275,50.55,64499,221,57299,6979,Bahrain,3790.529172,0.342640971
,,,Bangladesh,2020-09-20 04:22:00,23.685,90.3563,347372,4913,254386,88073,Bangladesh,210.925558,1.414333913
,,,Barbados,2020-09-20 04:22:00,13.1939,-59.5432,185,7,172,6,Barbados,64.37671164,3.783783784
,,,Belarus,2020-09-20 04:22:00,53.7098,27.9534,75461,776,73212,1473,Belarus,798.5864804,1.028345768
,,,Belgium,2020-09-20 04:22:00,50.8333,4.469936,100748,9944,18945,71859,Belgium,869.2954107,9.87017112
,,,Belize,2020-09-20 04:22:00,17.1899,-88.4976,1606,20,876,710,Belize,403.9022084,1.245330012
,,,Benin,2020-09-20 04:22:00,9.3077,2.3158,2280,40,1950,290,Benin,18.80691877,1.754385965
,,,Bhutan,2020-09-20 04:22:00,27.5142,90.4336,259,0,190,69,Bhutan,33.5660928,0.0
,,,Bolivia,2020-09-20 04:22:00,-16.2902,-63.5887,130470,7586,89032,33852,Bolivia,1117.704753,5.814363455
,,,Bosnia and Herzegovina,2020-09-20 04:22:00,43.9159,17.6791,25217,758,17489,6970,Bosnia and Herzegovina,768.6199923,3.005908712
,,,Botswana,2020-09-20 04:22:00,-22.3285,24.6849,2567,13,624,1930,Botswana,109.1585606,0.506427737
,,Acre,Brazil,2020-09-20 04:22:00,-9.0238,-70.812,27061,648,24298,2115,"Acre, Brazil",3068.366716,2.39459
,,Alagoas,Brazil,2020-09-20 04:22:00,-9.5713,-36.782,83950,2014,80658,1278,"Alagoas, Brazil",2515.463584,2.399047052
,,Amapa,Brazil,2020-09-20 04:22:00,0.902,-52.003,46738,691,35026,11021,"Amapa, Brazil",5526.343483,1.478454363
,,Amazonas,Brazil,2020-09-20 04:22:00,-3.4168,-65.8561,131573,3956,109874,17743,"Amazonas, Brazil",3174.566791,3.006695903
,,Bahia,Brazil,2020-09-20 04:22:00,-12.5797,-41.7007,294210,6221,280351,7638,"Bahia, Brazil",1978.13981,2.114476055
,,Ceara,Brazil,2020-09-20 04:22:00,-5.4984,-39.3206,233600,8801,206727,18072,"Ceara, Brazil",2558.015821,3.76755137
,,Distrito Federal,Brazil,2020-09-20 04:22:00,-15.7998,-47.8645,183096,3048,170627,9421,"Distrito Federal, Brazil",6072.296061,1.664700485
,,Espirito Santo,Brazil,2020-09-20 04:22:00,-19.1834,-40.3089,123720,3408,113545,6767,"Espirito Santo, Brazil",3078.645814,2.754607177
,,Goias,Brazil,2020-09-20 04:22:00,-15.827,-49.8362,182856,4135,172741,5980,"Goias, Brazil",2605.39722,2.261342258
,,Maranhao,Brazil,2020-09-20 04:22:00,-4.9609,-45.2744,167333,3643,157810,5880,"Maranhao, Brazil",2365.070236,2.17709597
,,Mato Grosso,Brazil,2020-09-20 04:22:00,-12.6819,-56.9211,112242,3214,92468,16560,"Mato Grosso, Brazil",3221.21094,2.863455747
,,Mato Grosso do Sul,Brazil,2020-09-20 04:22:00,-20.7722,-54.7852,63466,1162,56313,5991,"Mato Grosso do Sul, Brazil",2283.782646,1.830901585
,,Minas Gerais,Brazil,2020-09-20 04:22:00,-18.5122,-44.555,268009,6656,233463,27890,"Minas Gerais, Brazil",1266.057188,2.483498688
,,Para,Brazil,2020-09-20 04:22:00,-1.9981,-54.9306,220205,6451,204728,9026,"Para, Brazil",2559.670528,2.929542926
,,Paraiba,Brazil,2020-09-20 04:22:00,-7.24,-36.782,116588,2695,89305,24588,"Paraiba, Brazil",2901.550897,2.311558651
,,Parana,Brazil,2020-09-20 04:22:00,-25.2521,-52.0215,163479,4093,114358,45028,"Parana, Brazil",1429.76749,2.503685489
,,Pernambuco,Brazil,2020-09-20 04:22:00,-8.8137,-36.9541,141042,8004,122512,10526,"Pernambuco, Brazil",1475.786881,5.674905347
,,Piaui,Brazil,2020-09-20 04:22:00,-7.7183,-42.7289,90061,2025,87492,544,"Piaui, Brazil",2751.443759,2.248476033
,,Rio Grande do Norte,Brazil,2020-09-20 04:22:00,-5.4026,-36.9541,66963,2348,39924,24691,"Rio Grande do Norte, Brazil",1909.48979,3.50641399
,,Rio Grande do Sul,Brazil,2020-09-20 04:22:00,-30.0346,-51.2177,174140,4371,159153,10616,"Rio Grande do Sul, Brazil",1530.599823,2.510049386
,,Rio de Janeiro,Brazil,2020-09-20 04:22:00,-22.9068,-43.1729,251261,17634,228258,5369,"Rio de Janeiro, Brazil",1455.324816,7.018200198
,,Rondonia,Brazil,2020-09-20 04:22:00,-11.5057,-63.5806,62697,1297,52932,8468,"Rondonia, Brazil",3527.803176,2.068679522
,,Roraima,Brazil,2020-09-20 04:22:00,-2.7376,-62.0751,48088,613,15164,32311,"Roraima, Brazil",7938.44437,1.274746298
,,Santa Catarina,Brazil,2020-09-20 04:22:00,-27.2423,-50.2189,205250,2635,194520,8095,"Santa Catarina, Brazil",2864.704441,1.283800244
,,Sao Paulo,Brazil,2020-09-20 04:22:00,-23.5505,-46.6333,931673,33927,780448,117298,"Sao Paulo, Brazil",2028.946636,3.641513707
,,Sergipe,Brazil,2020-09-20 04:22:00,-10.5741,-37.3857,75772,1976,68932,4864,"Sergipe, Brazil",3296.303643,2.60782347
,,Tocantins,Brazil,2020-09-20 04:22:00,-10.1753,-48.2982,63167,866,45266,17035,"Tocantins, Brazil",4016.044596,1.370969019
,,,Brunei,2020-09-20 04:22:00,4.5353,114.7277,145,3,142,0,Brunei,33.14414503,2.068965517
,,,Bulgaria,2020-09-20 04:22:00,42.7339,25.4858,18819,755,13558,4506,Bulgaria,270.8375759,4.011902864
,,,Burkina Faso,2020-09-20 04:22:00,12.2383,-1.5616,1816,56,1176,584,Burkina Faso,8.687632629,3.083700441
,,,Burma,2020-09-20 04:22:00,21.9162,95.956,5263,81,1188,3994,Burma,9.672890877,1.539046171
,,,Burundi,2020-09-20 04:22:00,-3.3731,29.9189,473,1,374,98,Burundi,3.977871596,0.21141649
,,,Cabo Verde,2020-09-20 04:22:00,16.5388,-23.0418,5186,50,4581,555,Cabo Verde,932.7539443,0.964134207
,,,Cambodia,2020-09-20 04:22:00,11.55,104.9167,275,0,274,1,Cambodia,1.64483807,0.0
,,,Cameroon,2020-09-20 04:22:00,3.848,11.5021,20431,416,19124,891,Cameroon,76.96490873,2.03612158
,,Alberta,Canada,2020-09-20 04:22:00,53.9333,-116.5765,16381,255,14702,1424,"Alberta, Canada",371.1864507,1.556681521
,,British Columbia,Canada,2020-09-20 04:22:00,53.7267,-127.6476,7842,223,5797,1822,"British Columbia, Canada",153.436262,2.843662331
,,Diamond Princess,Canada,2020-09-20 04:22:00,,,0,1,0,,"Diamond Princess, Canada",,
,,Grand Princess,Canada,2020-09-20 04:22:00,,,13,0,13,0,"Grand Princess, Canada",,0.0
,,Manitoba,Canada,2020-09-20 04:22:00,53.7609,-98.8139,1558,16,1211,331,"Manitoba, Canada",113.1020525,1.026957638
,,New Brunswick,Canada,2020-09-20 04:22:00,46.5653,-66.4619,194,2,192,0,"New Brunswick, Canada",24.87201808,1.030927835
,,Newfoundland and Labrador,Canada,2020-09-20 04:22:00,53.1355,-57.6604,272,3,267,2,"Newfoundland and Labrador, Canada",52.1707441,1.102941176
,,Northwest Territories,Canada,2020-09-20 04:22:00,64.8255,-124.8457,5,0,5,0,"Northwest Territories,Canada",11.13486549,0.0
,,Nova Scotia,Canada,2020-09-20 04:22:00,44.682,-63.7443,1086,65,1021,0,"Nova Scotia, Canada",111.1046317,5.985267035
,,Nunavut,Canada,2020-09-20 04:22:00,70.2998,-83.1076,0,0,0,0,"Nunavut, Canada",,
,,Ontario,Canada,2020-09-20 04:22:00,51.2538,-85.3232,48317,2876,42573,2868,"Ontario, Canada",328.4228397,5.952356314
,,Prince Edward Island,Canada,2020-09-20 04:22:00,46.5107,-63.4168,57,0,56,1,"Prince Edward Island, Canada",36.03990946,0.0
,,Quebec,Canada,2020-09-20 04:22:00,52.9399,-73.5491,67080,5821,58490,2793,"Quebec, Canada",785.6940895,8.641920095
,,Saskatchewan,Canada,2020-09-20 04:22:00,52.9399,-106.4509,1787,24,1642,121,"Saskatchewan, Canada",151.2271657,1.343033016
,,Yukon,Canada,2020-09-20 04:22:00,64.2823,-135.0,15,0,15,0,"Yukon, Canada",36.51589659,0.0
,,,Central African Republic,2020-09-20 04:22:00,6.6111,20.9394,4786,62,1830,2894,Central African Republic,99.09386877,1.295445048
,,,Chad,2020-09-20 04:22:00,15.4542,18.7322,1149,81,966,102,Chad,6.99506796,7.049608355
,,Antofagasta,Chile,2020-09-20 04:22:00,-23.6509,-70.3975,19391,489,18423,479,"Antofagasta, Chile",3191.755523,2.521788459
,,Araucania,Chile,2020-09-20 04:22:00,-38.9489,-72.3311,6358,103,5770,485,"Araucania, Chile",664.2123474,1.620006291
,,Arica y Parinacota,Chile,2020-09-20 04:22:00,-18.594,-69.4785,7561,138,7030,393,"Arica y Parinacota, Chile",3344.568891,1.825155403
,,Atacama,Chile,2020-09-20 04:22:00,-27.5661,-70.0503,6552,56,6083,413,"Atacama, Chile",2267.567418,0.854700855
,,Aysen,Chile,2020-09-20 04:22:00,-45.9864,-73.7669,223,1,155,67,"Aysen, Chile",216.1732488,0.448430493
,,Biobio,Chile,2020-09-20 04:22:00,-37.4464,-72.1416,21564,286,19404,1874,"Biobio, Chile",1385.144575,1.326284548
,,Coquimbo,Chile,2020-09-20 04:22:00,-29.959,-71.3389,11497,192,10756,549,"Coquimbo, Chile",1517.583482,1.67000087
,,Los Lagos,Chile,2020-09-20 04:22:00,-41.9198,-72.1416,8086,85,7312,689,"Los Lagos, Chile",975.7357236,1.051199604
,,Los Rios,Chile,2020-09-20 04:22:00,-40.231,-72.3311,1500,15,1254,231,"Los Rios, Chile",389.7754114,1.0
,,Magallanes,Chile,2020-09-20 04:22:00,-52.368,-70.9863,6273,64,4924,1285,"Magallanes, Chile",3766.82099,1.020245497
,,Maule,Chile,2020-09-20 04:22:00,-35.5183,-71.6885,14317,297,12693,1327,"Maule, Chile",1370.113403,2.074456939
,,Metropolitana,Chile,2020-09-20 04:22:00,-33.4376,-70.6505,282535,8998,269784,3753,"Metropolitana, Chile",3972.200571,3.184738174
,,Nuble,Chile,2020-09-20 04:22:00,-36.7226,-71.7622,5881,105,5223,553,"Nuble, Chile",1223.65582,1.785410644
,,OHiggins,Chile,2020-09-20 04:22:00,-34.5755,-71.0022,15386,383,14218,785,"OHiggins, Chile",1682.348246,2.489275965
,,Tarapaca,Chile,2020-09-20 04:22:00,-19.9232,-69.5132,11401,218,10898,285,"Tarapaca, Chile",3449.016511,1.912112973
,,Unknown,Chile,2020-09-20 04:22:00,,,54,1,54,,"Unknown, Chile",,1.851851852
,,Valparaiso,Chile,2020-09-20 04:22:00,-33.0472,-71.6127,26095,823,24120,1152,"Valparaiso, Chile",1437.026888,3.153860893
,,Anhui,China,2020-09-20 04:22:00,31.8257,117.2264,991,6,985,0,"Anhui, China",1.567046173,0.605449041
,,Beijing,China,2020-09-20 04:22:00,40.1824,116.4142,935,9,926,0,"Beijing, China",4.340761374,0.962566845
,,Chongqing,China,2020-09-20 04:22:00,30.0572,107.874,584,6,577,1,"Chongqing, China",1.882656351,1.02739726
,,Fujian,China,2020-09-20 04:22:00,26.0789,117.9874,395,1,380,14,"Fujian, China",1.002283684,0.253164557
,,Gansu,China,2020-09-20 04:22:00,35.7518,104.2861,170,2,168,0,"Gansu, China",0.644671976,1.176470588
,,Guangdong,China,2020-09-20 04:22:00,23.3417,113.4244,1797,8,1767,22,"Guangdong, China",1.583818086,0.445186422
,,Guangxi,China,2020-09-20 04:22:00,23.8298,108.7881,258,2,253,3,"Guangxi, China",0.523751523,0.775193798
,,Guizhou,China,2020-09-20 04:22:00,26.8154,106.8748,147,2,145,0,"Guizhou, China",0.408333333,1.360544218
,,Hainan,China,2020-09-20 04:22:00,19.1959,109.7453,171,6,165,0,"Hainan, China",1.830835118,3.50877193
,,Hebei,China,2020-09-20 04:22:00,37.8957,114.9042,365,6,356,3,"Hebei, China",0.48305982,1.643835616
