FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-08-22 04:27:49,33.93911,67.709953,37885,1386,28016,8493,Afghanistan,97.34296151998873,3.6549321792368183
,,,Albania,2020-08-22 04:27:49,41.1533,20.1683,8119,240,4096,3783,Albania,282.1252345541733,2.956029067619165
,,,Algeria,2020-08-22 04:27:49,28.0339,1.6596,40667,1418,28587,10662,Algeria,92.73895720108642,3.4868566651093023
,,,Andorra,2020-08-22 04:27:49,42.5063,1.5218,1045,53,875,117,Andorra,1352.48818999547,5.07177033492823
,,,Angola,2020-08-22 04:27:49,-11.2027,17.8739,2068,94,804,1170,Angola,6.292165572312622,4.545454545454546
,,,Antigua and Barbuda,2020-08-22 04:27:49,17.0608,-61.7964,94,3,89,2,Antigua and Barbuda,95.98888979658524,3.1914893617021276
,,,Argentina,2020-08-22 04:27:49,-38.4161,-63.6167,329043,6730,239806,82507,Argentina,728.0392590661734,2.045325383004653
,,,Armenia,2020-08-22 04:27:49,40.0691,45.0382,42477,842,35693,5942,Armenia,1433.467623549136,1.9822492172234385
,,Australian Capital Territory,Australia,2020-08-22 04:27:49,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-08-22 04:27:49,-33.8688,151.2093,3981,52,0,935,"New South Wales, Australia",49.03917220990392,1.3062044712383822
,,Northern Territory,Australia,2020-08-22 04:27:49,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-08-22 04:27:49,-27.4698,153.0251,1103,6,1082,15,"Queensland, Australia",21.56191965594761,0.543970988213962
,,South Australia,Australia,2020-08-22 04:27:49,-34.9285,138.6007,462,4,452,6,"South Australia, Australia",26.302305721605464,0.8658008658008658
,,Tasmania,Australia,2020-08-22 04:27:49,-42.8821,147.3272,230,13,216,1,"Tasmania, Australia",42.95051353874883,5.6521739130434785
,,Victoria,Australia,2020-08-22 04:27:49,-37.8136,144.9631,18029,398,12940,4691,"Victoria, Australia",271.9347199806935,2.2075544955349713
,,Western Australia,Australia,2020-08-22 04:27:49,-31.9505,115.8605,651,9,633,9,"Western Australia, Australia",24.74720596061735,1.3824884792626728
,,,Austria,2020-08-22 04:27:49,47.5162,14.5501,24762,730,21260,2772,Austria,274.93782199324926,2.948065584363137
,,,Azerbaijan,2020-08-22 04:27:49,40.1431,47.5769,34921,512,32682,1727,Azerbaijan,344.416582216995,1.4661664900776037
,,,Bahamas,2020-08-22 04:27:49,25.025885,-78.035889,1703,27,221,1455,Bahamas,433.06005370656686,1.5854374633000587
,,,Bahrain,2020-08-22 04:27:49,26.0275,50.55,48661,181,45166,3314,Bahrain,2859.7488338799812,0.3719611187604036
