FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-10-23 04:24:46,33.93911,67.709953,40626,1507,33831,5290,Afghanistan,104.36098471291136,3.704524196327475
,,,Albania,2020-10-23 04:24:46,41.1533,20.1683,18250,465,10395,7390,Albania,634.1649871429564,2.547945205479452
,,,Algeria,2020-10-23 04:24:46,28.0339,1.6596,55357,1888,38618,14851,Algeria,126.2387305132058,3.410589446682443
,,,Andorra,2020-10-23 04:24:46,42.5063,1.5218,3811,63,2470,1278,Andorra,4932.375590500226,1.6531094200997114
,,,Angola,2020-10-23 04:24:46,-11.2027,17.8739,8582,260,3305,5017,Angola,26.111878598446282,3.0295968305756236
,,,Antigua and Barbuda,2020-10-23 04:24:46,17.0608,-61.7964,122,3,107,12,Antigua and Barbuda,124.58132505514256,2.459016393442623
,,,Argentina,2020-10-23 04:24:46,-38.4161,-63.6167,1053650,27957,851854,173839,Argentina,2331.3018824745504,2.653347885920372
,,,Armenia,2020-10-23 04:24:46,40.0691,45.0382,70836,1131,49787,19918,Armenia,2390.496329348273,1.596645773335592
,,Australian Capital Territory,Australia,2020-10-23 04:24:46,-35.4735,149.0124,114,3,110,1,"Australian Capital Territory, Australia",26.629292221443592,2.6315789473684212
,,New South Wales,Australia,2020-10-23 04:24:46,-33.8688,151.2093,4370,53,3143,1174,"New South Wales, Australia",53.8309928553831,1.2128146453089246
,,Northern Territory,Australia,2020-10-23 04:24:46,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-10-23 04:24:46,-27.4698,153.0251,1167,6,1155,6,"Queensland, Australia",22.813019255204768,0.5141388174807198
,,South Australia,Australia,2020-10-23 04:24:46,-34.9285,138.6007,485,4,473,8,"South Australia, Australia",27.61172786791916,0.8247422680412371
,,Tasmania,Australia,2020-10-23 04:24:46,-42.8821,147.3272,230,13,217,0,"Tasmania, Australia",42.95051353874883,5.6521739130434785
,,Victoria,Australia,2020-10-23 04:24:46,-37.8136,144.9631,20330,817,19340,173,"Victoria, Australia",306.64112580883574,4.018691588785047
,,Western Australia,Australia,2020-10-23 04:24:46,-31.9505,115.8605,747,9,690,48,"Western Australia, Australia",28.39656352163005,1.2048192771084338
,,,Austria,2020-10-23 04:24:46,47.5162,14.5501,71844,941,53970,16933,Austria,797.6994137502222,1.3097823061076777
,,,Azerbaijan,2020-10-23 04:24:46,40.1431,47.5769,47418,648,40619,6151,Azerbaijan,467.67118626515474,1.3665696570922434
,,,Bahamas,2020-10-23 04:24:46,25.025885,-78.035889,6135,130,3705,2300,Bahamas,1560.0842216616486,2.1189894050529747
,,,Bahrain,2020-10-23 04:24:46,26.0275,50.55,79211,308,75840,3063,Bahrain,4655.135835278091,0.3888348840438828
,,,Bangladesh,2020-10-23 04:24:46,23.685,90.3563,394827,5747,310532,78548,Bangladesh,239.74040876696952,1.4555742135162995
,,,Barbados,2020-10-23 04:24:46,13.1939,-59.5432,224,7,207,10,Barbados,77.94801841521935,3.125
,,,Belarus,2020-10-23 04:24:46,53.7098,27.9534,90380,945,81501,7934,Belarus,956.4708406032561,1.0455853064837353
,,,Belgium,2020-10-23 04:24:46,50.8333,4.469936,270132,10588,22213,237331,Belgium,2330.8106152956234,3.919565249581686
,,,Belize,2020-10-23 04:24:46,17.1899,-88.4976,2995,46,1826,1123,Belize,753.2298344403339,1.5358931552587647
,,,Benin,2020-10-23 04:24:46,9.3077,2.3158,2557,41,2330,186,Benin,21.09179442586024,1.6034415330465388
,,,Bhutan,2020-10-23 04:24:46,27.5142,90.4336,336,0,306,30,Bhutan,43.54520147431611,0.0
,,,Bolivia,2020-10-23 04:24:46,-16.2902,-63.5887,140445,8584,106950,24911,Bolivia,1203.1581520100738,6.112001139236
,,,Bosnia and Herzegovina,2020-10-23 04:24:46,43.9159,17.6791,37314,1051,25989,10274,Bosnia and Herzegovina,1137.3393501309888,2.8166371871147557
,,,Botswana,2020-10-23 04:24:46,-22.3285,24.6849,5923,21,927,4975,Botswana,251.86838888002976,0.35455005909167653
,,Acre,Brazil,2020-10-23 04:24:46,-9.0238,-70.812,30028,685,27176,2167,"Acre, Brazil",3404.786067000402,2.2812042094045557
,,Alagoas,Brazil,2020-10-23 04:24:46,-9.5713,-36.782,89847,2196,85557,2094,"Alagoas, Brazil",2692.1602933099452,2.4441550636081337
,,Amapa,Brazil,2020-10-23 04:24:46,0.902,-52.003,50822,738,36905,13179,"Amapa, Brazil",6009.239344425118,1.452127031600488
,,Amazonas,Brazil,2020-10-23 04:24:46,-3.4168,-65.8561,155230,4396,120012,30822,"Amazonas, Brazil",3745.358113225484,2.831926818269664
,,Bahia,Brazil,2020-10-23 04:24:46,-12.5797,-41.7007,340665,7407,311054,22204,"Bahia, Brazil",2290.4829831970064,2.174276782176038
,,Ceara,Brazil,2020-10-23 04:24:46,-5.4984,-39.3206,268274,9243,223281,35750,"Ceara, Brazil",2937.710343691764,3.4453581040279713
,,Distrito Federal,Brazil,2020-10-23 04:24:46,-15.7998,-47.8645,207670,3600,189807,14263,"Distrito Federal, Brazil",6887.281661198938,1.7335195261713294
,,Espirito Santo,Brazil,2020-10-23 04:24:46,-19.1834,-40.3089,147898,3759,127835,16304,"Espirito Santo, Brazil",3680.2906448683016,2.5416165194931644
,,Goias,Brazil,2020-10-23 04:24:46,-15.827,-49.8362,243243,5491,218177,19575,"Goias, Brazil",3465.812639259861,2.2574133685244795
,,Maranhao,Brazil,2020-10-23 04:24:46,-4.9609,-45.2744,182944,3968,167126,11850,"Maranhao, Brazil",2585.714768286493,2.1689697393737974
,,Mato Grosso,Brazil,2020-10-23 04:24:46,-12.6819,-56.9211,138178,3711,112218,22249,"Mato Grosso, Brazil",3965.543070301159,2.685666314463952
,,Mato Grosso do Sul,Brazil,2020-10-23 04:24:46,-20.7722,-54.7852,78710,1524,68629,8557,"Mato Grosso do Sul, Brazil",2832.3280505911152,1.9362215728624064
,,Minas Gerais,Brazil,2020-10-23 04:24:46,-18.5122,-44.555,343159,8621,286280,48258,"Minas Gerais, Brazil",1621.060928798437,2.512246509635475
,,Para,Brazil,2020-10-23 04:24:46,-1.9981,-54.9306,244229,6697,221997,15535,"Para, Brazil",2838.926334424636,2.742098604178865
,,Paraiba,Brazil,2020-10-23 04:24:46,-7.24,-36.782,129731,3029,101073,25629,"Paraiba, Brazil",3228.6435943911183,2.3348313047768072
,,Parana,Brazil,2020-10-23 04:24:46,-25.2521,-52.0215,204326,5047,140100,59179,"Parana, Brazil",1787.0103936896037,2.470072335385609
,,Pernambuco,Brazil,2020-10-23 04:24:46,-8.8137,-36.9541,157777,8527,131135,18115,"Pernambuco, Brazil",1650.892831077639,5.404463261438613
,,Piaui,Brazil,2020-10-23 04:24:46,-7.7183,-42.7289,108346,2322,99255,6769,"Piaui, Brazil",3310.0667934121284,2.143134033559153
,,Rio Grande do Norte,Brazil,2020-10-23 04:24:46,-5.4026,-36.9541,79371,2558,42040,34773,"Rio Grande do Norte, Brazil",2263.3112936299303,3.222839576167618
,,Rio Grande do Sul,Brazil,2020-10-23 04:24:46,-30.0346,-51.2177,228762,5518,198688,24556,"Rio Grande do Sul, Brazil",2010.698729278694,2.412113900035845
,,Rio de Janeiro,Brazil,2020-10-23 04:24:46,-22.9068,-43.1729,295021,20021,258928,16072,"Rio de Janeiro, Brazil",1708.7864118636246,6.786296568718837
,,Rondonia,Brazil,2020-10-23 04:24:46,-11.5057,-63.5806,69806,1430,60189,8187,"Rondonia, Brazil",3927.8088030496974,2.048534509927513
,,Roraima,Brazil,2020-10-23 04:24:46,-2.7376,-62.0751,54905,690,48508,5707,"Roraima, Brazil",9063.805692344009,1.2567161460704854
,,Santa Catarina,Brazil,2020-10-23 04:24:46,-27.2423,-50.2189,241044,3011,213495,24538,"Santa Catarina, Brazil",3364.2865636778088,1.249149532865369
,,Sao Paulo,Brazil,2020-10-23 04:24:46,-23.5505,-46.6333,1076939,38482,908199,130258,"Sao Paulo, Brazil",2345.2990065190593,3.5732757379944453
,,Sergipe,Brazil,2020-10-23 04:24:46,-10.5741,-37.3857,83139,2157,73030,7952,"Sergipe, Brazil",3616.789692938953,2.5944502580016597
,,Tocantins,Brazil,2020-10-23 04:24:46,-10.1753,-48.2982,73566,1072,55699,16795,"Tocantins, Brazil",4677.194370022621,1.4571948998178506
,,,Brunei,2020-10-23 04:24:46,4.5353,114.7277,148,3,143,2,Brunei,33.82988596128307,2.027027027027027
,,,Bulgaria,2020-10-23 04:24:46,42.7339,25.4858,34930,1064,17833,16033,Bulgaria,502.7024031995648,3.0460921843687374
,,,Burkina Faso,2020-10-23 04:24:46,12.2383,-1.5616,2414,65,1869,480,Burkina Faso,11.548427954696866,2.692626346313173
,,,Burma,2020-10-23 04:24:46,21.9162,95.956,41008,1005,21144,18859,Burma,75.36878378918325,2.45074131876707
,,,Burundi,2020-10-23 04:24:46,-3.3731,29.9189,551,1,497,53,Burundi,4.633841965468879,0.18148820326678766
,,,Cabo Verde,2020-10-23 04:24:46,16.5388,-23.0418,8122,91,6940,1091,Cabo Verde,1460.8228954581753,1.1204136912090619
,,,Cambodia,2020-10-23 04:24:46,11.55,104.9167,286,0,280,6,Cambodia,1.7106315932960228,0.0
,,,Cameroon,2020-10-23 04:24:46,3.848,11.5021,21570,425,20117,1028,Cameroon,81.25559597532785,1.970329160871581
,,Alberta,Canada,2020-10-23 04:24:46,53.9333,-116.5765,23829,296,20014,3519,"Alberta, Canada",539.954943706825,1.2421838935750555
,,British Columbia,Canada,2020-10-23 04:24:46,53.7267,-127.6476,12057,256,4931,1920,"British Columbia, Canada",241.26785858584674,2.123247905780874
,,Diamond Princess,Canada,2020-10-23 04:24:46,,,0,1,0,,"Diamond Princess, Canada",,
,,Grand Princess,Canada,2020-10-23 04:24:46,,,13,0,13,0,"Grand Princess, Canada",,0.0
,,Manitoba,Canada,2020-10-23 04:24:46,53.7609,-98.8139,3773,47,1920,1806,"Manitoba, Canada",273.89861613323103,1.2456930824277763
,,New Brunswick,Canada,2020-10-23 04:24:46,46.5653,-66.4619,322,4,237,81,"New Brunswick, Canada",41.28242176532353,1.2422360248447204
,,Newfoundland and Labrador,Canada,2020-10-23 04:24:46,53.1355,-57.6604,288,4,276,8,"Newfoundland and Labrador, Canada",55.23961140467811,1.3888888888888888
,,Northwest Territories,Canada,2020-10-23 04:24:46,64.8255,-124.8457,8,0,5,3,"Northwest Territories,Canada",17.815784785319792,0.0
,,Nova Scotia,Canada,2020-10-23 04:24:46,44.682,-63.7443,1097,65,1028,4,"Nova Scotia, Canada",112.230000910526,5.925250683682771
,,Nunavut,Canada,2020-10-23 04:24:46,70.2998,-83.1076,0,0,0,0,"Nunavut, Canada",,
,,Ontario,Canada,2020-10-23 04:24:46,51.2538,-85.3232,70270,3124,60742,6404,"Ontario, Canada",477.6429195367782,4.4457094065746405
,,Prince Edward Island,Canada,2020-10-23 04:24:46,46.5107,-63.4168,64,0,61,3,"Prince Edward Island, Canada",40.46586325067339,0.0
,,Quebec,Canada,2020-10-23 04:24:46,52.9399,-73.5491,97321,6094,82033,9194,"Quebec, Canada",1139.9006333575164,6.261752345331429
,,Saskatchewan,Canada,2020-10-23 04:24:46,52.9399,-106.4509,2558,25,2024,509,"Saskatchewan, Canada",216.47402904035488,0.9773260359655981
