Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,2020-02-15T23:13:05,56249,1596,5623
Guangdong,Mainland China,2020-02-15T14:03:04,1294,2,410
Henan,Mainland China,2020-02-15T12:13:08,1212,13,391
Zhejiang,Mainland China,2020-02-15T11:23:17,1162,0,428
Hunan,Mainland China,2020-02-15T13:03:04,1001,2,425
Anhui,Mainland China,2020-02-15T12:13:08,950,6,221
Jiangxi,Mainland China,2020-02-15T01:33:02,913,1,210
Jiangsu,Mainland China,2020-02-15T12:13:08,604,0,186
Chongqing,Mainland China,2020-02-15T23:23:07,544,5,184
Shandong,Mainland China,2020-02-15T11:23:17,532,2,156
Sichuan,Mainland China,2020-02-15T08:43:03,470,1,119
Heilongjiang,Mainland China,2020-02-15T11:43:01,425,11,68
Beijing,Mainland China,2020-02-15T09:53:01,375,4,98
Shanghai,Mainland China,2020-02-15T03:13:06,326,1,124
Hebei,Mainland China,2020-02-15T13:03:04,291,3,101
Fujian,Mainland China,2020-02-15T13:03:04,285,0,71
Diamond Princess cruise ship,Others,2020-02-15T17:03:04,285,0,0
Guangxi,Mainland China,2020-02-15T06:33:01,235,2,44
Shaanxi,Mainland China,2020-02-15T12:13:08,232,0,60
Yunnan,Mainland China,2020-02-15T06:33:01,168,0,42
Hainan,Mainland China,2020-02-15T11:23:17,162,4,39
Guizhou,Mainland China,2020-02-15T14:53:04,143,1,41
Shanxi,Mainland China,2020-02-15T23:13:05,128,0,46
Tianjin,Mainland China,2020-02-15T13:43:01,122,3,37
Liaoning,Mainland China,2020-02-15T09:53:01,119,1,31
Gansu,Mainland China,2020-02-15T12:13:08,90,2,49
Jilin,Mainland China,2020-02-15T12:13:08,88,1,26
,Singapore,2020-02-15T23:53:02,72,0,18
Ningxia,Mainland China,2020-02-15T08:43:03,70,0,33
Xinjiang,Mainland China,2020-02-15T09:53:01,70,1,10
Inner Mongolia,Mainland China,2020-02-15T14:03:04,68,0,7
Hong Kong,Hong Kong,2020-02-14T09:03:12,56,1,1
,Japan,2020-02-15T17:43:06,43,1,12
,Thailand,2020-02-13T17:53:03,33,0,12
,South Korea,2020-02-15T23:33:02,28,0,9
,Malaysia,2020-02-15T23:43:02,22,0,7
Qinghai,Mainland China,2020-02-15T08:43:03,18,0,13
Taiwan,Taiwan,2020-02-15T03:43:02,18,0,2
,Germany,2020-02-13T15:13:11,16,0,1
,Vietnam,2020-02-13T06:33:02,16,0,7
,France,2020-02-15T20:53:02,12,1,4
Macau,Macau,2020-02-13T14:13:06,10,0,3
,UK,2020-02-12T19:03:06,9,0,1
,United Arab Emirates,2020-02-15T06:03:03,8,0,3
Queensland,Australia,2020-02-09T19:33:02,5,0,0
New South Wales,Australia,2020-02-13T17:53:03,4,0,4
Victoria,Australia,2020-02-13T17:53:03,4,0,4
British Columbia,Canada,2020-02-07T05:43:03,4,0,0
,India,2020-02-13T18:53:02,3,0,0
,Italy,2020-02-07T17:53:02,3,0,0
,Philippines,2020-02-12T07:43:02,3,1,1
South Australia,Australia,2020-02-02T22:33:07,2,0,0
"Toronto, ON",Canada,2020-02-04T00:13:06,2,0,0
,Russia,2020-02-12T14:43:03,2,0,2
,Spain,2020-02-15T17:23:04,2,0,2
"Chicago, IL",US,2020-02-09T19:03:03,2,0,2
"San Benito, CA",US,2020-02-03T03:53:02,2,0,0
"San Diego County, CA",US,2020-02-13T03:13:08,2,0,0
"Santa Clara, CA",US,2020-02-03T00:43:02,2,0,0
,Belgium,2020-02-04T15:43:02,1,0,0
,Cambodia,2020-02-12T07:43:02,1,0,1
"London, ON",Canada,2020-02-12T18:53:03,1,0,1
,Egypt,2020-02-14T23:53:02,1,0,0
,Finland,2020-02-12T00:03:12,1,0,1
Tibet,Mainland China,2020-02-12T06:43:02,1,0,1
,Nepal,2020-02-12T14:43:03,1,0,1
,Sri Lanka,2020-02-08T03:43:03,1,0,1
,Sweden,2020-02-01T02:13:26,1,0,0
"Boston, MA",US,2020-02-01T19:43:03,1,0,0
"Los Angeles, CA",US,2020-02-01T19:53:03,1,0,0
"Madison, WI",US,2020-02-05T21:53:02,1,0,0
"Orange, CA",US,2020-02-01T19:53:03,1,0,0
"San Antonio, TX",US,2020-02-13T18:53:02,1,0,0
"Seattle, WA",US,2020-02-09T07:03:04,1,0,1
"Tempe, AZ",US,2020-02-01T19:43:03,1,0,0
