FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-09-06 04:28:33,33.93911,67.709953,38324,1410,30082,6833,Afghanistan,98.44755521433599,3.676547333263751
,,,Albania,2020-09-06 04:28:33,41.1533,20.1683,10102,312,5976,3814,Albania,351.0320383626381,3.0884973272619285
,,,Algeria,2020-09-06 04:28:33,28.0339,1.6596,46071,1549,32481,12041,Algeria,105.06249532080685,3.362201818931649
,,,Andorra,2020-09-06 04:28:33,42.5063,1.5218,1215,53,928,234,Andorra,1572.5101921956907,4.362139917695473
,,,Angola,2020-09-06 04:28:33,-11.2027,17.8739,2935,117,1192,1626,Angola,8.930128604805391,3.9863713798977853
,,,Antigua and Barbuda,2020-09-06 04:28:33,17.0608,-61.7964,95,3,91,1,Antigua and Barbuda,97.01004819867659,3.1578947368421053
,,,Argentina,2020-09-06 04:28:33,-38.4161,-63.6167,471806,9739,340381,121686,Argentina,1043.9161163221067,2.0641958771189852
,,,Armenia,2020-09-06 04:28:33,40.0691,45.0382,44649,895,39823,3931,Armenia,1506.7659185875973,2.0045241774731797
,,Australian Capital Territory,Australia,2020-09-06 04:28:33,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-09-06 04:28:33,-33.8688,151.2093,4114,52,2994,1068,"New South Wales, Australia",50.67750677506775,1.2639766650461837
,,Northern Territory,Australia,2020-09-06 04:28:33,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-09-06 04:28:33,-27.4698,153.0251,1131,6,1089,36,"Queensland, Australia",22.10927573062261,0.5305039787798409
,,South Australia,Australia,2020-09-06 04:28:33,-34.9285,138.6007,464,4,459,1,"South Australia, Australia",26.416168516937088,0.8620689655172413
,,Tasmania,Australia,2020-09-06 04:28:33,-42.8821,147.3272,230,13,217,0,"Tasmania, Australia",42.95051353874883,5.6521739130434785
,,Victoria,Australia,2020-09-06 04:28:33,-37.8136,144.9631,19538,666,16784,2088,"Victoria, Australia",294.69524427216095,3.4087419387859557
,,Western Australia,Australia,2020-09-06 04:28:33,-31.9505,115.8605,655,9,644,2,"Western Australia, Australia",24.899262525659548,1.3740458015267176
,,,Austria,2020-09-06 04:28:33,47.5162,14.5501,29087,735,24828,3524,Austria,322.9592289927163,2.5269020524632997
,,,Azerbaijan,2020-09-06 04:28:33,40.1431,47.5769,37192,545,34565,2082,Azerbaijan,366.8148542657563,1.4653688965368896
,,,Bahamas,2020-09-06 04:28:33,25.025885,-78.035889,2476,55,948,1473,Bahamas,629.6281227113677,2.221324717285945
,,,Bahrain,2020-09-06 04:28:33,26.0275,50.55,54771,196,50645,3930,Bahrain,3218.8262341596032,0.35785360866151794
,,,Bangladesh,2020-09-06 04:28:33,23.685,90.3563,323565,4447,217852,101266,Bangladesh,196.4698598694732,1.3743760913572234
,,,Barbados,2020-09-06 04:28:33,13.1939,-59.5432,178,7,154,17,Barbados,61.94083606209396,3.932584269662921
,,,Belarus,2020-09-06 04:28:33,53.7098,27.9534,72663,705,71843,115,Belarus,768.9758872621643,0.9702324429214318
,,,Belgium,2020-09-06 04:28:33,50.8333,4.469936,87825,9906,18555,59364,Belgium,757.7904220467701,11.279248505550811
,,,Belize,2020-09-06 04:28:33,17.1899,-88.4976,1194,15,287,892,Belize,300.2859506917391,1.256281407035176
,,,Benin,2020-09-06 04:28:33,9.3077,2.3158,2213,40,1793,380,Benin,18.254259313425386,1.807501129688206
,,,Bhutan,2020-09-06 04:28:33,27.5142,90.4336,228,0,150,78,Bhutan,29.548529571857358,0.0
,,,Bolivia,2020-09-06 04:28:33,-16.2902,-63.5887,120241,5398,69566,45277,Bolivia,1030.0753985961999,4.489317287780374
,,,Bosnia and Herzegovina,2020-09-06 04:28:33,43.9159,17.6791,21439,651,14636,6152,Bosnia and Herzegovina,653.4656784975683,3.0365222258500864
