FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
,,,Afghanistan,2020-10-06 04:23:33,33.93911,67.709953,39422,1468,32879,5077,Afghanistan,101.268122368739,3.7187357313175387
,,,Albania,2020-10-06 04:23:33,41.1533,20.1683,14410,400,8825,5185,Albania,500.7297240947946,2.775850104094379
,,,Algeria,2020-10-06 04:23:33,28.0339,1.6596,52270,1768,36672,13830,Algeria,119.19898917797691,3.382437344557107
,,,Andorra,2020-10-06 04:23:33,42.5063,1.5218,2370,53,1615,702,Andorra,3067.3655600854204,2.2362869198312234
,,,Angola,2020-10-06 04:23:33,-11.2027,17.8739,5530,199,2591,2740,Angola,16.82576190275087,3.5985533453887886
,,,Antigua and Barbuda,2020-10-06 04:23:33,17.0608,-61.7964,107,3,96,8,Antigua and Barbuda,109.26394902377257,2.803738317757009
,,,Argentina,2020-10-06 04:23:33,-38.4161,-63.6167,809728,21468,649017,139243,Argentina,1791.6010161745864,2.651260670249763
,,,Armenia,2020-10-06 04:23:33,40.0691,45.0382,52677,984,44710,6983,Armenia,1777.6861361606948,1.8679879264195
,,Australian Capital Territory,Australia,2020-10-06 04:23:33,-35.4735,149.0124,113,3,110,0,"Australian Capital Territory, Australia",26.395701938799345,2.6548672566371683
,,New South Wales,Australia,2020-10-06 04:23:33,-33.8688,151.2093,4246,53,3131,1062,"New South Wales, Australia",52.30352303523036,1.2482336316533207
,,Northern Territory,Australia,2020-10-06 04:23:33,-12.4634,130.8456,33,0,33,0,"Northern Territory, Australia",13.436482084690551,0.0
,,Queensland,Australia,2020-10-06 04:23:33,-27.4698,153.0251,1160,6,1148,6,"Queensland, Australia",22.67618023653602,0.5172413793103449
,,South Australia,Australia,2020-10-06 04:23:33,-34.9285,138.6007,471,4,465,2,"South Australia, Australia",26.814688300597783,0.8492569002123143
,,Tasmania,Australia,2020-10-06 04:23:33,-42.8821,147.3272,230,13,217,0,"Tasmania, Australia",42.95051353874883,5.6521739130434785
,,Victoria,Australia,2020-10-06 04:23:33,-37.8136,144.9631,20233,807,19126,300,"Victoria, Australia",305.17805698426827,3.9885335837493203
,,Western Australia,Australia,2020-10-06 04:23:33,-31.9505,115.8605,687,9,662,16,"Western Australia, Australia",26.11571504599711,1.3100436681222707
,,,Austria,2020-10-06 04:23:33,47.5162,14.5501,48896,818,39058,9020,Austria,542.902824658021,1.6729384816753927
,,,Azerbaijan,2020-10-06 04:23:33,40.1431,47.5769,40788,598,38587,1603,Azerbaijan,402.28125069347357,1.4661174855349612
,,,Bahamas,2020-10-06 04:23:33,25.025885,-78.035889,4452,96,2375,1981,Bahamas,1132.110017088453,2.1563342318059298
,,,Bahrain,2020-10-06 04:23:33,26.0275,50.55,73116,261,67933,4922,Bahrain,4296.939967077716,0.35696701132447073
,,,Bangladesh,2020-10-06 04:23:33,23.685,90.3563,370132,5375,283182,81575,Bangladesh,224.74551380157882,1.45218462602531
,,,Barbados,2020-10-06 04:23:33,13.1939,-59.5432,200,7,182,11,Barbados,69.5964450135887,3.5
,,,Belarus,2020-10-06 04:23:33,53.7098,27.9534,80696,862,75303,4531,Belarus,853.9872864939183,1.0682066025577477
