Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-11-19 05:30:29,32.3182,-86.9023,223486,3347,88038.0,132101.0,1.0,4557.976091051021,1481668.0,,1.4976329613488093,84000001,USA,30218.480436695736,
Alaska,US,2020-11-19 05:30:29,61.3707,-152.4044,25588,100,7165.0,18323.0,2.0,3497.802595875852,885558.0,,0.3908081913396905,84000002,USA,121053.11361570375,
American Samoa,US,2020-11-19 05:30:29,-14.271,-170.132,0,0,,0.0,60.0,0.0,1988.0,,,16,ASM,3572.904872306393,
Arizona,US,2020-11-19 05:30:29,33.7298,-111.4312,283102,6365,46521.0,230216.0,4.0,3889.4491982584295,2018995.0,,2.248306264173337,84000004,USA,27738.336302950094,
Arkansas,US,2020-11-19 05:30:29,34.9697,-92.3731,137617,2275,118751.0,16591.0,5.0,4560.170242997889,1537783.0,,1.6531387837258478,84000005,USA,50957.0204029155,
California,US,2020-11-19 05:30:29,36.1162,-119.6816,1074204,18470,,1045587.0,6.0,2692.938840722781,21418543.0,,1.7342393143114918,84000006,USA,54207.385395653386,
Colorado,US,2020-11-19 05:30:29,39.0598,-105.3111,176694,2651,10195.0,163848.0,8.0,3068.27748311435,2640615.0,,1.5003339106025106,84000008,USA,45854.072838206164,
Connecticut,US,2020-11-19 05:30:29,41.5978,-72.7554,97028,4784,9800.0,82444.0,9.0,2721.463938246767,2860684.0,,4.930535515521293,84000009,USA,80237.1309799183,
Delaware,US,2020-11-19 05:30:29,39.3185,-75.5071,29755,779,15301.0,13712.0,10.0,3055.66851927161,642126.0,,2.4936985380608303,84000010,USA,65942.67194104526,
Diamond Princess,US,2020-11-19 05:30:29,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-11-19 05:30:29,38.8974,-77.0268,19465,665,14477.0,4323.0,11.0,2758.062710680426,601412.0,,3.4163883894169023,84000011,USA,85216.13208095229,
Florida,US,2020-11-19 05:30:29,27.7663,-81.6868,905248,17731,,887517.0,12.0,4214.820211272724,11237905.0,,1.9586897734101596,84000012,USA,52323.505963407595,
Georgia,US,2020-11-19 05:30:29,33.0406,-83.6431,433732,9065,,424667.0,13.0,4085.096732041288,3975069.0,,2.0900002766685417,84000013,USA,37439.113050313616,
Grand Princess,US,2020-11-19 05:30:29,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-11-19 05:30:29,13.4443,144.7937,5924,92,4341.0,1491.0,66.0,3607.158297255661,79060.0,,1.5530047265361242,316,GUM,48140.097059593616,
Hawaii,US,2020-11-19 05:30:29,21.0943,-157.4983,16974,223,11958.0,4793.0,15.0,1198.837183022194,607362.0,,1.3137740073052904,84000015,USA,42896.67427564073,
Idaho,US,2020-11-19 05:30:29,44.2405,-114.4788,86435,812,35948.0,49675.0,16.0,4836.70151897105,436033.0,,0.9394342569560942,84000016,USA,24399.39229966453,
Illinois,US,2020-11-19 05:30:29,40.3495,-88.9861,606771,11468,,595303.0,17.0,4788.348888450997,9359227.0,,1.8900046310716891,84000017,USA,73858.57959956977,
Indiana,US,2020-11-19 05:30:29,39.8494,-86.2583,268222,5479,156423.0,106715.0,18.0,3984.154407335828,3668049.0,,1.8954448180984411,84000018,USA,54484.992244013454,
