Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-05-14 04:31:01,32.3182,-86.9023,532895,11001,,,1.0,10868.343739834414,2538007.0,,2.0643841657362145,84000001.0,USA,51762.41565431449,
Alaska,US,2021-05-14 04:31:01,61.3707,-152.4044,69351,353,,,2.0,9480.072996192988,2178645.0,,0.5090049170163372,84000002.0,USA,297814.2151200541,
American Samoa,US,2021-05-14 04:31:01,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-05-14 04:31:01,33.7298,-111.4312,871168,17438,,,4.0,11968.702726043615,9398275.0,,2.0016805024977957,84000004.0,USA,129119.9396816774,
Arkansas,US,2021-05-14 04:31:01,34.9697,-92.3731,338235,5783,,,5.0,11207.984348884156,3005328.0,,1.7097580084852249,84000005.0,USA,99586.586802854,
California,US,2021-05-14 04:31:01,36.1162,-119.6816,3764405,62166,,,6.0,9527.191117543549,62326240.0,,1.6622281608912963,84000006.0,USA,157739.13808899085,
Colorado,US,2021-05-14 04:31:01,39.0598,-105.3111,528533,6423,,,8.0,9177.934185557386,8116349.0,,1.2152505141590024,84000008.0,USA,140939.76525404185,
Connecticut,US,2021-05-14 04:31:01,41.5978,-72.7554,344612,8168,,,9.0,9665.757623439571,8218627.0,,2.3702018501967435,84000009.0,USA,230517.9639114607,
Delaware,US,2021-05-14 04:31:01,39.3185,-75.5071,106580,1648,,,10.0,10945.15714279846,1773403.0,,1.5462563332707826,84000010.0,USA,182118.35722002454,
Diamond Princess,US,2021-05-14 04:31:01,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-05-14 04:31:01,38.8974,-77.0268,48404,1115,,,11.0,6858.529023774741,1553761.0,,2.3035286339971903,84000011.0,USA,220157.73313175078,
Florida,US,2021-05-14 04:31:01,27.7663,-81.6868,2282613,35929,,,12.0,10627.809624449726,23322620.0,,1.5740294127826309,84000012.0,USA,108589.7457446285,
Georgia,US,2021-05-14 04:31:01,33.0406,-83.6431,1113411,20450,,,13.0,10486.640684844147,8518233.0,,1.836698218357821,84000013.0,USA,80228.81823583745,
Grand Princess,US,2021-05-14 04:31:01,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-05-14 04:31:01,13.4443,144.7937,8063,139,,,66.0,4909.607925518636,148294.0,,1.7239240977303734,316.0,GUM,90297.08516766224,
Hawaii,US,2021-05-14 04:31:01,21.0943,-157.4983,34991,489,,,15.0,2471.339217104371,1514835.0,,1.3975022148552485,84000015.0,USA,106989.54425258779,
Idaho,US,2021-05-14 04:31:01,44.2405,-114.4788,189735,2064,,,16.0,10617.129203470495,719274.0,,1.0878330302790735,84000016.0,USA,40248.899732242535,
Illinois,US,2021-05-14 04:31:01,40.3495,-88.9861,1361666,24671,,,17.0,10744.856638994506,23505414.0,,1.8119537092868596,84000017.0,USA,185493.57665326868,
Indiana,US,2021-05-14 04:31:01,39.8494,-86.2583,732692,13450,,,18.0,10883.365499547772,10076952.0,,1.8356963089538303,84000018.0,USA,149682.47467885402,
Iowa,US,2021-05-14 04:31:01,42.0115,-93.2105,368822,5997,,,19.0,11689.8198772135,1446388.0,,1.6259876037763474,84000019.0,USA,45843.29349269589,
Kansas,US,2021-05-14 04:31:01,38.5266,-96.7265,312839,5030,,,20.0,10738.252038743509,1392624.0,,1.6078557980302968,84000020.0,USA,47802.056352319036,
Kentucky,US,2021-05-14 04:31:01,37.6681,-84.6701,451213,6637,,,21.0,10099.508177970949,5210922.0,,1.4709239317129603,84000021.0,USA,116636.1548842093,
Louisiana,US,2021-05-14 04:31:01,31.1695,-91.8678,464412,10469,,,22.0,9989.945779486034,6640675.0,,2.2542483829013893,84000022.0,USA,142847.2631826663,
Maine,US,2021-05-14 04:31:01,44.6939,-69.3819,65044,798,,,23.0,4838.820067072754,2166925.0,,1.2268618166164442,84000023.0,USA,161204.11066111596,
Maryland,US,2021-05-14 04:31:01,39.0639,-76.8021,454745,8896,,,24.0,7521.817231477683,9986284.0,,1.956261201332615,84000024.0,USA,165180.49251697081,
Massachusetts,US,2021-05-14 04:31:01,42.2302,-71.5301,699908,17722,,,25.0,10154.62742635005,22116958.0,,2.53204706904336,84000025.0,USA,320884.2709245103,
Michigan,US,2021-05-14 04:31:01,43.3266,-84.5361,972746,19646,,,26.0,9740.261625854859,13267210.0,,2.0196433601371786,84000026.0,USA,132846.70041835983,
Minnesota,US,2021-05-14 04:31:01,45.6945,-93.9002,591445,7367,,,27.0,10487.297752761171,8802891.0,,1.2455934195064629,84000027.0,USA,156089.81224306833,
Mississippi,US,2021-05-14 04:31:01,32.7416,-89.6787,314509,7247,,,28.0,10567.649670765812,1911290.0,,2.3042265881103563,84000028.0,USA,64220.23897325032,
Missouri,US,2021-05-14 04:31:01,38.4561,-92.2884,598931,9258,,,29.0,9758.664378628962,5387161.0,,1.5457540184094662,84000029.0,USA,87775.54702067381,
Montana,US,2021-05-14 04:31:01,46.9219,-110.4544,110429,1597,,,30.0,10332.267318376687,1342698.0,,1.4461780872777985,84000030.0,USA,125629.27006356794,
Nebraska,US,2021-05-14 04:31:01,41.1254,-98.2681,222247,2286,,,31.0,11489.148101124478,2911135.0,,1.0285853127376297,84000031.0,USA,150492.29531722367,
Nevada,US,2021-05-14 04:31:01,38.3135,-117.0554,320150,5523,,,32.0,10393.95407245607,3278276.0,,1.725128845853506,84000032.0,USA,106432.14174866467,
New Hampshire,US,2021-05-14 04:31:01,43.4525,-71.5639,97304,1326,,,33.0,7156.226580501298,1921743.0,,1.3627394557263832,84000033.0,USA,141334.66596945972,
New Jersey,US,2021-05-14 04:31:01,40.2989,-74.521,1009521,25906,,,34.0,11365.676708109151,14028056.0,,2.566167519051114,84000034.0,USA,157934.65350324634,
New Mexico,US,2021-05-14 04:31:01,34.8405,-106.2485,200432,4112,,,35.0,9558.814762672588,3367651.0,,2.051568611798515,84000035.0,USA,160606.8496763446,
New York,US,2021-05-14 04:31:01,42.1657,-74.9481,2079749,52866,,,36.0,10690.83958458814,53205655.0,,2.5419413592697966,84000036.0,USA,273500.8515921584,
North Carolina,US,2021-05-14 04:31:01,35.6301,-79.8064,987837,12853,,,37.0,9418.66026244641,11632545.0,,1.3011255905579564,84000037.0,USA,110912.0121463558,
North Dakota,US,2021-05-14 04:31:01,47.5289,-99.784,108877,1533,,,38.0,14287.157737821855,1540085.0,,1.4080108746567228,84000038.0,USA,202094.44900808603,
Northern Mariana Islands,US,2021-05-14 04:31:01,15.0979,145.6739,170,2,,,69.0,308.2837661395618,17542.0,,1.1764705882352942,580.0,MNP,31811.25779776585,
Ohio,US,2021-05-14 04:31:01,40.3888,-82.7649,1088343,19972,,,39.0,9310.75104156864,12739442.0,,1.7862934754943984,84000039.0,USA,108985.65330093847,
Oklahoma,US,2021-05-14 04:31:01,35.5653,-96.9289,450696,6878,,,40.0,11389.924262775745,4027953.0,,1.5260841010348438,84000040.0,USA,101793.84685912533,
Oregon,US,2021-05-14 04:31:01,44.572,-122.0709,193732,2572,,,41.0,4593.268854838507,4867070.0,,1.3276072099601512,84000041.0,USA,115395.29373216015,
Pennsylvania,US,2021-05-14 04:31:01,40.5908,-77.2098,1186345,26684,,,42.0,9237.541135209536,13481768.0,,2.254883141987622,84000042.0,USA,105309.94832131165,
Puerto Rico,US,2021-05-14 04:31:01,18.2208,-66.5901,136199,2421,,,72.0,4264.622722151839,415664.0,,1.7775460906467742,630.0,PRI,13015.147975980166,
Rhode Island,US,2021-05-14 04:31:01,41.6809,-71.5118,150231,2698,,,44.0,14181.284755621551,4154662.0,,1.795900979158762,84000044.0,USA,392185.6666424382,
South Carolina,US,2021-05-14 04:31:01,33.8569,-80.945,585957,9619,,,45.0,11380.647672409072,6275411.0,,1.6415880346168743,84000045.0,USA,121883.07604578543,
