Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-05-14 03:32:32,32.3182,-86.9023,10822,450,,10250.0,1,228.19865738146945,136372,1317,4.205607476635514,84000001,USA,2908.402551815491,12.30841121495327
Alaska,US,2020-05-14 03:32:32,61.3707,-152.4044,384,10,338,35.0,2,64.07371655996079,30649,,2.6109660574412534,84000002,USA,5127.402973488873,
American Samoa,US,2020-05-14 03:32:32,-14.270999999999999,-170.132,0,0,,0.0,60,0.0,105,,,16,ASM,188.7097643823799,
Arizona,US,2020-05-14 03:32:32,33.7298,-111.4312,12216,595,2979,8642.0,4,167.83177584730936,171535,1590,4.870661427635888,84000004,USA,1755.1170075715268,13.015717092337917
Arkansas,US,2020-05-14 03:32:32,34.9697,-92.3731,4236,97,3220,919.0,5,163.61358919779516,73215,497,2.289896128423041,84000005,USA,2827.8963487055175,11.732766761095373
California,US,2020-05-14 03:32:32,36.1162,-119.6816,73603,2950,,69841.0,6,185.66835558099214,1065592,,4.061924778153246,84000006,USA,2717.749311248394,
Colorado,US,2020-05-14 03:32:32,39.0598,-105.3111,20475,1062,3171,16242.0,8,361.31419900391984,111250,3695,5.186813186813187,84000008,USA,1963.184597762446,18.046398046398046
Connecticut,US,2020-05-14 03:32:32,41.5978,-72.7554,34855,3125,5413,26317.0,9,977.6211564454699,142943,9389,8.965715105436809,84000009,USA,4009.298550158795,26.937311719982787
Delaware,US,2020-05-14 03:32:32,39.3185,-75.5071,6952,355,2942,3763.0,10,713.930685463829,34753,,3.5529344073647873,84000010,USA,3568.9345673078897,
Diamond Princess,US,2020-05-14 03:32:32,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-05-14 03:32:32,38.8974,-77.0268,6584,350,934,5300.0,11,932.9095755006383,31658,,5.31591737545565,84000011,USA,4485.730762636575,
Florida,US,2020-05-14 03:32:32,27.7663,-81.6868,42402,1827,,40575.0,12,199.70228807523674,594763,7835,4.308759020800905,84000012,USA,2801.177585078346,18.477901985755388
Georgia,US,2020-05-14 03:32:32,33.0406,-83.6431,35427,1517,,33910.0,13,349.39961396111187,273904,6259,4.282044768114715,84000013,USA,2701.384589787574,17.667315889011206
Grand Princess,US,2020-05-14 03:32:32,,,103,3,,100.0,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-05-14 03:32:32,13.4443,144.7937,152,5,124,23.0,66,92.55369027394674,4262,,3.289473684210526,316,GUM,2595.1567628129014,
Hawaii,US,2020-05-14 03:32:32,21.0943,-157.4983,638,17,563,58.0,15,45.063307590271414,38365,81,2.664576802507837,84000015,USA,2709.8021876187504,12.695924764890282
Idaho,US,2020-05-14 03:32:32,44.2405,-114.4788,2293,69,1536,688.0,16,142.37840865273267,33128,214,3.009158307893589,84000016,USA,2057.004763125917,9.332751853467073
Illinois,US,2020-05-14 03:32:32,40.3495,-88.9861,84694,3792,,80902.0,17,721.6811880855714,489359,,4.477294731622075,84000017,USA,4169.848921061316,
Indiana,US,2020-05-14 03:32:32,39.8494,-86.2583,25473,1638,,23854.0,18,389.2576918621869,154083,4389,6.355749224669258,84000018,USA,2354.5712297413475,17.230008244023082
Iowa,US,2020-05-14 03:32:32,42.0115,-93.2105,13289,306,5954,7029.0,19,507.07574618052416,85719,,2.3026563323049136,84000019,USA,3270.8274427608058,
Kansas,US,2020-05-14 03:32:32,38.5266,-96.7265,7518,188,422,6908.0,20,308.3058026121105,57628,704,2.500665070497473,84000020,USA,2363.2677298391463,9.364192604416068
Kentucky,US,2020-05-14 03:32:32,37.6681,-84.6701,6853,321,2546,3986.0,21,200.18677867544883,110634,1825,4.684079964978841,84000021,USA,3231.7910509236253,26.63067269808843
Louisiana,US,2020-05-14 03:32:32,31.1695,-91.8678,32662,2381,22608,7673.0,22,710.4657420301544,237904,,7.289816912620171,84000022,USA,5174.901778578834,
Maine,US,2020-05-14 03:32:32,44.6939,-69.3819,1515,66,943,506.0,23,129.04533707664186,23607,204,4.356435643564357,84000023,USA,2010.8074405071184,13.465346534653465
Maryland,US,2020-05-14 03:32:32,39.0639,-76.8021,34812,1809,2456,30547.0,24,585.7317482524542,173574,6404,5.196483971044468,84000024,USA,2920.4815141667095,18.395955417672067
Massachusetts,US,2020-05-14 03:32:32,42.2302,-71.5301,80497,5315,,75182.0,25,1172.7807974973528,410032,8032,6.602730536541735,84000025,USA,5973.858106009348,9.97801160291688
Michigan,US,2020-05-14 03:32:32,43.3266,-84.5361,48391,4714,22686,20991.0,26,607.3732509511741,308260,,9.741480853877787,84000026,USA,3869.0847128228165,
Minnesota,US,2020-05-14 03:32:32,45.6945,-93.9002,12917,638,8149,4130.0,27,261.1369860299698,122035,1851,4.939227374777425,84000027,USA,2467.124881177314,14.329952775412247
Mississippi,US,2020-05-14 03:32:32,32.7416,-89.6787,10090,465,6268,3357.0,28,348.50715285889845,100048,1616,4.608523290386521,84000028,USA,3455.6435707856367,16.015857284440038
Missouri,US,2020-05-14 03:32:32,38.4561,-92.2884,10436,556,,9853.0,29,177.5591454223737,124142,,5.2960399846212995,84000029,USA,2118.6608449658124,
Montana,US,2020-05-14 03:32:32,46.9219,-110.4544,462,16,430,16.0,30,53.34953065115296,23852,63,3.463203463203463,84000030,USA,2754.3138638339838,13.636363636363637
Nebraska,US,2020-05-14 03:32:32,41.1254,-98.2681,8912,103,,8809.0,31,584.2892284130306,49725,,1.1557450628366248,84000031,USA,3260.0742687205952,
Nevada,US,2020-05-14 03:32:32,38.3135,-117.0554,6476,331,198,5947.0,32,214.671874570101,66672,,5.111179740580606,84000032,USA,2210.099323863152,
New Hampshire,US,2020-05-14 03:32:32,43.4525,-71.5639,3299,150,1234,1915.0,33,248.39099257010514,37216,319,4.546832373446499,84000033,USA,2802.097356619895,9.669596847529554
New Jersey,US,2020-05-14 03:32:32,40.2989,-74.521,141673,9714,15642,116204.0,34,1593.751090665703,441450,,6.862107940096072,84000034,USA,4970.058060005472,
New Mexico,US,2020-05-14 03:32:32,34.8405,-106.2485,5364,231,1434,3699.0,35,321.6727944814285,110289,886,4.306487695749441,84000035,USA,6613.902093691699,16.51752423564504
New York,US,2020-05-14 03:32:32,42.1657,-74.9481,340661,27477,59193,253991.0,36,2020.4050465496612,1258907,73963,8.065789744056408,84000036,USA,7466.3728925139485,21.711613598269246
North Carolina,US,2020-05-14 03:32:32,35.6301,-79.8064,16352,625,9115,6612.0,37,164.87402795457697,210457,,3.8221624266144816,84000037,USA,2121.996899537451,
North Dakota,US,2020-05-14 03:32:32,47.5289,-99.78399999999999,1647,40,969,638.0,38,271.59484052254385,48945,127,2.428658166363084,84000038,USA,8071.165433743721,7.710989678202793
Northern Mariana Islands,US,2020-05-14 03:32:32,15.0979,145.6739,19,2,12,5.0,69,34.45524445089221,3040,,10.526315789473685,580,MNP,5512.839112142754,
Ohio,US,2020-05-14 03:32:32,40.3888,-82.7649,25721,1572,,24238.0,39,230.18903046932752,225854,4618,5.7657167295206255,84000039,USA,2021.271073738171,17.95420084755647
Oklahoma,US,2020-05-14 03:32:32,35.5653,-96.9289,4858,278,3559,1021.0,40,132.8181004441669,109127,848,5.722519555372581,84000040,USA,2983.5407260540555,17.45574310415809
Oregon,US,2020-05-14 03:32:32,44.571999999999996,-122.0709,3416,134,1406,1876.0,41,85.2492367248521,83987,678,3.9227166276346606,84000041,USA,2095.968280096649,19.847775175644028
Pennsylvania,US,2020-05-14 03:32:32,40.5908,-77.2098,62101,4094,,58007.0,42,493.35463595343856,334131,,6.592486433390767,84000042,USA,2406.109808804721,
Puerto Rico,US,2020-05-14 03:32:32,18.2208,-66.5901,2329,115,,2214.0,72,79.39570629111259,2329,,4.937741519965651,630,PRI,79.39570629111259,
