Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-07-04 04:30:43,32.3182,-86.9023,551298,11358,,,1.0,11243.671205553124,2685129.0,,2.060228769195608,84000001.0,USA,54762.955099593426,
Alaska,US,2021-07-04 04:30:43,61.3707,-152.4044,71384,377,,,2.0,9757.977978114812,2382952.0,,0.5281295528409727,84000002.0,USA,325742.3671817865,
American Samoa,US,2021-07-04 04:30:43,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-07-04 04:30:43,33.7298,-111.4312,896518,17975,,,4.0,12316.978390559763,10269941.0,,2.004979264220016,84000004.0,USA,141095.48427284646,
Arkansas,US,2021-07-04 04:30:43,34.9697,-92.3731,350579,5913,,,5.0,11617.023504508577,3135625.0,,1.6866383896354318,84000005.0,USA,103904.19656147316,
California,US,2021-07-04 07:30:58,36.1162,-119.6816,3820442,63651,,,6.0,9669.013054517332,69847970.0,,1.6660637695847758,84000006.0,USA,176775.60181820192,
Colorado,US,2021-07-04 04:30:43,39.0598,-105.3111,559272,6814,,,8.0,9711.714515129708,9071805.0,,1.2183695947589008,84000008.0,USA,157531.18392647276,
Connecticut,US,2021-07-04 04:30:43,41.5978,-72.7554,349476,8279,,,9.0,9802.184228085986,8812870.0,,2.368975265826552,84000009.0,USA,247185.42995276398,
Delaware,US,2021-07-04 04:30:43,39.3185,-75.5071,109846,1695,,,10.0,11280.556685192714,1904986.0,,1.5430693880523645,84000010.0,USA,195631.1796287396,
Diamond Princess,US,2021-07-04 04:30:43,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-07-04 04:30:43,38.8974,-77.0268,49378,1141,,,11.0,6996.538429384951,1678589.0,,2.310745676212078,84000011.0,USA,237845.0412257049,
Florida,US,2021-07-04 04:30:43,27.7663,-81.6868,2381148,37985,,,12.0,11086.587008677869,24335454.0,,1.5952389351690863,84000012.0,USA,113305.48465138575,
Georgia,US,2021-07-04 04:30:43,33.0406,-83.6431,1135526,21443,,,13.0,10694.930398835952,9141825.0,,1.8883759596874048,84000013.0,USA,86102.10782785992,
Grand Princess,US,2021-07-04 04:30:43,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-07-04 04:30:43,13.4443,144.7937,8373,140,,,66.0,5098.368741208922,166637.0,,1.6720410844380749,316.0,GUM,101466.24530381356,
Hawaii,US,2021-07-04 04:30:43,21.0943,-157.4983,37933,518,,,15.0,2679.126361705013,1741589.0,,1.3655656025096878,84000015.0,USA,123004.6925145776,
Idaho,US,2021-07-04 04:30:43,44.2405,-114.4788,195172,2158,,,16.0,10921.371074918932,801554.0,,1.1056913901584244,84000016.0,USA,44853.09711734045,
Illinois,US,2021-07-04 04:30:43,40.3495,-88.9861,1392552,25678,,,17.0,10989.359777099124,25868855.0,,1.843952685429341,84000017.0,USA,204144.73184240845,
Indiana,US,2021-07-04 04:30:43,39.8494,-86.2583,754724,13863,,,18.0,11210.627580594155,10880064.0,,1.8368304174771173,84000018.0,USA,161611.85487281386,
Iowa,US,2021-07-04 04:30:43,42.0115,-93.2105,374120,6146,,,19.0,11857.740081836535,1497598.0,,1.6427884101357852,84000019.0,USA,47466.39535731378,
Kansas,US,2021-07-04 04:30:43,38.5266,-96.7265,319541,5158,,,20.0,10968.29933196353,1450902.0,,1.6141903542894338,84000020.0,USA,49802.458643318234,
Kentucky,US,2021-07-04 04:30:43,37.6681,-84.6701,465490,7229,,,21.0,10419.070509412844,5495640.0,,1.552987174805044,84000021.0,USA,123009.00267320374,
Louisiana,US,2021-07-04 04:30:43,31.1695,-91.8678,482560,10757,,,22.0,10380.326596532348,7157231.0,,2.2291528514588856,84000022.0,USA,153958.87621606808,
Maine,US,2021-07-04 04:30:43,44.6939,-69.3819,69099,860,,,23.0,5140.483792735074,2347441.0,,1.2445910939376836,84000023.0,USA,174633.24237545862,
Maryland,US,2021-07-04 04:30:43,39.0639,-76.8021,462535,9749,,,24.0,7650.669569014569,10879400.0,,2.1077323878193,84000024.0,USA,179953.28896005082,
Massachusetts,US,2021-07-04 04:30:43,42.2302,-71.5301,710138,17997,,,25.0,10303.04955978982,23882251.0,,2.5342961508889816,84000025.0,USA,346496.0552066499,
Michigan,US,2021-07-04 04:30:43,43.3266,-84.5361,1000375,21009,,,26.0,10016.915231689007,14282338.0,,2.1001124578283146,84000026.0,USA,143011.33980390427,
Minnesota,US,2021-07-04 04:30:43,45.6945,-93.9002,605660,7703,,,27.0,10739.35320602479,9450143.0,,1.2718356833867186,84000027.0,USA,167566.66037784025,
Mississippi,US,2021-07-04 04:30:43,32.7416,-89.6787,322186,7419,,,28.0,10825.600465568088,1986872.0,,2.3027071319051733,84000028.0,USA,66759.82956498483,
Missouri,US,2021-07-04 04:30:43,38.4561,-92.2884,628484,9756,,,29.0,10240.185302377478,5754091.0,,1.55230682085781,84000029.0,USA,93754.11002784882,
Montana,US,2021-07-04 04:30:43,46.9219,-110.4544,113873,1666,,,30.0,10654.504490174759,1460200.0,,1.4630333792909644,84000030.0,USA,136623.3212135729,
Nebraska,US,2021-07-04 04:30:43,41.1254,-98.2681,224488,2261,,,31.0,11604.997497942522,3062488.0,,1.007180784719005,84000031.0,USA,158316.54955934838,
Nevada,US,2021-07-04 04:30:43,38.3135,-117.0554,334763,5697,,,32.0,10868.378095135442,3535971.0,,1.7018009756155847,84000032.0,USA,114798.43878037346,
New Hampshire,US,2021-07-04 04:30:43,43.4525,-71.5639,99555,1372,,,33.0,7321.776465734261,2070763.0,,1.3781326904726032,84000033.0,USA,152294.34784303428,
New Jersey,US,2021-07-04 04:30:43,40.2989,-74.521,1024113,26472,,,34.0,11529.960516494242,14578670.0,,2.584871005445688,84000034.0,USA,164133.7327843696,
New Mexico,US,2021-07-04 04:30:43,34.8405,-106.2485,205715,4344,,,35.0,9810.766638576632,3671950.0,,2.1116593345162,84000035.0,USA,175119.1918845075,
New York,US,2021-07-04 04:30:43,42.1657,-74.9481,2116166,53692,,,36.0,10878.039244331667,58986153.0,,2.537230066072321,84000036.0,USA,303215.19540818257,
North Carolina,US,2021-07-04 04:30:43,35.6301,-79.8064,1014359,13434,,,37.0,9671.537718424071,12488686.0,,1.3243831818912242,84000037.0,USA,119074.99978070351,
North Dakota,US,2021-07-04 04:30:43,47.5289,-99.784,110734,1559,,,38.0,14530.838698163667,1587127.0,,1.4078783390828469,84000038.0,USA,208267.43755757407,
Northern Mariana Islands,US,2021-07-04 04:30:43,15.0979,145.6739,183,2,,,69.0,331.8584070796461,17542.0,,1.0928961748633879,580.0,MNP,31811.25779776585,
Ohio,US,2021-07-04 04:30:43,40.3888,-82.7649,1112289,20344,,,39.0,9515.60855840056,13669996.0,,1.8290210547798282,84000039.0,USA,116946.52282896033,
Oklahoma,US,2021-07-04 04:30:43,35.5653,-96.9289,458483,7388,,,40.0,11586.71620287336,4150367.0,,1.6114010770301188,84000040.0,USA,104887.4757990392,
Oregon,US,2021-07-04 04:30:43,44.572,-122.0709,209037,2781,,,41.0,4956.141172386992,5439057.0,,1.3303864866028503,84000041.0,USA,128956.7604618306,
Pennsylvania,US,2021-07-04 04:30:43,40.5908,-77.2098,1217288,27704,,,42.0,9508.584955040971,14617965.0,,2.275878838861469,84000042.0,USA,114185.10826716069,
Puerto Rico,US,2021-07-04 04:30:43,18.2208,-66.5901,140231,2552,,,72.0,4390.871511171703,415664.0,,1.8198543831249867,630.0,PRI,13015.147975980166,
Rhode Island,US,2021-07-04 04:30:43,41.6809,-71.5118,152643,2730,,,44.0,14408.969180477663,4484100.0,,1.7884868615003635,84000044.0,USA,423283.4699408417,
South Carolina,US,2021-07-04 04:30:43,33.8569,-80.945,597261,9830,,,45.0,11600.197641585839,6683189.0,,1.6458466231680955,84000045.0,USA,129803.07315574336,
South Dakota,US,2021-07-04 04:30:43,44.2998,-99.4388,124592,2038,,,46.0,14083.618659845206,824441.0,,1.6357390522665982,84000046.0,USA,93193.08343666882,
Tennessee,US,2021-07-04 04:30:43,35.7478,-86.6923,867407,12571,,,47.0,12701.492157030996,8204619.0,,1.449261995810502,84000047.0,USA,120140.7227286931,
Texas,US,2021-07-04 04:30:43,31.0545,-97.5635,3004465,52473,,,48.0,10361.69585604245,25658825.0,,1.746500624903269,84000048.0,USA,88491.27570912572,
Utah,US,2021-07-04 04:30:43,40.15,-111.8624,416110,2378,,,49.0,12979.271718469176,3584324.0,,0.5714835019586167,84000049.0,USA,111801.96371880104,
Vermont,US,2021-07-04 04:30:43,44.0459,-72.7107,24419,258,,,50.0,3913.370267745105,1736564.0,,1.056554322453827,84000050.0,USA,278300.41875738197,
Virgin Islands,US,2021-07-04 04:30:43,18.3358,-64.8963,3895,30,,,78.0,3631.092217623149,130310.0,,0.7702182284980744,850.0,VIR,121480.77711899168,
Virginia,US,2021-07-04 04:30:43,37.7693,-78.17,680904,11423,,,51.0,7977.300501586371,7714052.0,,1.6776226898358653,84000051.0,USA,90375.89864189863,
Washington,US,2021-07-04 04:30:43,47.4009,-121.4905,452483,5939,,,53.0,5942.079553842713,7613620.0,,1.312535498571217,84000053.0,USA,99983.28275919307,
West Virginia,US,2021-07-04 04:30:43,38.4912,-80.9545,164149,2899,,,54.0,9159.349093573239,3051935.0,,1.766078380008407,84000054.0,USA,170294.90326407374,
Wisconsin,US,2021-07-04 04:30:43,44.2685,-89.6165,677859,8135,,,55.0,11642.192938554563,9050320.0,,1.200102086127056,84000055.0,USA,155438.77354384778,
Wyoming,US,2021-07-04 04:30:43,42.756,-107.3025,62445,747,,,56.0,10789.465045036015,787945.0,,1.196252702378093,84000056.0,USA,136143.88717929224,
