Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-05-08 02:32:36,32.3182,-86.9023,9115,369,,8677.0,1,192.92383688530586,115173,1178,4.079151005969489,84000001,USA,2456.2919594949517,13.022330311739996
Alaska,US,2020-05-08 02:32:36,61.3707,-152.4044,375,10,291,73.0,2,62.568067867951264,24341,,2.6737967914438503,84000002,USA,4072.1105346893096,
American Samoa,US,2020-05-08 02:32:36,-14.270999999999999,-170.132,0,0,,0.0,60,0.0,83,,,16,ASM,149.17057565464316,
Arizona,US,2020-05-08 02:32:36,33.7298,-111.4312,9945,450,1722,7773.0,4,136.63122223325897,127971,1449,4.524886877828054,84000004,USA,1526.1755608852495,14.570135746606335
Arkansas,US,2020-05-08 02:32:36,34.9697,-92.3731,3703,87,2123,1493.0,5,143.02670462687334,59995,462,2.349446394815015,84000005,USA,2317.2798120683947,12.476370510396976
California,US,2020-05-08 02:32:36,36.1162,-119.6816,62869,2535,,59613.0,6,158.50596118914666,842874,,4.078972774666924,84000006,USA,2149.7160573363713,
Colorado,US,2020-05-08 02:32:36,39.0598,-105.3111,18370,944,2869,14557.0,8,324.16809942378546,91347,2986,5.138813282525858,84000008,USA,1611.9642557465722,16.254763200870986
Connecticut,US,2020-05-08 02:32:36,41.5978,-72.7554,31784,2797,5413,23574.0,9,891.4850333227031,116174,9389,8.800025169896804,84000009,USA,3258.4754046448434,29.54002013591744
Delaware,US,2020-05-08 02:32:36,39.3185,-75.5071,5939,288,2110,3627.0,10,609.9013724064557,27326,,3.401246001010271,84000010,USA,2806.224095366023,
Diamond Princess,US,2020-05-08 02:32:36,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-05-08 02:32:36,38.8974,-77.0268,5654,285,825,4544.0,11,801.134681026824,25856,,5.040679165192784,84000011,USA,3663.6254532418748,
Florida,US,2020-05-08 02:32:36,27.7663,-81.6868,38828,1600,,37228.0,12,182.86968636822064,492950,6990,4.120737612032554,84000012,USA,2321.665084351869,18.00247244256722
Georgia,US,2020-05-08 02:32:36,33.0406,-83.6431,31618,1355,,30263.0,13,311.83326260260355,217303,5835,4.285533556834714,84000013,USA,2143.1559068674032,18.454677715225504
Grand Princess,US,2020-05-08 02:32:36,,,103,3,,100.0,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-05-08 02:32:36,13.4443,144.7937,149,5,123,21.0,66,90.72697270275043,3715,,3.3557046979865772,316,GUM,2262.0852589981064,
Hawaii,US,2020-05-08 02:32:36,21.0943,-157.4983,629,17,558,54.0,15,44.42761829824564,35541,74,2.7027027027027026,84000015,USA,2510.3370142097747,11.764705882352942
Idaho,US,2020-05-08 02:32:36,44.2405,-114.4788,2178,67,1399,712.0,16,135.23775579836536,30890,205,3.076216712580349,84000016,USA,1918.0414493165774,9.412304866850322
Illinois,US,2020-05-08 02:32:36,40.3495,-88.9861,70871,3111,,67760.0,17,603.8948152267284,379043,,4.389665730693796,84000017,USA,3229.841577626741,
Indiana,US,2020-05-08 02:32:36,39.8494,-86.2583,22503,1434,,21089.0,18,343.8725646753344,124782,,6.283606630227081,84000018,USA,1906.8171517272174,
Iowa,US,2020-05-08 02:32:36,42.0115,-93.2105,11059,231,4266,6562.0,19,421.9843989021308,66427,,2.088796455375712,84000019,USA,2534.69189491562,
Kansas,US,2020-05-08 02:32:36,38.5266,-96.7265,6332,165,323,5844.0,20,259.6691064298861,44822,587,2.605811749842072,84000020,USA,1838.1062363234923,9.270372710044219
Kentucky,US,2020-05-08 02:32:36,37.6681,-84.6701,6129,294,2125,3710.0,21,179.03761367311046,78606,1616,4.7968673519334315,84000021,USA,2296.2034035549877,26.36645456028716
Louisiana,US,2020-05-08 02:32:36,31.1695,-91.8678,30652,2208,20316,8128.0,22,666.7441039957226,200767,,7.203445125929792,84000022,USA,4367.095573760578,
Maine,US,2020-05-08 02:32:36,44.6939,-69.3819,1330,62,787,481.0,23,113.28732561843806,23422,192,4.661654135338346,84000023,USA,1995.0494290489146,14.436090225563909
