Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-09-13 04:32:00,32.3182,-86.9023,137166,2350,54223.0,81073.0,1.0,2807.2773105644596,1016369.0,,1.7072780901733433,84000001,USA,20728.750801774764,
Alaska,US,2020-09-13 04:32:00,61.3707,-152.4044,6207,44,2377.0,3786.0,2.0,848.4782207519702,399629.0,,0.7088770742709843,84000002,USA,54628.081662782184,
American Samoa,US,2020-09-13 04:32:00,-14.271,-170.132,0,0,,0.0,60.0,0.0,1571.0,,,16,ASM,2823.457522330656,
Arizona,US,2020-09-13 04:32:00,33.7298,-111.4312,208128,5315,32628.0,170185.0,4.0,2859.4050297600525,1288729.0,,2.5537169434194342,84000004,USA,17705.44176947668,
Arkansas,US,2020-09-13 04:32:00,34.9697,-92.3731,69710,969,62622.0,6119.0,5.0,2309.9578368906664,820000.0,,1.390044469946923,84000005,USA,27172.076118926205,
California,US,2020-09-13 04:32:00,36.1162,-119.6816,760879,14327,,744606.0,6.0,1920.7550028253283,12556967.0,,1.8877819254137056,84000006,USA,31779.955787352184,
Colorado,US,2020-09-13 04:32:00,39.0598,-105.3111,60896,1988,6139.0,52749.0,8.0,1057.1069762531222,1097985.0,,3.2656547736382158,84000008,USA,19066.42360406867,
Connecticut,US,2020-09-13 04:32:00,41.5978,-72.7554,54326,4480,9142.0,40704.0,9.0,1523.748298524074,1330984.0,,8.246511799138535,84000009,USA,37331.74916914122,
Delaware,US,2020-09-13 04:32:00,39.3185,-75.5071,18726,630,10063.0,8050.0,10.0,1923.0532243952332,259585.0,,3.2735234433408094,84000010,USA,26657.896574529357,
Diamond Princess,US,2020-09-13 04:32:00,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-09-13 04:32:00,38.8974,-77.0268,14493,616,11561.0,2316.0,11.0,2053.5629522677327,327437.0,,4.250327744428345,84000011,USA,46395.673249271334,
Florida,US,2020-09-13 04:32:00,27.7663,-81.6868,661571,12600,,648971.0,12.0,3080.263996155647,4901680.0,,1.9045574851376497,84000012,USA,22822.143692326616,
Georgia,US,2020-09-13 04:32:00,33.0406,-83.6431,292905,6287,,286618.0,13.0,2758.720265736799,2610171.0,,2.146429729775866,84000013,USA,24583.8467582953,
Grand Princess,US,2020-09-13 04:32:00,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-09-13 04:32:00,13.4443,144.7937,1863,23,1118.0,722.0,66.0,1134.3916117129131,43363.0,,1.2345679012345678,316,GUM,26403.98467992864,
Hawaii,US,2020-09-13 04:32:00,21.0943,-157.4983,10588,97,3334.0,7157.0,15.0,747.8077114315419,250039.0,,0.9161314695882132,84000015,USA,17659.717827600234,
Idaho,US,2020-09-13 04:32:00,44.2405,-114.4788,35167,415,18052.0,16700.0,16.0,1967.8635080425167,275610.0,,1.1800836011033071,84000016,USA,15422.494425216764,
Illinois,US,2020-09-13 04:32:00,40.3495,-88.9861,261999,8527,,253472.0,17.0,2067.5718193935973,4691071.0,,3.25459257478082,84000017,USA,37019.70695450954,
Indiana,US,2020-09-13 04:32:00,39.8494,-86.2583,104561,3392,81089.0,20035.0,18.0,1553.1431761206818,1206980.0,,3.2870764434158053,84000018,USA,17928.412608086575,
Iowa,US,2020-09-13 04:32:00,42.0115,-93.2105,74205,1218,52953.0,20034.0,19.0,2351.928800311879,678890.0,,1.641398827572266,84000019,USA,21517.430675072184,
Kansas,US,2020-09-13 04:32:00,38.5266,-96.7265,48621,526,1859.0,46273.0,20.0,1670.1941500298285,448930.0,,1.0810144272267663,84000020,USA,15409.598828001377,
Kentucky,US,2020-09-13 04:32:00,37.6681,-84.6701,56415,1057,10872.0,44486.0,21.0,1262.7378950966195,930222.0,,1.8736151732695203,84000021,USA,20821.17469206005,
Louisiana,US,2020-09-13 04:32:00,31.1695,-91.8678,156174,5202,140440.0,10532.0,22.0,3359.4519352761167,2037753.0,,3.3309001498328787,84000022,USA,43834.01372484993,
Maine,US,2020-09-13 04:32:00,44.6939,-69.3819,4834,135,4211.0,488.0,23.0,359.61589392149455,325003.0,,2.7927182457592057,84000023,USA,24177.957048441764,
Maryland,US,2020-09-13 04:32:00,39.0639,-76.8021,115533,3836,7221.0,104476.0,24.0,1911.000913048656,1444452.0,,3.32026347450512,84000024,USA,23892.299956332456,
Massachusetts,US,2020-09-13 04:32:00,42.2302,-71.5301,124540,9196,107501.0,7843.0,25.0,1806.8907623253845,2968723.0,,7.383973020716237,84000025,USA,43071.769428319436,
Michigan,US,2020-09-13 04:32:00,43.3266,-84.5361,123058,6911,85513.0,30634.0,26.0,1232.19947977627,3110610.0,,5.616050967836305,84000026,USA,31147.036550137847,
Minnesota,US,2020-09-13 04:32:00,45.6945,-93.9002,83588,1958,76650.0,4980.0,27.0,1482.1534454730381,1222522.0,,2.342441498779729,84000027,USA,21677.33639358029,
Mississippi,US,2020-09-13 04:32:00,32.7416,-89.6787,89620,2685,74098.0,12837.0,28.0,3011.2739651139777,622539.0,,2.9959830395001115,84000028,USA,20917.601907700187,
Missouri,US,2020-09-13 04:32:00,38.4561,-92.2884,102510,1728,,100562.0,29.0,1666.6590630472572,1113373.0,,1.6893146935184282,84000029,USA,18140.709756595108,
Montana,US,2020-09-13 04:32:00,46.9219,-110.4544,8925,133,6824.0,1968.0,30.0,835.0658415498822,278728.0,,1.4901960784313726,84000030,USA,26079.129622802866,
Nebraska,US,2020-09-13 04:32:00,41.1254,-98.2681,38120,437,28816.0,8867.0,31.0,1970.6287401623651,397354.0,,1.1463798530954878,84000031,USA,20541.374932279025,
Nevada,US,2020-09-13 04:32:00,38.3135,-117.0554,73220,1449,1930.0,69841.0,32.0,2377.152326051018,637902.0,,1.9789674952198848,84000032,USA,20710.05494526901,
New Hampshire,US,2020-09-13 04:32:00,43.4525,-71.5639,7652,435,6920.0,297.0,33.0,562.7666467359609,229024.0,,5.6847882906429685,84000033,USA,16843.579260592876,
New Jersey,US,2020-09-13 04:32:00,40.2989,-74.521,200464,16027,34397.0,145913.0,34.0,2210.4571057363105,3141235.0,,8.163005444720048,84000034,USA,35365.54610968691,
New Mexico,US,2020-09-13 04:32:00,34.8405,-106.2485,26661,821,14276.0,11564.0,35.0,1271.4913805560682,812050.0,,3.079404373429353,84000035,USA,38727.52618358483,
New York,US,2020-09-13 04:32:00,42.1657,-74.9481,446028,33023,75707.0,334910.0,36.0,2280.5079234593604,9245625.0,,7.443648002885222,84000036,USA,47526.64563572705,
North Carolina,US,2020-09-13 04:32:00,35.6301,-79.8064,183738,3047,156652.0,24039.0,37.0,1751.8738408273618,2581132.0,,1.6583395922454802,84000037,USA,24610.138515290302,
North Dakota,US,2020-09-13 04:32:00,47.5289,-99.784,15151,167,12450.0,2534.0,38.0,1988.1584438011605,515420.0,,1.1022374760741864,84000038,USA,67634.91684403631,
