Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-10-15 04:30:37,32.3182,-86.9023,168620,2706,74238.0,91033.0,1.0,3425.875221922077,1226221.0,,1.6109348303636808,84000001,USA,25008.66273656817,
Alaska,US,2020-10-15 04:30:37,61.3707,-152.4044,10170,64,5950.0,4156.0,2.0,1390.2083945621937,517177.0,,0.6293018682399213,84000002,USA,70696.53951568258,
American Samoa,US,2020-10-15 04:30:37,-14.271,-170.132,0,0,,0.0,60.0,0.0,1616.0,,,16,ASM,2904.3331356373897,
Arizona,US,2020-10-15 04:30:37,33.7298,-111.4312,227635,5772,37586.0,184277.0,4.0,3127.4055578751036,1589202.0,,2.5356381927208034,84000004,USA,21833.54566470986,
Arkansas,US,2020-10-15 04:30:37,34.9697,-92.3731,95246,1634,85597.0,8015.0,5.0,3156.136051247861,1173342.0,,1.7155576087184763,84000005,USA,38880.656265284284,
California,US,2020-10-15 04:30:37,36.1162,-119.6816,868671,16729,,848475.0,6.0,2189.7122821968287,16425487.0,,1.9335324385925168,84000006,USA,41570.64764490725,
Colorado,US,2020-10-15 04:30:37,39.0598,-105.3111,80777,2160,6922.0,71671.0,8.0,1402.269525812609,1588632.0,,2.6748232263816822,84000008,USA,27586.47036432995,
Connecticut,US,2020-10-15 04:30:37,41.5978,-72.7554,61861,4537,9522.0,47802.0,9.0,1735.0917331479907,1918724.0,,7.334184704417969,84000009,USA,53816.81755213536,
Delaware,US,2020-10-15 04:30:37,39.3185,-75.5071,22465,678,11665.0,10140.0,10.0,2307.0271646928823,316823.0,,2.9379034052971287,84000010,USA,32535.912192276566,
Diamond Princess,US,2020-10-15 04:30:37,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-10-15 04:30:37,38.8974,-77.0268,16132,638,12627.0,2867.0,11.0,2285.798492098465,448262.0,,3.9548723034961566,84000011,USA,63515.78252324835,
Florida,US,2020-10-15 04:30:37,27.7663,-81.6868,741632,15595,,726037.0,12.0,3453.026731820024,5615247.0,,2.1027949171556783,84000012,USA,26144.500232962157,
Georgia,US,2020-10-15 04:30:37,33.0406,-83.6431,334601,7470,,327131.0,13.0,3151.433262101359,3204308.0,,2.2325097653623267,84000013,USA,30179.71498356993,
Grand Princess,US,2020-10-15 04:30:37,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-10-15 04:30:37,13.4443,144.7937,3341,61,2295.0,985.0,66.0,2034.354468455632,56894.0,,1.8258006584854836,316,GUM,34643.089831881094,
Hawaii,US,2020-10-15 04:30:37,21.0943,-157.4983,13674,183,10834.0,2657.0,15.0,965.7652669167835,458472.0,,1.338306274681878,84000015,USA,32380.8931880848,
Idaho,US,2020-10-15 04:30:37,44.2405,-114.4788,49892,516,24699.0,24677.0,16.0,2791.8402520333616,340776.0,,1.0342339453218954,84000016,USA,19069.03218405598,
Illinois,US,2020-10-15 04:30:37,40.3495,-88.9861,330637,9320,,321317.0,17.0,2609.2303545007458,6466961.0,,2.818801283582902,84000017,USA,51034.18837750312,
Indiana,US,2020-10-15 04:30:37,39.8494,-86.2583,139269,3924,104647.0,30786.0,18.0,2068.6938437385948,1511060.0,,2.754381807868226,84000018,USA,22445.19971795332,
Iowa,US,2020-10-15 04:30:37,42.0115,-93.2105,102904,1505,79121.0,22278.0,19.0,3261.5441178801098,829253.0,,1.4625281816061573,84000019,USA,26283.188645576804,
Kansas,US,2020-10-15 04:30:37,38.5266,-96.7265,70690,838,2340.0,64648.0,20.0,2327.418191104701,579827.0,,1.2049258904210605,84000020,USA,19902.660681272257,
Kentucky,US,2020-10-15 04:30:37,37.6681,-84.6701,83013,1276,16756.0,64981.0,21.0,1858.0813770390089,1601887.0,,1.5371086456338163,84000021,USA,35855.06369870848,
