Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-03-07 05:31:30,32.3182,-86.9023,499411,10149,295690.0,193572.0,1.0,10185.440688042569,2316127.0,,2.0321939244429936,84000001.0,USA,47237.19378322458,
Alaska,US,2021-03-07 05:31:30,61.3707,-152.4044,59334,305,,58980.0,2.0,8104.0810886548325,1731628.0,,0.5144640296871047,84000002.0,USA,236708.3364659727,
American Samoa,US,2021-03-07 05:31:30,-14.271,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-03-07 05:31:30,33.7298,-111.4312,825119,16323,,808796.0,4.0,11336.050020903409,7862995.0,,1.9782601055120532,84000004.0,USA,52460.48170302541,
Arkansas,US,2021-03-07 05:31:30,34.9697,-92.3731,324653,5297,314732.0,4624.0,5.0,10757.921985655796,2728103.0,,1.6315881880038072,84000005.0,USA,90400.27119057432,
California,US,2021-03-07 08:30:37,36.1162,-119.6816,3596760,54625,,3542626.0,6.0,9102.904688506136,49294503.0,,1.5050767913344232,84000006.0,USA,124757.60475435664,
Colorado,US,2021-03-07 05:31:30,39.0598,-105.3111,435762,5986,,429776.0,8.0,7566.973030192737,6343360.0,,1.373685635736939,84000008.0,USA,110151.95001125248,
Connecticut,US,2021-03-07 05:31:30,41.5978,-72.7554,285330,7704,,277626.0,9.0,8003.002282845672,6520366.0,,2.700031542424561,84000009.0,USA,182884.7439210364,
Delaware,US,2021-03-07 05:31:30,39.3185,-75.5071,88139,1464,,86675.0,10.0,9051.37179029005,1417318.0,,1.6610127185468408,84000010.0,USA,145550.4619189044,
Diamond Princess,US,2021-03-07 05:31:30,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-03-07 05:31:30,38.8974,-77.0268,41273,1030,29417.0,10826.0,11.0,5848.113139373913,1247637.0,,2.495578223051389,84000011.0,USA,176781.9720608885,
Florida,US,2021-03-07 05:31:30,27.7663,-81.6868,1940897,31620,,1909277.0,12.0,9036.785393172475,22186763.0,,1.6291436382250062,84000012.0,USA,103301.21371725523,
Georgia,US,2021-03-07 05:31:30,33.0406,-83.6431,1021778,17905,,1003873.0,13.0,9623.596987705962,7315477.0,,1.7523375919230988,84000013.0,USA,68900.68333907389,
Grand Princess,US,2021-03-07 05:31:30,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-03-07 05:31:30,13.4443,144.7937,7749,133,7590.0,26.0,66.0,4718.411486400088,120635.0,,1.7163504968383017,316.0,GUM,73455.35806708924,
Hawaii,US,2021-03-07 05:31:30,21.0943,-157.4983,28727,444,,27617.0,15.0,1981.8175654296435,1136395.0,,1.578759800427655,84000015.0,USA,80261.13942503277,
Idaho,US,2021-03-07 05:31:30,44.2405,-114.4788,172931,1879,95524.0,75528.0,16.0,9676.816456032657,644796.0,,1.086560535704992,84000016.0,USA,36081.284116694136,
Illinois,US,2021-03-07 05:31:30,40.3495,-88.9861,1197267,23003,,1174184.0,17.0,9447.631875481828,18492848.0,,1.9214207972522253,84000017.0,USA,145936.78367142339,
Indiana,US,2021-03-07 05:31:30,39.8494,-86.2583,666516,12726,,653790.0,18.0,9900.390940936413,8171222.0,,1.9093315089210159,84000018.0,USA,121374.86911819119,
Iowa,US,2021-03-07 05:31:30,42.0115,-93.2105,339529,5552,318996.0,14963.0,19.0,10760.807208714865,1323369.0,,1.6352931127415606,84000019.0,USA,41944.20409055901,
Kansas,US,2021-03-07 05:31:30,38.5266,-96.7265,298188,4806,,293420.0,20.0,10235.353964591526,1270547.0,,1.5989912404255031,84000020.0,USA,43611.74250355437,
Kentucky,US,2021-03-07 05:31:30,37.6681,-84.6701,410184,4806,48038.0,357340.0,21.0,9181.15537999312,3969899.0,,1.1716692996313849,84000021.0,USA,88858.31617488568,
Louisiana,US,2021-03-07 05:31:30,31.1695,-91.8678,433045,9716,415954.0,7375.0,22.0,9315.211644138242,5674146.0,,2.2436467341731228,84000022.0,USA,122056.30105356355,
Maine,US,2021-03-07 05:31:30,44.6939,-69.3819,45639,704,12833.0,32102.0,23.0,3395.2233725037413,1644587.0,,1.5425403711737768,84000023.0,USA,122345.80557233533,
Maryland,US,2021-03-07 05:31:30,39.0639,-76.8021,386610,7941,9701.0,368968.0,24.0,6394.814148284395,8024078.0,,2.0540079149530537,84000024.0,USA,132724.16006139922,
Massachusetts,US,2021-03-07 05:31:30,42.2302,-71.5301,589931,16374,508745.0,64812.0,25.0,8559.024203544053,16628614.0,,2.7755788388811573,84000025.0,USA,241256.53626846446,
