Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-11-18 05:42:00,32.3182,-86.9023,220848,3301,88038.0,129509.0,1.0,4504.17432750345,1473546.0,,1.494693182641455,84000001,USA,30052.833005485216,
Alaska,US,2020-11-18 05:42:00,61.3707,-152.4044,25041,100,7165.0,17776.0,2.0,3423.029342009036,878622.0,,0.3993450740785112,84000002,USA,120104.9832887929,
American Samoa,US,2020-11-18 05:42:00,-14.271,-170.132,0,0,,0.0,60.0,0.0,1988.0,,,16,ASM,3572.904872306393,
Arizona,US,2020-11-18 05:42:00,33.7298,-111.4312,279896,6312,46103.0,227481.0,4.0,3845.402974178004,3318826.0,,2.2551233315231367,84000004,USA,27535.182367991503,
Arkansas,US,2020-11-18 05:42:00,34.9697,-92.3731,135902,2245,117068.0,16589.0,5.0,4503.3408398955,1525279.0,,1.651925652308281,84000005,USA,50542.679378780056,
California,US,2020-11-18 05:42:00,36.1162,-119.6816,1062095,18362,,1033938.0,6.0,2663.188553071286,21259076.0,,1.7435390602355825,84000006,USA,53803.796359420216,
Colorado,US,2020-11-18 05:42:00,39.0598,-105.3111,172044,2608,9828.0,159608.0,8.0,2987.530596992118,2560096.0,,1.515891283625119,84000008,USA,44455.866704082284,
Connecticut,US,2020-11-18 05:42:00,41.5978,-72.7554,94986,4771,9800.0,80415.0,9.0,2664.189446740192,2826458.0,,5.022845471964289,84000009,USA,79277.15216194378,
Delaware,US,2020-11-18 05:42:00,39.3185,-75.5071,29552,776,15161.0,13652.0,10.0,3034.8215789452065,634013.0,,2.5006767731456416,84000010,USA,65109.51318800038,
Diamond Princess,US,2020-11-18 05:42:00,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-11-18 05:42:00,38.8974,-77.0268,19309,660,14336.0,4313.0,11.0,2735.9585348332057,596742.0,,3.4180951887720754,84000011,USA,84554.42373988486,
