Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-08-17 04:30:23,32.3182,-86.9023,107667,1898,41523.0,65012.0,1.0,2211.4809047588456,846424.0,12607.0,1.7503896415297926,84000001,USA,17262.738403711057,11.626534357621756
Alaska,US,2020-08-17 04:30:23,61.3707,-152.4044,4259,28,1418.0,2813.0,2.0,582.1924830324859,301515.0,,0.6574313219065508,84000002,USA,41216.19312550834,
American Samoa,US,2020-08-17 04:30:23,-14.271,-170.132,0,0,,0.0,60.0,0.0,1514.0,,,16,ASM,2721.015078808792,
Arizona,US,2020-08-17 04:30:23,33.7298,-111.4312,193537,4506,27582.0,161449.0,4.0,2658.943877059652,1091974.0,20755.0,2.3282369779422023,84000004,USA,15002.286804116717,10.724047598133689
Arkansas,US,2020-08-17 04:30:23,34.9697,-92.3731,52665,599,45572.0,6494.0,5.0,1745.1431570771329,622050.0,3570.0,1.1373777651191492,84000005,USA,20612.67067046104,6.7786955283395045
California,US,2020-08-17 04:30:23,36.1162,-119.6816,627796,11243,,612630.0,6.0,1578.9367254785943,9798135.0,,1.8021296000948912,84000006,USA,24797.731577896797,
Colorado,US,2020-08-17 04:30:23,39.0598,-105.3111,53176,1896,5660.0,45601.0,8.0,923.0671452902163,859734.0,6727.0,3.5667927083921214,84000008,USA,14929.213632991685,12.654965479616985
Connecticut,US,2020-08-17 04:30:23,41.5978,-72.7554,50897,4453,8809.0,37635.0,9.0,1427.5709080362956,937690.0,11015.0,8.749042183232802,84000009,USA,26300.547473457256,21.641747057783366
Delaware,US,2020-08-17 04:30:23,39.3185,-75.5071,16451,608,8671.0,7187.0,10.0,1689.4237207372628,210385.0,,3.604644094583916,84000010,USA,21605.33763827786,
Diamond Princess,US,2020-08-17 04:30:23,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-08-17 04:30:23,38.8974,-77.0268,13220,597,10493.0,2130.0,11.0,1873.1872096170166,242852.0,,4.515885022692888,84000011,USA,34410.534056725555,
Florida,US,2020-08-17 04:30:23,27.7663,-81.6868,573416,9452,,563964.0,12.0,2669.81572593053,4232628.0,34341.0,1.6483669796447955,84000012,USA,19707.04827980713,5.9888457943273306
Georgia,US,2020-08-17 04:30:23,33.0406,-83.6431,237030,4702,,232328.0,13.0,2232.462622992416,2005273.0,22087.0,1.9837151415432648,84000013,USA,18886.626255730796,9.318229759945998
Grand Princess,US,2020-08-17 04:30:23,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-08-17 04:30:23,13.4443,144.7937,502,5,345.0,152.0,66.0,305.67074024685036,27773.0,,0.99601593625498,316,GUM,16911.14236827844,
Hawaii,US,2020-08-17 04:30:23,21.0943,-157.4983,5042,40,1808.0,3194.0,15.0,356.1056366677214,159299.0,279.0,0.7933359777865926,84000015,USA,11250.946413235095,5.533518445061484
Idaho,US,2020-08-17 04:30:23,44.2405,-114.4788,27656,269,10616.0,16771.0,16.0,1547.565421515166,223222.0,1103.0,0.9726641596760196,84000016,USA,12490.983819838671,3.9882846398611513
Illinois,US,2020-08-17 04:30:23,40.3495,-88.9861,207412,7955,,199457.0,17.0,1636.79711069151,3368183.0,,3.835361502709583,84000017,USA,26580.10241779773,
Indiana,US,2020-08-17 04:30:23,39.8494,-86.2583,80415,3080,59801.0,17481.0,18.0,1194.4798587211735,906851.0,9935.0,3.896039296151216,84000018,USA,13470.313428603557,12.354660200211404
Iowa,US,2020-08-17 04:30:23,42.0115,-93.2105,52447,975,40525.0,10947.0,19.0,1662.3086017108972,551193.0,,1.859019581672927,84000019,USA,17470.07197938556,
Kansas,US,2020-08-17 04:30:23,38.5266,-96.7265,33885,406,1399.0,32080.0,20.0,1163.1084050672189,343043.0,2020.0,1.1981702818356206,84000020,USA,11775.009490909662,5.961339825881659
