Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-01-19 05:30:28,32.3182,-86.9023,424028,6121,221961.0,195946.0,1.0,8648.01144562157,2034195.0,,1.4435367475732734,84000001.0,USA,41487.21698243081,
Alaska,US,2021-01-19 05:30:28,61.3707,-152.4044,52113,229,7165.0,44699.0,2.0,7120.9563321463465,1410760.0,,0.4395984105350047,84000002.0,USA,192846.64648107768,
American Samoa,US,2021-01-19 05:30:28,-14.271,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-01-19 05:30:28,33.7298,-111.4312,679282,11265,92463.0,575554.0,4.0,9332.441417903732,6069199.0,,1.6583686892925178,84000004.0,USA,44312.823262671154,
Arkansas,US,2021-01-19 05:30:28,34.9697,-92.3731,272263,4343,245096.0,22824.0,5.0,9021.89141508196,2282211.0,,1.5951488083213656,84000005.0,USA,75624.89147737891,
California,US,2021-01-19 09:30:34,36.1162,-119.6816,3043005,33961,,2986012.0,6.0,7642.5920151341525,38655756.0,,1.1175067670985557,84000006.0,USA,97832.39986269565,
Colorado,US,2021-01-19 05:30:28,39.0598,-105.3111,376171,5386,19948.0,350837.0,8.0,6532.179978384145,5032041.0,,1.431795646129021,84000008.0,USA,87380.99819126974,
Connecticut,US,2021-01-19 05:30:28,41.5978,-72.7554,230125,6670,9800.0,213655.0,9.0,6454.599587634882,5305328.0,,2.8984247691472027,84000009.0,USA,148805.07515944718,
Delaware,US,2021-01-19 05:30:28,39.3185,-75.5071,70910,1210,18851.0,51043.0,10.0,7282.051914016127,1126630.0,,1.432802143562262,84000010.0,USA,115698.4649257931,
Diamond Princess,US,2021-01-19 05:30:28,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-01-19 05:30:28,38.8974,-77.0268,34033,857,23554.0,9622.0,11.0,4822.252670567014,1013952.0,,2.518144154203273,84000011.0,USA,143670.341722057,
Florida,US,2021-01-19 05:30:28,27.7663,-81.6868,1579281,24274,,1555007.0,12.0,7353.107080136048,17728996.0,,1.537028559198775,84000012.0,USA,82545.92185387129,
Georgia,US,2021-01-19 05:30:28,33.0406,-83.6431,820952,12360,,808592.0,13.0,7732.121061768002,5957306.0,,1.5055691441156118,84000013.0,USA,56108.77517077355,
Grand Princess,US,2021-01-19 05:30:28,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-01-19 05:30:28,13.4443,144.7937,7474,125,7220.0,129.0,66.0,4550.962375707092,100478.0,,1.6724645437516723,316.0,GUM,61181.64270622119,
Hawaii,US,2021-01-19 05:30:28,21.0943,-157.4983,25187,322,11958.0,12431.0,15.0,1745.214256655969,915086.0,,1.2990692027519224,84000015.0,USA,64630.559824616925,
Idaho,US,2021-01-19 05:30:28,44.2405,-114.4788,155554,1607,71374.0,82573.0,16.0,8704.439961613036,577938.0,,1.0330817593890225,84000016.0,USA,32340.065974097197,
