Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-07-10 04:31:17,32.3182,-86.9023,554071,11398,,,1.0,11300.226281488462,2692708.0,,2.0571370817097447,84000001.0,USA,54917.52809653316,
Alaska,US,2021-07-10 04:31:17,61.3707,-152.4044,71731,379,,,2.0,9805.411833858478,2395221.0,,0.5283629114329927,84000002.0,USA,327419.5025596512,
American Samoa,US,2021-07-10 04:31:17,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-07-10 04:31:17,33.7298,-111.4312,899829,18009,,,4.0,12362.467176564222,10349138.0,,2.001380262249828,84000004.0,USA,142183.54690806085,
Arkansas,US,2021-07-10 04:31:17,34.9697,-92.3731,355460,5948,,,5.0,11778.763630772575,3154022.0,,1.6733247060147414,84000005.0,USA,104513.81203020476,
California,US,2021-07-10 04:31:17,36.1162,-119.6816,3830703,63870,,,6.0,9694.982233725495,70455774.0,,1.6673179831482632,84000006.0,USA,178313.87011558426,
Colorado,US,2021-07-10 04:31:17,39.0598,-105.3111,561912,6837,,,8.0,9757.55790854104,9139070.0,,1.2167385640456156,84000008.0,USA,158699.23538776566,
Connecticut,US,2021-07-10 04:31:17,41.5978,-72.7554,349969,8279,,,9.0,9816.012006887524,8852413.0,,2.365638099374516,84000009.0,USA,248294.54122487197,
Delaware,US,2021-07-10 04:31:17,39.3185,-75.5071,109986,1695,,,10.0,11294.933885417822,1912778.0,,1.5411052315749276,84000010.0,USA,196431.37351555406,
Diamond Princess,US,2021-07-10 04:31:17,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-07-10 04:31:17,38.8974,-77.0268,49455,1143,,,11.0,7007.448823873642,1685028.0,,2.311191992720655,84000011.0,USA,238757.40525314238,
Florida,US,2021-07-10 04:31:17,27.7663,-81.6868,2404895,38157,,,12.0,11197.152660915814,24335454.0,,1.5866389177074258,84000012.0,USA,113305.48465138575,
Georgia,US,2021-07-10 04:31:17,33.0406,-83.6431,1139396,21486,,,13.0,10731.379921474354,9194381.0,,1.8857359513285987,84000013.0,USA,86597.10553116325,
Grand Princess,US,2021-07-10 04:31:17,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-07-10 04:31:17,13.4443,144.7937,8431,141,,,66.0,5133.6852809187185,168952.0,,1.6723994781164748,316.0,GUM,102875.86236292007,
Hawaii,US,2021-07-10 04:31:17,21.0943,-157.4983,38265,519,,,15.0,2702.5748090222846,1757559.0,,1.3563308506468053,84000015.0,USA,124132.61933282105,
Idaho,US,2021-07-10 04:31:17,44.2405,-114.4788,195831,2165,,,16.0,10958.247181831664,805771.0,,1.1055450873457215,84000016.0,USA,45089.07062697775,
Illinois,US,2021-07-10 04:31:17,40.3495,-88.9861,1395497,25730,,,17.0,11012.60032003293,26023512.0,,1.8437875538249096,84000017.0,USA,205365.2115193231,
Indiana,US,2021-07-10 04:31:17,39.8494,-86.2583,757062,13914,,,18.0,11245.356100269466,10931782.0,,1.83789438645712,84000018.0,USA,162380.07111771026,
Iowa,US,2021-07-10 04:31:17,42.0115,-93.2105,374627,6149,,,19.0,11873.809455891631,1500404.0,,1.6413659453269518,84000019.0,USA,47555.331577429344,
