Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-11-30 05:30:26,32.3182,-86.9023,247229,3577,161946.0,81706.0,1.0,5042.212357885742,1579713.0,,1.44683673840852,84000001.0,USA,32218.09905194277,
Alaska,US,2020-11-30 05:30:26,61.3707,-152.4044,32065,121,7165.0,24779.0,2.0,4383.189004094074,1006180.0,,0.37735849056603776,84000002.0,USA,137541.77801775697,
American Samoa,US,2020-11-30 05:30:26,-14.271,-170.132,0,0,,0.0,60.0,0.0,1988.0,,,16.0,ASM,3572.904872306393,
Arizona,US,2020-11-30 05:30:26,33.7298,-111.4312,325995,6634,51911.0,267450.0,4.0,4478.742613567748,2236325.0,,2.0350005368180493,84000004.0,USA,30724.164711995265,
Arkansas,US,2020-11-30 05:30:26,34.9697,-92.3731,156247,2470,136872.0,16905.0,5.0,5177.506557748615,1675828.0,,1.5808303519427571,84000005.0,USA,55531.37314418034,
California,US,2020-11-30 05:30:26,36.1162,-119.6816,1226219,19152,,1196304.0,6.0,3076.149372815597,23807501.0,,1.5756239432969543,84000006.0,USA,60253.509401381954,
Colorado,US,2020-11-30 05:30:26,39.0598,-105.3111,228772,3003,12345.0,213424.0,8.0,3972.607877839859,3175126.0,,1.312660640288147,84000008.0,USA,55135.81452596542,
Connecticut,US,2020-11-30 05:30:26,41.5978,-72.7554,112581,4961,9800.0,97820.0,9.0,3157.6981039675065,3154617.0,,4.4066050221618225,84000009.0,USA,88481.43221008574,
Delaware,US,2020-11-30 05:30:26,39.3185,-75.5071,35251,817,17279.0,17202.0,10.0,3620.0763223943377,729464.0,,2.1843351961646484,84000010.0,USA,74911.78560719025,
Diamond Princess,US,2020-11-30 05:30:26,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2020-11-30 05:30:26,38.8974,-77.0268,21448,680,15671.0,5097.0,11.0,3039.0407921229785,690342.0,,3.1704587840358074,84000011.0,USA,97816.92924821713,
Florida,US,2020-11-30 05:30:26,27.7663,-81.6868,992660,18500,,974160.0,12.0,4621.809085379898,12356348.0,,1.8636794068462517,84000012.0,USA,57530.95868526559,
Georgia,US,2020-11-30 05:30:26,33.0406,-83.6431,469516,9442,,460074.0,13.0,4422.127666948939,4302927.0,,2.011007079630939,84000013.0,USA,40527.03749299618,
Grand Princess,US,2020-11-30 05:30:26,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2020-11-30 05:30:26,13.4443,144.7937,6768,112,5521.0,1135.0,66.0,4121.074840618892,83251.0,,1.6548463356973997,316.0,GUM,50692.02150655488,
Hawaii,US,2020-11-30 05:30:26,21.0943,-157.4983,18138,244,11958.0,5936.0,15.0,1281.0480043393752,665237.0,,1.3452420333002535,84000015.0,USA,46984.261289156086,
Idaho,US,2020-11-30 05:30:26,44.2405,-114.4788,100484,920,40120.0,59444.0,16.0,5622.850875597698,471144.0,,0.9155686477449146,84000016.0,USA,26364.12217798457,
Illinois,US,2020-11-30 05:30:26,40.3495,-88.9861,720114,12882,,707232.0,17.0,5682.798076140753,10431018.0,,1.788883426790758,84000017.0,USA,82316.64572913396,
Indiana,US,2020-11-30 05:30:26,39.8494,-86.2583,333312,6351,191290.0,136337.0,18.0,4950.997583411949,4222028.0,,1.705609158986175,84000018.0,USA,62713.76495624993,
Iowa,US,2020-11-30 05:30:26,42.0115,-93.2105,228690,2399,131098.0,95193.0,19.0,7248.333634436003,1067985.0,,1.0490183217455944,84000019.0,USA,33849.80364936436,
Kansas,US,2020-11-30 05:30:26,38.5266,-96.7265,155396,1529,3352.0,150619.0,20.0,5337.564025024422,812424.0,,0.9832797427652732,84000020.0,USA,27886.592382420844,
Kentucky,US,2020-11-30 05:30:26,37.6681,-84.6701,176925,1896,27998.0,147031.0,21.0,3960.115254630319,2548528.0,,1.0716405256464605,84000021.0,USA,57043.74514428429,
