Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-06-24 04:33:41,32.3182,-86.9023,31889,864,15974,14259.0,1,634.2204097948578,354038,2521,2.778403061388558,84000001,USA,7220.571934365112,8.106891340000644
Alaska,US,2020-06-24 04:33:41,61.3707,-152.4044,776,12,502,246.0,2,103.88971286797121,92947,,1.5789473684210527,84000002,USA,12705.575186762264,
American Samoa,US,2020-06-24 04:33:41,-14.270999999999999,-170.132,0,0,,0.0,60,0.0,174,,,16,ASM,312.7190381193724,
Arizona,US,2020-06-24 04:33:41,33.7298,-111.4312,58378,1396,7746,49236.0,4,802.0369523914723,615298,4255,2.3913117955394156,84000004,USA,6052.138034766292,7.288704649011614
Arkansas,US,2020-06-24 04:33:41,34.9697,-92.3731,16678,237,11220,5221.0,5,552.6535189164041,264492,1188,1.4210336970859816,84000005,USA,8764.386288837844,7.123156253747451
California,US,2020-06-24 04:33:41,36.1162,-119.6816,196541,5621,,185851.0,6,484.60194203702486,3496929,,2.9382119001237745,84000006,USA,8850.246163067059,
Colorado,US,2020-06-24 04:33:41,39.0598,-105.3111,30893,1665,4342,24870.0,8,536.1766887733697,287876,5343,5.392363247724844,84000008,USA,4998.9442127577995,17.304142241798104
Connecticut,US,2020-06-24 04:33:41,41.5978,-72.7554,45899,4277,7842,33780.0,9,1287.3858401862178,403944,10099,9.318285801433582,84000009,USA,11329.915375676628,22.002658009978433
Delaware,US,2020-06-24 04:33:41,39.3185,-75.5071,10847,557,6554,3789.0,10,1113.924934583739,97536,,4.646446021941551,84000010,USA,10016.390008256622,
Diamond Princess,US,2020-06-24 04:33:41,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-06-24 04:33:41,38.8974,-77.0268,10094,537,1182,8375.0,11,1430.2535320630989,83302,,5.3199920744997025,84000011,USA,11803.346515545894,
Florida,US,2020-06-24 04:33:41,27.7663,-81.6868,103503,3238,,100265.0,12,481.9083127798799,1640752,13614,3.1284117368578688,84000012,USA,7639.315073091732,13.153241935016377
Georgia,US,2020-06-24 04:33:41,33.0406,-83.6431,67810,2695,,65115.0,13,638.6672170827139,731261,10123,3.9743400678366023,84000013,USA,6887.368055318131,14.928476625866391
Grand Princess,US,2020-06-24 04:33:41,,,103,3,,100.0,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-06-24 04:33:41,13.4443,144.7937,225,5,174,46.0,66,137.0038178397238,10651,,2.2222222222222223,316,GUM,6485.456283603992,
Hawaii,US,2020-06-24 04:33:41,21.0943,-157.4983,819,17,669,133.0,15,57.84421190616101,69340,99,2.075702075702076,84000015,USA,4897.335352348235,12.087912087912088
Idaho,US,2020-06-24 04:33:41,44.2405,-114.4788,4254,89,3405,760.0,16,238.0439435610904,76164,293,2.092148566055477,84000016,USA,4261.960253264431,6.88763516690174
Illinois,US,2020-06-24 04:33:41,40.3495,-88.9861,137825,6707,,131118.0,17,1087.64951777649,1400510,,4.86631598040994,84000017,USA,11052.160537936892,
