Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-08-07 04:35:29,32.3182,-86.9023,97044,1714,37923,56955.0,1,1969.984815992054,739784,11313,1.7744740765280769,84000001,USA,15087.825566443036,11.712150074540334
Alaska,US,2020-08-07 04:35:29,61.3707,-152.4044,3528,25,1220,2238.0,2,476.1156183146628,261572,,0.7177720356014929,84000002,USA,35756.105229343375,
American Samoa,US,2020-08-07 04:35:29,-14.270999999999999,-170.132,0,0,,0.0,60,0.0,1396,,,16,ASM,2508.941248360022,
Arizona,US,2020-08-07 04:35:29,33.7298,-111.4312,183656,4002,24531,155123.0,4,2523.191930665803,1414087,14068,2.179073920808468,84000004,USA,13681.861789653314,7.659972992986889
Arkansas,US,2020-08-07 04:35:29,34.9697,-92.3731,47028,515,39555,6958.0,5,1558.3517020986121,539836,3118,1.0950922854469678,84000005,USA,17888.37180943494,6.630092710725525
California,US,2020-08-07 04:35:29,36.1162,-119.6816,547639,10029,,531318.0,6,1370.0545271775775,8500463,,1.8511505729311948,84000006,USA,21513.502290164743,
Colorado,US,2020-08-07 04:35:29,39.0598,-105.3111,49436,1852,5471,42095.0,8,858.1397028792429,565319,6536,3.7476223238496096,84000008,USA,9816.720196932105,13.225950058683072
Connecticut,US,2020-08-07 04:35:29,41.5978,-72.7554,50245,4437,8721,37087.0,9,1409.2834602095147,857098,10920,8.830729425813514,84000009,USA,24040.0842905494,21.733505821474772
Delaware,US,2020-08-07 04:35:29,39.3185,-75.5071,15365,606,8365,6413.0,10,1577.8977247053701,192703,,3.820370972990563,84000010,USA,19789.497249846987,
Diamond Princess,US,2020-08-07 04:35:29,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-08-07 04:35:29,38.8974,-77.0268,12518,587,10094,1837.0,11,1773.7184183045247,205983,,4.689247483623582,84000011,USA,29186.43880473086,
Florida,US,2020-08-07 04:35:29,27.7663,-81.6868,510389,7747,,502642.0,12,2376.3630218584017,3857363,29515,1.5178618661452343,84000012,USA,17959.820441045536,5.78284406599672
Georgia,US,2020-08-07 04:35:29,33.0406,-83.6431,204895,4026,,200869.0,13,1929.7997263554444,1724762,20002,1.9649088557553869,84000013,USA,16244.638647249902,9.762073257034091
Grand Princess,US,2020-08-07 04:35:29,,,103,3,,100.0,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-08-07 04:35:29,13.4443,144.7937,411,5,321,85.0,66,250.26030725389546,23877,,1.2165450121654502,316,GUM,14538.84514915149,
Hawaii,US,2020-08-07 04:35:29,21.0943,-157.4983,2914,29,1402,1483.0,15,205.80956470641414,134909,214,0.9951956074124915,84000015,USA,9528.333069656013,7.3438572409059715
Idaho,US,2020-08-07 04:35:29,44.2405,-114.4788,23401,223,8207,14971.0,16,1309.46552028046,194593,931,0.9529507286013418,84000016,USA,10888.971581895454,3.978462458869279
Illinois,US,2020-08-07 04:35:29,40.3495,-88.9861,189705,7791,,181914.0,17,1497.0618666409507,2939030,,4.106902822803827,84000017,USA,23193.4305258889,
Indiana,US,2020-08-07 04:35:29,39.8494,-86.2583,71015,2948,53301,14701.0,18,1054.8527907366056,804345,9267,4.242765612898683,84000018,USA,11947.695106175244,13.049355769907766
Iowa,US,2020-08-07 04:35:29,42.0115,-93.2105,47559,912,35548,11099.0,19,1507.3833544105203,503120,,1.917618116444837,84000019,USA,15946.397385794928,
Kansas,US,2020-08-07 04:35:29,38.5266,-96.7265,29612,378,1254,27985.0,20,1016.6085770363236,308718,1821,1.2762940203261641,84000020,USA,10596.798010787714,6.148495796333187
Kentucky,US,2020-08-07 04:35:29,37.6681,-84.6701,33254,760,8523,23971.0,21,744.3248420374543,632444,3924,2.2854393456426294,84000021,USA,14156.004703119499,11.800084200396945
