Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-07-27 04:35:15,32.3182,-86.9023,79948,1473,32510,45311.0,1,1617.1937220398577,649686,9157,1.8576437057028274,84000001,USA,13250.285273755731,11.548162534365778
Alaska,US,2020-07-27 04:35:15,61.3707,-152.4044,2525,20,817,1688.0,2,345.1599013047728,207264,,0.7920792079207921,84000002,USA,28332.36506298314,
American Samoa,US,2020-07-27 04:35:15,-14.270999999999999,-170.132,0,0,,0.0,60,0.0,1037,,,16,ASM,1863.7335777574092,
Arizona,US,2020-07-27 04:35:15,33.7298,-111.4312,162014,3305,20978,137731.0,4,2225.8593100954467,867103,7706,2.0399471650598096,84000004,USA,11912.854971556113,4.756379078351253
Arkansas,US,2020-07-27 04:35:15,34.9697,-92.3731,38623,401,31622,6600.0,5,1279.8379218796185,477267,2542,1.038241462341092,84000005,USA,15815.042991526288,6.581570566760738
California,US,2020-07-27 04:35:15,36.1162,-119.6816,458378,8448,,443840.0,6,1144.6786985384244,7168139,,1.8678364228102449,84000006,USA,18141.573558136683,
Colorado,US,2020-07-27 04:35:15,39.0598,-105.3111,44336,1794,5158,37366.0,8,769.5786019709881,490396,6261,4.04801660724762,84000008,USA,8515.688164902853,14.12744257412338
Connecticut,US,2020-07-27 04:35:15,41.5978,-72.7554,48776,4413,8516,35847.0,9,1368.0806061335315,713072,10712,9.04748236837789,84000009,USA,20000.4095041998,21.961620469083154
Delaware,US,2020-07-27 04:35:15,39.3185,-75.5071,14290,595,7996,5715.0,10,1467.5013658340213,169993,,4.051784464660602,84000010,USA,17457.309984760166,
Diamond Princess,US,2020-07-27 04:35:15,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-07-27 04:35:15,38.8974,-77.0268,11780,581,9607,1592.0,11,1669.1486633349816,171598,,4.932088285229202,84000011,USA,24314.31004507268,
Florida,US,2020-07-27 04:35:15,27.7663,-81.6868,423855,5854,,418001.0,12,1973.46210171025,3386503,24421,1.3811326986823325,84000012,USA,15767.50381103931,5.761640183553338
Georgia,US,2020-07-27 04:35:15,33.0406,-83.6431,167953,3498,,164455.0,13,1581.8621901001777,1428945,17091,2.0827255244026603,84000013,USA,13458.491763961933,10.176061159967372
Grand Princess,US,2020-07-27 04:35:15,,,103,3,,100.0,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-07-27 04:35:15,13.4443,144.7937,337,5,244,88.0,66,205.201273831053,20032,,1.4836795252225519,316,GUM,12197.602128734876,
Hawaii,US,2020-07-27 04:35:15,21.0943,-157.4983,1683,26,1167,490.0,15,118.86667721375943,114052,161,1.5448603683897801,84000015,USA,8055.247932016454,9.566250742721332
Idaho,US,2020-07-27 04:35:15,44.2405,-114.4788,18178,146,5483,12549.0,16,1017.1985909857783,166224,723,0.8031686654197382,84000016,USA,9301.50833909231,3.977335240400484
Illinois,US,2020-07-27 04:35:15,40.3495,-88.9861,172663,7590,,165073.0,17,1362.5744871238317,2512809,,4.395846243839155,84000017,USA,19829.896587080893,
Indiana,US,2020-07-27 04:35:15,39.8494,-86.2583,62372,2835,43809,15660.0,18,926.4701579078161,701311,8401,4.654332072083627,84000018,USA,10417.233901630354,13.469184890656063
Iowa,US,2020-07-27 04:35:15,42.0115,-93.2105,42357,829,29625,11903.0,19,1342.5058715020587,450599,,1.9571735486460324,84000019,USA,14281.74335276238,
Kansas,US,2020-07-27 04:35:15,38.5266,-96.7265,25289,331,1077,23882.0,20,868.083563941271,277967,1596,1.3088177145116646,84000020,USA,9541.264690314878,6.31079478054567
Kentucky,US,2020-07-27 04:35:15,37.6681,-84.6701,27082,700,7421,18961.0,21,606.1768620935328,541898,3266,2.5847426334834944,84000021,USA,12129.312060215687,12.059670629938704
Louisiana,US,2020-07-27 04:35:15,31.1695,-91.8678,107574,3763,61456,42355.0,22,2314.019506994717,1233264,,3.4980571513562757,84000022,USA,26528.686794897774,
Maine,US,2020-07-27 04:35:15,44.6939,-69.3819,3814,119,3284,411.0,23,283.73500608534965,155318,381,3.1200839014158364,84000023,USA,11554.576212680739,9.98951232302045
Maryland,US,2020-07-27 04:35:15,39.0639,-76.8021,83748,3440,5434,74874.0,24,1385.2536025724153,838572,12283,4.107560777570808,84000024,USA,13870.598510010454,14.666618904332044
Massachusetts,US,2020-07-27 04:35:15,42.2302,-71.5301,115637,8529,96452,10656.0,25,1677.7214315322024,1120759,11828,7.375666957807622,84000025,USA,16260.55150066674,10.228560062955628
Michigan,US,2020-07-27 04:35:15,43.3266,-84.5361,86661,6400,57502,22759.0,26,867.7504844617281,1670744,,7.385098256424459,84000026,USA,16729.427486545566,
Minnesota,US,2020-07-27 04:35:15,45.6945,-93.9002,51153,1614,44431,5108.0,27,907.0272670273522,957374,4920,3.155240161867339,84000027,USA,16975.823954470787,9.618204210896721
Mississippi,US,2020-07-27 04:35:15,32.7416,-89.6787,52154,1493,30315,20346.0,28,1752.3988214299754,423093,3982,2.862675921309967,84000028,USA,14216.122915888956,7.635080722475745
Missouri,US,2020-07-27 04:35:15,38.4561,-92.2884,42849,1209,,40951.0,29,686.9327021025746,626951,,2.8676470588235294,84000029,USA,10215.20741261649,
Montana,US,2020-07-27 04:35:15,46.9219,-110.4544,3341,46,2079,1216.0,30,312.5999973801856,152315,199,1.3768332834480694,84000030,USA,14251.322538450455,5.956300508829692
Nebraska,US,2020-07-27 04:35:15,41.1254,-98.2681,24618,316,18097,6205.0,31,1272.6374167187066,255464,1567,1.2836136160532943,84000031,USA,13206.314283232907,6.365261190998456
Nevada,US,2020-07-27 04:35:15,38.3135,-117.0554,42843,734,994,41115.0,32,1390.9360434990956,438931,,1.7132320332376352,84000032,USA,14250.284725838561,
New Hampshire,US,2020-07-27 04:35:15,43.4525,-71.5639,6436,409,5438,589.0,33,473.3358779917203,153609,688,6.354878806712244,84000033,USA,11297.180062527994,10.689869484151647
New Jersey,US,2020-07-27 04:35:15,40.2989,-74.521,181415,15787,32133,131443.0,34,2019.355586854143,1953289,21314,8.801703807362722,84000034,USA,21991.07427334925,11.883164309249956
New Mexico,US,2020-07-27 04:35:15,34.8405,-106.2485,19042,614,7268,11160.0,35,908.1331858725723,512425,2542,3.2244512131078666,84000035,USA,24438.09199510308,13.34943808423485
