Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-11-10 05:42:01,32.3182,-86.9023,206523,3084,84471.0,117302.0,1.0,4178.039376446126,1406829.0,,1.5054403803628873,84000001,USA,28692.146023452104,
Alaska,US,2020-11-10 05:42:01,61.3707,-152.4044,20300,84,7161.0,13055.0,2.0,2774.948909499757,767997.0,,0.4137931034482759,84000002,USA,104982.87870192537,
American Samoa,US,2020-11-10 05:42:01,-14.271,-170.132,0,0,,0.0,60.0,0.0,1768.0,,,16,ASM,3177.5129850290255,
Arizona,US,2020-11-10 05:42:01,33.7298,-111.4312,259699,6164,43460.0,210075.0,4.0,3567.9227534193183,1883207.0,,2.373517033180721,84000004,USA,25872.78774542272,
Arkansas,US,2020-11-10 05:42:01,34.9697,-92.3731,122811,2108,108201.0,12502.0,5.0,4069.548585660301,1436416.0,,1.7164586234132122,84000005,USA,47598.05474444331,
California,US,2020-11-10 05:42:01,36.1162,-119.6816,987844,18036,,963276.0,6.0,2483.527692177684,19918479.0,,1.8364470695416373,84000006,USA,50410.929802658786,
Colorado,US,2020-11-10 05:42:01,39.0598,-105.3111,134537,2408,8667.0,123462.0,8.0,2336.224477038017,2245385.0,,1.78984219954362,84000008,USA,38990.934816251334,
Connecticut,US,2020-11-10 05:42:01,41.5978,-72.7554,81432,4698,9800.0,66934.0,9.0,2284.023698512911,2437812.0,,5.769230769230768,84000009,USA,68376.31865260778,
Delaware,US,2020-11-10 05:42:01,39.3185,-75.5071,26908,749,14158.0,12031.0,10.0,2763.29788326535,593799.0,,2.6720677865318865,84000010,USA,60979.765117626026,
Diamond Princess,US,2020-11-10 05:42:01,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-11-10 05:42:01,38.8974,-77.0268,18087,655,13919.0,3513.0,11.0,2562.809157363312,558814.0,,3.621385525515564,84000011,USA,79180.27514031192,
Florida,US,2020-11-10 05:42:01,27.7663,-81.6868,847821,17179,,830642.0,12.0,3947.441017645388,10600474.0,,2.0262531831601245,84000012,USA,29845.46276919212,
Georgia,US,2020-11-10 05:42:01,33.0406,-83.6431,407333,8677,,399110.0,13.0,3836.458244152088,3749894.0,,2.0187414228653213,84000013,USA,35318.306523155385,
Grand Princess,US,2020-11-10 05:42:01,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-11-10 05:42:01,13.4443,144.7937,5473,90,3654.0,1729.0,66.0,3332.541755719148,72954.0,,1.6444363237712407,316,GUM,44422.11789635204,
Hawaii,US,2020-11-10 05:42:01,21.0943,-157.4983,16010,221,11958.0,3831.0,15.0,1130.751932378068,566994.0,,1.3803872579637726,84000015,USA,40045.56909099128,
Idaho,US,2020-11-10 05:42:01,44.2405,-114.4788,74227,698,32702.0,40827.0,16.0,4153.570239470864,408308.0,,0.9403586296091718,84000016,USA,22847.965798669888,
Illinois,US,2020-11-10 05:42:01,40.3495,-88.9861,498560,10563,,487997.0,17.0,3934.399010213291,8520133.0,,2.118701861360719,84000017,USA,67236.84780585206,
Indiana,US,2020-11-10 05:42:01,39.8494,-86.2583,214509,4932,134598.0,75247.0,18.0,3186.304545351243,3239034.0,,2.1742677463416453,84000018,USA,48112.42771514117,
Iowa,US,2020-11-10 05:42:01,42.0115,-93.2105,159910,1872,101158.0,56880.0,19.0,5068.350306015397,945621.0,,1.1706584954036643,84000019,USA,29971.474483925867,
Kansas,US,2020-11-10 05:42:01,38.5266,-96.7265,105007,1181,2842.0,101268.0,20.0,3612.106350362508,689982.0,,1.0662155998175458,84000020,USA,23683.749846394858,
Kentucky,US,2020-11-10 05:42:01,37.6681,-84.6701,122567,1576,22942.0,98049.0,21.0,2743.419225176059,2085875.0,,1.2858273434121743,84000021,USA,46688.17525364994,
Louisiana,US,2020-11-10 05:42:01,31.1695,-91.8678,188352,6048,172210.0,10094.0,22.0,4051.631455383913,2898463.0,,3.2110091743119265,84000022,USA,62348.70807353478,
Maine,US,2020-11-10 05:42:01,44.6939,-69.3819,7888,153,6036.0,1699.0,23.0,586.8121992661872,698403.0,,1.9396551724137927,84000023,USA,51956.313438654026,
Maryland,US,2020-11-10 05:42:01,39.0639,-76.8021,155371,4221,8297.0,142853.0,24.0,2569.950774768099,3678109.0,,2.7167231980227973,84000024,USA,60838.63188260048,
Massachusetts,US,2020-11-10 05:42:01,42.2302,-71.5301,172727,10163,131646.0,30918.0,25.0,2506.012692341229,6767987.0,,5.883851395554834,84000025,USA,98193.45744209325,
Michigan,US,2020-11-10 05:42:01,43.3266,-84.5361,238308,8008,128981.0,101319.0,26.0,2386.216203956861,5368310.0,,3.3603571848196454,84000026,USA,53753.748551721525,
Minnesota,US,2020-11-10 05:42:01,45.6945,-93.9002,184788,2729,149766.0,32293.0,27.0,3276.5967708531343,3103434.0,,1.4768274996211874,84000027,USA,55029.01607764479,
Mississippi,US,2020-11-10 05:42:01,32.7416,-89.6787,127205,3443,111430.0,12332.0,28.0,4274.147564520459,1001068.0,,2.7066546126331508,84000028,USA,33636.35355622316,
Missouri,US,2020-11-10 05:42:01,38.4561,-92.2884,216913,3156,,212979.0,29.0,3521.73581506781,2669455.0,,1.4643015767266268,84000029,USA,43494.685395901986,
Montana,US,2020-11-10 05:42:01,46.9219,-110.4544,40053,457,23825.0,15771.0,30.0,3747.5509413554546,540913.0,,1.1409881906473922,84000030,USA,50610.41675633293,
Nebraska,US,2020-11-10 05:42:01,41.1254,-98.2681,85551,710,48689.0,36152.0,31.0,4422.593372235847,1039698.0,,0.8299143201131489,84000031,USA,53747.60650286807,
Nevada,US,2020-11-10 05:42:01,38.3135,-117.0554,110982,1852,2550.0,106580.0,32.0,3603.1291921578004,1344308.0,,1.6687390748049231,84000032,USA,43644.15308835007,
New Hampshire,US,2020-11-10 05:42:01,43.4525,-71.5639,12699,489,10153.0,2057.0,33.0,933.9484640486104,665787.0,,3.8506969052681312,84000033,USA,48965.33160355398,
New Jersey,US,2020-11-10 05:42:01,40.2989,-74.521,273968,16440,38322.0,201891.0,34.0,2889.523867424588,5037287.0,,6.405535879183178,84000034,USA,56712.21849566379,
New Mexico,US,2020-11-10 05:42:01,34.8405,-106.2485,56289,1130,23205.0,31954.0,35.0,2684.482139459155,1262482.0,,2.007497024285384,84000035,USA,60209.10622659263,
New York,US,2020-11-10 05:42:01,42.1657,-74.9481,537243,33923,80764.0,417493.0,36.0,2735.6431041082915,15776230.0,,6.333383441692661,84000036,USA,81096.87475727452,
North Carolina,US,2020-11-10 05:42:01,35.6301,-79.8064,294860,4615,261719.0,28526.0,37.0,2811.3809919905293,4399616.0,,1.565149562504239,84000037,USA,41948.71055571256,
North Dakota,US,2020-11-10 05:42:01,47.5289,-99.784,55458,644,43949.0,10865.0,38.0,7277.360634699014,907372.0,,1.16123913592268,84000038,USA,119068.00234101688,
Northern Mariana Islands,US,2020-11-10 05:42:01,15.0979,145.6739,100,2,29.0,69.0,69.0,181.3433918468011,16093.0,,2.0,580,MNP,29183.592049905703,
Ohio,US,2020-11-10 05:42:01,40.3888,-82.7649,254974,5524,186254.0,63196.0,39.0,2181.2971058507496,4918126.0,,2.1664954073748697,84000039,USA,42074.462533471364,
