Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-09-11 04:30:23,32.3182,-86.9023,135138,2301,54223.0,79041.0,1.0,2764.8355099797377,1005738.0,,1.6973407590454763,84000001,USA,20511.932549964968,
Alaska,US,2020-09-11 04:30:23,61.3707,-152.4044,6012,42,2351.0,3619.0,2.0,821.8223075818986,393077.0,,0.6986027944111777,84000002,USA,53732.442980267784,
American Samoa,US,2020-09-11 04:30:23,-14.271,-170.132,0,0,,0.0,60.0,0.0,1571.0,,,16,ASM,2823.457522330656,
Arizona,US,2020-09-11 04:30:23,33.7298,-111.4312,207002,5273,32310.0,169419.0,4.0,2843.9352704604403,1272734.0,,2.5473183833972617,84000004,USA,17485.69150304923,
Arkansas,US,2020-09-11 04:30:23,34.9697,-92.3731,66804,940,60668.0,5196.0,5.0,2213.662650059447,797178.0,,1.4071013711753788,84000005,USA,26415.830849187027,
California,US,2020-09-11 04:30:23,36.1162,-119.6816,752889,14077,,736884.0,6.0,1900.5789676779261,12389991.0,,1.874531433722923,84000006,USA,31357.362505268306,
Colorado,US,2020-09-11 04:30:23,39.0598,-105.3111,60175,1979,6102.0,52074.0,8.0,1044.5868676737396,1079276.0,,3.2898345939655886,84000008,USA,18741.54328310935,
Connecticut,US,2020-09-11 04:30:23,41.5978,-72.7554,54093,4478,9142.0,40473.0,9.0,1517.2130602669574,1309460.0,,8.278335459301571,84000009,USA,36728.03900499455,
Delaware,US,2020-09-11 04:30:23,39.3185,-75.5071,18466,628,10027.0,7826.0,10.0,1896.352709691465,256698.0,,3.3196144265135925,84000010,USA,26361.41816703021,
Diamond Princess,US,2020-09-11 04:30:23,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-09-11 04:30:23,38.8974,-77.0268,14412,616,11498.0,2298.0,11.0,2042.085784039368,319188.0,,4.274215931168471,84000011,USA,45226.8441046321,
Florida,US,2020-09-11 04:30:23,27.7663,-81.6868,654731,12326,,642405.0,12.0,3048.417065540937,4850259.0,,1.8826052226028704,84000012,USA,22582.72833865132,
Georgia,US,2020-09-11 04:30:23,33.0406,-83.6431,289123,6204,,282919.0,13.0,2723.0995694529643,2542594.0,,2.1457995386046766,84000013,USA,23947.374047355937,
Grand Princess,US,2020-09-11 04:30:23,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-09-11 04:30:23,13.4443,144.7937,1846,21,1081.0,744.0,66.0,1124.0402121428006,42618.0,,1.1375947995666305,316,GUM,25950.349816414884,
Hawaii,US,2020-09-11 04:30:23,21.0943,-157.4983,10292,94,3120.0,7078.0,15.0,726.9018668354203,239272.0,,0.9133307423241352,84000015,USA,16899.267730416308,
