Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-06-03 04:31:34,32.3182,-86.9023,544598,11167,,,1.0,11107.02533149371,2611777.0,,2.0505033070264678,84000001.0,USA,53266.947912428346,
Alaska,US,2021-06-03 04:31:34,61.3707,-152.4044,70355,369,,,2.0,9617.316774771203,2275318.0,,0.5244829791770308,84000002.0,USA,311029.1232938507,
American Samoa,US,2021-06-03 04:31:34,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-06-03 04:31:34,33.7298,-111.4312,882369,17648,,,4.0,12122.589736625288,9741124.0,,2.0000702653878366,84000004.0,USA,133830.23409207966,
Arkansas,US,2021-06-03 04:31:34,34.9697,-92.3731,341692,5835,,,5.0,11322.537845400166,3056091.0,,1.7076782599534084,84000005.0,USA,101268.7039980065,
California,US,2021-06-03 07:31:26,36.1162,-119.6816,3791889,62855,,,6.0,9596.7493400713,65858455.0,,1.6691944305331723,84000006.0,USA,166678.68826312304,
Colorado,US,2021-06-03 04:31:34,39.0598,-105.3111,544157,6590,,,8.0,9449.243722928088,8579759.0,,1.2110475469395778,84000008.0,USA,148986.84364068785,
Connecticut,US,2021-06-03 04:31:34,41.5978,-72.7554,347678,8247,,,9.0,9751.753505398025,8495186.0,,2.3720223885319176,84000009.0,USA,238274.9551438636,
Delaware,US,2021-06-03 04:31:34,39.3185,-75.5071,108911,1666,,,10.0,11184.537526546475,1848651.0,,1.5296893794015296,84000010.0,USA,189845.89695244434,
Diamond Princess,US,2021-06-03 04:31:34,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-06-03 04:31:34,38.8974,-77.0268,49011,1135,,,11.0,6944.536938770016,1625661.0,,2.315806655648732,84000011.0,USA,230345.49110236074,
Florida,US,2021-06-03 04:31:34,27.7663,-81.6868,2327989,36924,,,12.0,10839.079554796672,24264116.0,,1.5860899686381682,84000012.0,USA,112973.33606422314,
Georgia,US,2021-06-03 04:31:34,33.0406,-83.6431,1124571,20867,,,13.0,10591.750936173496,8787650.0,,1.855552028284564,84000013.0,USA,82766.31721275492,
Grand Princess,US,2021-06-03 04:31:34,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-06-03 04:31:34,13.4443,144.7937,8187,139,,,66.0,4985.11225179475,154825.0,,1.6978136069378282,316.0,GUM,94273.84932015662,
Hawaii,US,2021-06-03 04:31:34,21.0943,-157.4983,36357,500,,,15.0,2567.816864801338,1610508.0,,1.3752509833044528,84000015.0,USA,113746.72286760385,
Idaho,US,2021-06-03 04:31:34,44.2405,-114.4788,192478,2097,,,16.0,10770.621102198298,776382.0,,1.0894751607975977,84000016.0,USA,43444.53055708662,
Illinois,US,2021-06-03 04:31:34,40.3495,-88.9861,1383065,25241,,,17.0,10913.814202394433,24640360.0,,1.825118096514842,84000017.0,USA,194450.03208299735,
Indiana,US,2021-06-03 04:31:34,39.8494,-86.2583,744474,13637,,,18.0,11058.374660717363,10452758.0,,1.83176309716659,84000018.0,USA,155264.67573321663,
Iowa,US,2021-06-03 04:31:34,42.0115,-93.2105,371640,6061,,,19.0,11779.13643754338,1468920.0,,1.630879345603272,84000019.0,USA,46557.44563512062,
Kansas,US,2021-06-03 04:31:34,38.5266,-96.7265,315767,5081,,,20.0,10838.756138198629,1414194.0,,1.6090978474634778,84000020.0,USA,48542.45028170668,
Kentucky,US,2021-06-03 04:31:34,37.6681,-84.6701,459124,7071,,,21.0,10276.580224201729,5341694.0,,1.5401068121030483,84000021.0,USA,119563.22676256744,
Louisiana,US,2021-06-03 04:31:34,31.1695,-91.8678,472304,10595,,,22.0,10159.710238827533,6855760.0,,2.243258579220164,84000022.0,USA,147473.94700647093,
Maine,US,2021-06-03 04:31:34,44.6939,-69.3819,67881,827,,,23.0,5049.873085495443,2266622.0,,1.2183085104815778,84000023.0,USA,168620.8723028808,
Maryland,US,2021-06-03 04:31:34,39.0639,-76.8021,460060,9622,,,24.0,7609.731246112928,10418722.0,,2.0914663304786334,84000024.0,USA,172333.33553876483,
Massachusetts,US,2021-06-03 04:31:34,42.2302,-71.5301,707265,17886,,,25.0,10261.366589176674,22963891.0,,2.528896523933745,84000025.0,USA,333172.0131278869,
Michigan,US,2021-06-03 04:31:34,43.3266,-84.5361,993422,20423,,,26.0,9947.293728146904,13768911.0,,2.0558232050427714,84000026.0,USA,137870.31295231322,
Minnesota,US,2021-06-03 04:31:34,45.6945,-93.9002,601645,7520,,,27.0,10668.16061757221,9133530.0,,1.2499065063284829,84000027.0,USA,161952.5883958386,
Mississippi,US,2021-06-03 04:31:34,32.7416,-89.6787,317856,7322,,,28.0,10680.110438019065,1935302.0,,2.3035588442565187,84000028.0,USA,65027.053417016425,
Missouri,US,2021-06-03 04:31:34,38.4561,-92.2884,607158,9537,,,29.0,9892.710757665916,5531103.0,,1.5707608233771109,84000029.0,USA,90120.86170298047,
Montana,US,2021-06-03 04:31:34,46.9219,-110.4544,112002,1621,,,30.0,10479.44474904985,1392244.0,,1.4472955840074284,84000030.0,USA,130265.0316529719,
Nebraska,US,2021-06-03 04:31:34,41.1254,-98.2681,223434,2249,,,31.0,11550.510543794275,2981720.0,,1.006561221658297,84000031.0,USA,154141.21529687635,
