Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-07-08 05:34:00,32.3182,-86.9023,46348,1033,22082,22670.0,1,933.7807975836115,461364,2961,2.2561974445779187,84000001,USA,9409.47567754429,6.467183575406793
Alaska,US,2020-07-08 05:34:00,61.3707,-152.4044,1180,17,560,603.0,2,161.3024489265869,131420,,1.4406779661016949,84000002,USA,17964.718506722074,
American Samoa,US,2020-07-08 05:34:00,-14.270999999999999,-170.132,0,0,,0.0,60,0.0,696,,,16,ASM,1250.8761524774895,
Arizona,US,2020-07-08 05:34:00,33.7298,-111.4312,105094,1927,12260,90907.0,4,1443.8533604205247,628797,5272,1.8335965897196795,84000004,USA,8638.843906144448,5.0164614535558645
Arkansas,US,2020-07-08 05:34:00,34.9697,-92.3731,24512,301,17834,6377.0,5,812.2462558867309,350655,1604,1.2279699738903394,84000005,USA,11619.541892051306,6.543733681462141
California,US,2020-07-08 05:34:00,36.1162,-119.6816,284012,6573,,277439.0,6,718.7952953191219,4896370,,2.31433883075363,84000006,USA,12392.038787592386,
Colorado,US,2020-07-08 05:34:00,39.0598,-105.3111,34664,1696,4636,28315.0,8,601.6424437584915,360640,5591,4.895084711519035,84000008,USA,6262.485378735889,16.137039281900307
Connecticut,US,2020-07-08 05:34:00,41.5978,-72.7554,47033,4338,8210,34485.0,9,1319.1925362530421,530107,10411,9.223311292071525,84000009,USA,14868.564578391586,22.13552186762486
Delaware,US,2020-07-08 05:34:00,39.3185,-75.5071,12414,514,6815,5085.0,10,1274.8468828176026,128685,,4.140486547446431,84000010,USA,13215.214364055357,
Diamond Princess,US,2020-07-08 05:34:00,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-07-08 05:34:00,38.8974,-77.0268,10569,561,1574,8434.0,11,1497.557913649187,110377,,5.307976156684644,84000011,USA,15639.696265952909,
