Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-05-29 04:30:58,32.3182,-86.9023,543405,11146,,,1.0,11082.694207948509,2607079.0,,2.051140493738556,84000001.0,USA,53171.13264133415,
Alaska,US,2021-05-29 04:30:58,61.3707,-152.4044,70208,369,,,2.0,9597.222317150688,2257519.0,,0.525581130355515,84000002.0,USA,308596.0535578809,
American Samoa,US,2021-05-29 04:30:58,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-05-29 04:30:58,33.7298,-111.4312,879909,17609,,,4.0,12088.792571547978,9649645.0,,2.0012296726138725,84000004.0,USA,132573.43292780858,
Arkansas,US,2021-05-29 04:30:58,34.9697,-92.3731,341130,5830,,,5.0,11303.915032255245,3047684.0,,1.7090258845601385,84000005.0,USA,100990.12394443114,
California,US,2021-05-29 07:31:17,36.1162,-119.6816,3787911,62795,,,6.0,9586.681569396893,64950020.0,,1.6689410073256736,84000006.0,USA,164379.5642679988,
Colorado,US,2021-05-29 04:30:58,39.0598,-105.3111,541726,6552,,,8.0,9407.029598161818,8490482.0,,1.2094675167889302,84000008.0,USA,147436.55552190618,
Connecticut,US,2021-05-29 04:30:58,41.5978,-72.7554,347341,8238,,,9.0,9742.301250923138,8452219.0,,2.3717326776856167,84000009.0,USA,237069.80672243214,
Delaware,US,2021-05-29 04:30:58,39.3185,-75.5071,108681,1660,,,10.0,11160.91784046237,1833438.0,,1.5274058943145536,84000010.0,USA,188283.60875941196,
Diamond Princess,US,2021-05-29 04:30:58,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-05-29 04:30:58,38.8974,-77.0268,48898,1132,,,11.0,6928.525580624272,1613139.0,,2.315023109329625,84000011.0,USA,228571.2059103165,
Florida,US,2021-05-29 04:30:58,27.7663,-81.6868,2320818,36774,,,12.0,10805.691493475313,24058100.0,,1.584527524347019,84000012.0,USA,112014.1288628313,
Georgia,US,2021-05-29 04:30:58,33.0406,-83.6431,1122711,20820,,,13.0,10574.23256095194,8727231.0,,1.8544398335813936,84000013.0,USA,82197.26199097464,
Grand Princess,US,2021-05-29 04:30:58,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-05-29 04:30:58,13.4443,144.7937,8156,139,,,66.0,4966.236170225721,153157.0,,1.7042667974497303,316.0,GUM,93258.19435057146,
Hawaii,US,2021-05-29 04:30:58,21.0943,-157.4983,36076,498,,,15.0,2547.9704380056955,1585879.0,,1.3804191152012415,84000015.0,USA,112007.22946707047,
Idaho,US,2021-05-29 04:30:58,44.2405,-114.4788,192012,2090,,,16.0,10744.544826293391,772892.0,,1.0884736370643502,84000016.0,USA,43249.238276167904,
Illinois,US,2021-05-29 04:30:58,40.3495,-88.9861,1380261,25127,,,17.0,10891.71003914907,24434225.0,,1.8205622753007218,84000017.0,USA,192823.3124505152,
Indiana,US,2021-05-29 04:30:58,39.8494,-86.2583,742910,13596,,,18.0,11035.143093235678,10389336.0,,1.83010055053775,84000018.0,USA,154322.60893473608,
Iowa,US,2021-05-29 04:30:58,42.0115,-93.2105,371253,6053,,,19.0,11766.87046563151,1464407.0,,1.6304245352899505,84000019.0,USA,46414.4060195178,
Kansas,US,2021-05-29 04:30:58,38.5266,-96.7265,315331,5077,,,20.0,10823.790363826212,1411832.0,,1.6100541970183713,84000020.0,USA,48461.37422879923,
Kentucky,US,2021-05-29 04:30:58,37.6681,-84.6701,457892,6758,,,21.0,10249.004347453361,5313486.0,,1.4758938789059428,84000021.0,USA,118931.84662351072,
Louisiana,US,2021-05-29 04:30:58,31.1695,-91.8678,470685,10576,,,22.0,10124.884002173469,6813859.0,,2.2469379733792243,84000022.0,USA,146572.6164678409,
Maine,US,2021-05-29 04:30:58,44.6939,-69.3819,67551,825,,,23.0,5025.323386489631,2251363.0,,1.2212994626282363,84000023.0,USA,167485.7090994575,
Maryland,US,2021-05-29 04:30:58,39.0639,-76.8021,459343,9592,,,24.0,7597.8715380238455,10329805.0,,2.088199885488622,84000024.0,USA,170862.58286909,
Massachusetts,US,2021-05-29 04:30:58,42.2302,-71.5301,706559,17854,,,25.0,10251.123575862064,22823577.0,,2.5268944277831014,84000025.0,USA,331136.2650114189,
Michigan,US,2021-05-29 04:30:58,43.3266,-84.5361,991372,20324,,,26.0,9926.766749538921,13682340.0,,2.050088160650089,84000026.0,USA,137003.46365227818,
Minnesota,US,2021-05-29 04:30:58,45.6945,-93.9002,600767,7501,,,27.0,10652.592225875733,9077555.0,,1.248570577278712,84000027.0,USA,160960.0590960545,
Mississippi,US,2021-05-29 04:30:58,32.7416,-89.6787,317407,7310,,,28.0,10665.023827772064,1935099.0,,2.303036795029725,84000028.0,USA,65020.23252196042,
Missouri,US,2021-05-29 04:30:58,38.4561,-92.2884,605601,9495,,,29.0,9867.341824620997,5514779.0,,1.567863989656556,84000029.0,USA,89854.88709602783,
Montana,US,2021-05-29 04:30:58,46.9219,-110.4544,111718,1612,,,30.0,10452.872345800532,1382460.0,,1.442918777636549,84000030.0,USA,129349.59364807286,
Nebraska,US,2021-05-29 04:30:58,41.1254,-98.2681,223304,2249,,,31.0,11543.790141479978,2968062.0,,1.007147207394404,84000031.0,USA,153435.15949065553,
Nevada,US,2021-05-29 04:30:58,38.3135,-117.0554,323748,5586,,,32.0,10510.766337808864,3365924.0,,1.7254160643463434,84000032.0,USA,109277.71190809816,
New Hampshire,US,2021-05-29 04:30:58,43.4525,-71.5639,98650,1351,,,33.0,7255.2182044566825,1985039.0,,1.3694880892042576,84000033.0,USA,145989.77282672568,
New Jersey,US,2021-05-29 04:30:58,40.2989,-74.521,1015634,26185,,,34.0,11434.499824930565,14471552.0,,2.578192537863049,84000034.0,USA,162927.74642289794,
New Mexico,US,2021-05-29 04:30:58,34.8405,-106.2485,202821,4263,,,35.0,9672.748707691471,3481276.0,,2.1018533583800494,84000035.0,USA,166025.74649625696,
New York,US,2021-05-29 04:30:58,42.1657,-74.9481,2100183,53255,,,36.0,10795.879479340567,55433388.0,,2.53573141007236,84000036.0,USA,284952.39509105816,
North Carolina,US,2021-05-29 04:30:58,35.6301,-79.8064,1001154,13078,,,37.0,9545.632929713378,11965324.0,,1.306292538410674,84000037.0,USA,114084.93677205485,
North Dakota,US,2021-05-29 04:30:58,47.5289,-99.784,109869,1543,,,38.0,14417.330873341014,1558908.0,,1.4043997851987366,84000038.0,USA,204564.4580099782,
Northern Mariana Islands,US,2021-05-29 04:30:58,15.0979,145.6739,183,2,,,69.0,331.8584070796461,17542.0,,1.0928961748633879,580.0,MNP,31811.25779776585,
Ohio,US,2021-05-29 04:30:58,40.3888,-82.7649,1100972,20180,,,39.0,9418.791865926376,13086826.0,,1.8039514174747404,84000039.0,USA,111957.51597642248,
