Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-10-04 04:30:24,32.3182,-86.9023,158181,2558,67948.0,87874.0,1.0,3230.145303511901,1156045.0,,1.6151029170349789,84000001,USA,23577.42977268857,
Alaska,US,2020-10-04 04:30:24,61.3707,-152.4044,8265,59,5199.0,2960.0,2.0,1123.2391718896308,473256.0,,0.7058537179019106,84000002,USA,64692.670990848135,
American Samoa,US,2020-10-04 04:30:24,-14.271,-170.132,0,0,,0.0,60.0,0.0,1616.0,,,16,ASM,2904.3331356373897,
Arizona,US,2020-10-04 04:30:24,33.7298,-111.4312,220399,5705,35696.0,178998.0,4.0,3027.992433281854,2255630.0,,2.5884872435900346,84000004,USA,20445.1553755971,
Arkansas,US,2020-10-04 04:30:24,34.9697,-92.3731,86525,1407,77772.0,7346.0,5.0,2867.1510807196228,1064738.0,,1.626119618607339,84000005,USA,35281.88046672349,
California,US,2020-10-04 04:30:24,36.1162,-119.6816,832666,16146,,813406.0,6.0,2099.403518754184,14998888.0,,1.9426874063465545,84000006,USA,37960.12185900044,
Colorado,US,2020-10-04 04:30:24,39.0598,-105.3111,72555,2060,6576.0,63897.0,8.0,1259.5298690545978,1396346.0,,2.8400865812802447,84000008,USA,24247.439021340797,
Connecticut,US,2020-10-04 04:30:24,41.5978,-72.7554,58297,4513,9408.0,44376.0,9.0,1635.1278312236857,1676410.0,,7.741393210628334,84000009,USA,47020.338054131396,
Delaware,US,2020-10-04 04:30:24,39.3185,-75.5071,21125,660,10748.0,9732.0,10.0,2169.4168196811547,292458.0,,3.0532544378698225,84000010,USA,30033.765881671534,
Diamond Princess,US,2020-10-04 04:30:24,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-10-04 04:30:24,38.8974,-77.0268,15473,629,12252.0,2592.0,11.0,2171.5935835544933,397549.0,,4.091087041628605,84000011,USA,56330.083358247764,
Florida,US,2020-10-04 04:30:24,27.7663,-81.6868,714591,14628,,699963.0,12.0,3327.124268259733,5376459.0,,2.0470450929272834,84000012,USA,25032.70712366019,
Georgia,US,2020-10-04 04:30:24,33.0406,-83.6431,322169,7133,,315036.0,13.0,3034.3427025559777,3001381.0,,2.2140553560398426,84000013,USA,28268.45082841665,
Grand Princess,US,2020-10-04 04:30:24,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-10-04 04:30:24,13.4443,144.7937,2617,49,1887.0,681.0,66.0,1593.5066279402542,51756.0,,1.8723729461215133,316,GUM,31514.53153827886,
