Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-05-12 03:32:31,32.3182,-86.9023,10262,403,,9761.0,1,216.76739753507061,129444,1256,3.964974419519874,84000001,USA,2760.6492529053207,12.357339630066903
Alaska,US,2020-05-12 03:32:31,61.3707,-152.4044,379,10,328,41.0,2,63.40453936351211,28680,,2.638522427440633,84000002,USA,4798.0004985370115,
American Samoa,US,2020-05-12 03:32:31,-14.270999999999999,-170.132,0,0,,0.0,60,0.0,105,,,16,ASM,188.7097643823799,
Arizona,US,2020-05-12 03:32:31,33.7298,-111.4312,11383,542,2852,7989.0,4,156.38745124999366,150241,1537,4.761486427128173,84000004,USA,2064.1137716990506,13.502591583940964
Arkansas,US,2020-05-12 03:32:31,34.9697,-92.3731,4043,94,3149,800.0,5,156.15905125748012,69030,480,2.325006183527084,84000005,USA,2666.2526115023134,11.872372000989364
California,US,2020-05-12 03:32:31,36.1162,-119.6816,70039,2779,,66550.0,6,176.82081134199572,991897,,4.008423603398289,84000006,USA,2529.793193435525,
Colorado,US,2020-05-12 03:32:31,39.0598,-105.3111,19879,987,3076,15816.0,8,350.79682354085094,108790,3689,4.965038482821067,84000008,USA,1919.7739540725977,18.557271492529804
Connecticut,US,2020-05-12 03:32:31,41.5978,-72.7554,33765,3008,5413,25344.0,9,947.0485826246246,132508,9389,8.908633200059233,84000009,USA,3716.615240231712,27.806900636754037
Delaware,US,2020-05-12 03:32:31,39.3185,-75.5071,6565,328,2619,3721.0,10,674.1879962701435,31928,,3.427265803503427,84000010,USA,3278.8232056227175,
Diamond Princess,US,2020-05-12 03:32:31,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-05-12 03:32:31,38.8974,-77.0268,6389,328,881,5180.0,11,905.2793556916127,30261,,5.1338237595867895,84000011,USA,4287.785034056017,
Florida,US,2020-05-12 03:32:31,27.7663,-81.6868,40982,1735,,39247.0,12,193.0144608721134,561057,7458,4.233565955785466,84000012,USA,2642.431174016039,18.198233370748135
Georgia,US,2020-05-12 03:32:31,33.0406,-83.6431,34002,1444,,32558.0,13,335.3455182179052,251288,6015,4.2468090112346335,84000013,USA,2478.3337621887226,17.690135874360333
Grand Princess,US,2020-05-12 03:32:31,,,103,3,,100.0,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-05-12 03:32:31,13.4443,144.7937,151,5,124,22.0,66,91.9447844168813,3989,,3.3112582781456954,316,GUM,2428.9254638340367,
Hawaii,US,2020-05-12 03:32:31,21.0943,-157.4983,634,17,561,56.0,15,44.780779016037734,37683,81,2.6813880126182967,84000015,USA,2661.6310657119084,12.77602523659306
Idaho,US,2020-05-12 03:32:31,44.2405,-114.4788,2260,70,1473,717.0,16,140.32935174669683,32142,207,3.0973451327433628,84000016,USA,1995.7814264789067,9.15929203539823
Illinois,US,2020-05-12 03:32:31,40.3495,-88.9861,79007,3459,,75548.0,17,673.2220184083493,442425,,4.378093080359968,84000017,USA,3769.92230428081,
Indiana,US,2020-05-12 03:32:31,39.8494,-86.2583,24627,1571,,23087.0,18,376.32980714835617,146688,4389,6.253299224428472,84000018,USA,2241.5668474023664,17.82190278962115
Iowa,US,2020-05-12 03:32:31,42.0115,-93.2105,12373,271,5249,6853.0,19,472.1234259531662,77792,,2.1902529701769984,84000019,USA,2968.3525055967593,
Kansas,US,2020-05-12 03:32:31,38.5266,-96.7265,7159,180,376,6603.0,20,293.5835648975923,54109,660,2.514317642128789,84000020,USA,2218.9569930219054,9.21916468780556
Kentucky,US,2020-05-12 03:32:31,37.6681,-84.6701,6677,311,2308,4058.0,21,195.0455451942174,86923,1757,4.657780440317508,84000021,USA,2539.1558970970436,26.31421296989666
Louisiana,US,2020-05-12 03:32:31,31.1695,-91.8678,31815,2308,22608,6899.0,22,692.041748291267,220830,,7.254439729687254,84000022,USA,4803.507127932123,
Maine,US,2020-05-12 03:32:31,44.6939,-69.3819,1462,65,872,525.0,23,124.53087973996726,23554,200,4.4459644322845415,84000023,USA,2006.2929831704437,13.679890560875513
Maryland,US,2020-05-12 03:32:31,39.0639,-76.8021,33373,1683,2298,29392.0,24,561.5197527987233,164780,6183,5.042998831390645,84000024,USA,2772.5174502194477,18.526952926018037
Massachusetts,US,2020-05-12 03:32:31,42.2302,-71.5301,78462,5108,,73354.0,25,1143.132376774753,394728,7732,6.510157783385588,84000025,USA,5750.890326776589,9.854451836557825
Michigan,US,2020-05-12 03:32:31,43.3266,-84.5361,47552,4584,22686,20282.0,26,596.8426531634028,298948,,9.639973082099596,84000026,USA,3752.206373609795,
Minnesota,US,2020-05-12 03:32:31,45.6945,-93.9002,11799,591,7536,3672.0,27,238.5348996026642,115781,1716,5.008899059242308,84000027,USA,2340.690669624211,14.543605390287313
Mississippi,US,2020-05-12 03:32:31,32.7416,-89.6787,9674,435,6268,2971.0,28,334.13857252299147,95885,1546,4.496588794707463,84000028,USA,3311.8541478568363,15.980979946247674
Missouri,US,2020-05-12 03:32:31,38.4561,-92.2884,10172,514,,9643.0,29,173.34373702951262,115620,,5.060549374815398,84000029,USA,1973.2207221967365,
Montana,US,2020-05-12 03:32:31,46.9219,-110.4544,459,16,423,20.0,30,53.00310512744418,22572,62,3.485838779956427,84000030,USA,2606.5056403849017,13.507625272331154
Nebraska,US,2020-05-12 03:32:31,41.1254,-98.2681,8407,98,,8309.0,31,551.1803796306494,46239,,1.1656952539550374,84000031,USA,3031.5248690069707,
Nevada,US,2020-05-12 03:32:31,38.3135,-117.0554,6152,312,183,5657.0,32,203.93165107400577,60084,,5.071521456436931,84000032,USA,1991.7147794425493,
New Hampshire,US,2020-05-12 03:32:31,43.4525,-71.5639,3160,133,1229,1798.0,33,237.92529145848204,34883,318,4.208860759493671,84000033,USA,2626.4392221348826,10.063291139240507
New Jersey,US,2020-05-12 03:32:31,40.2989,-74.521,140289,9340,15642,115224.0,34,1578.5071024150575,425933,,6.661626463917378,84000034,USA,4795.360153295527,
New Mexico,US,2020-05-12 03:32:31,34.8405,-106.2485,5069,208,1285,3576.0,35,303.98199016151403,102498,789,4.10337344643914,84000035,USA,6146.684953161347,15.565200236733084
New York,US,2020-05-12 03:32:31,42.1657,-74.9481,337055,26988,58363,251704.0,36,1999.0184463874527,1204651,73143,8.007001824628029,84000036,USA,7144.589371049507,21.700612659654954
North Carolina,US,2020-05-12 03:32:31,35.6301,-79.8064,15274,575,9115,5584.0,37,154.0047641253797,195865,,3.7645672384444153,84000037,USA,1974.86860844687,
North Dakota,US,2020-05-12 03:32:31,47.5289,-99.78399999999999,1518,36,846,636.0,38,250.3223848896306,47014,115,2.3715415019762847,84000038,USA,7752.738210277399,7.575757575757576
Northern Mariana Islands,US,2020-05-12 03:32:31,15.0979,145.6739,19,2,12,5.0,69,34.45524445089221,2695,,10.526315789473685,580,MNP,4887.20441027129,
Ohio,US,2020-05-12 03:32:31,40.3888,-82.7649,24777,1668,,23420.0,39,221.74074133737133,210530,4413,5.476853533518989,84000039,USA,1884.1295666851026,17.810872987044437
Oklahoma,US,2020-05-12 03:32:31,35.5653,-96.9289,4613,274,3241,1098.0,40,126.11978125750143,95992,828,5.939735530023846,84000040,USA,2624.4287974138474,17.94927379145892
Oregon,US,2020-05-12 03:32:31,44.571999999999996,-122.0709,3286,130,1125,2031.0,41,82.00497420312178,77606,673,3.956177723676202,84000041,USA,1936.7249020107938,20.48082775410834
Pennsylvania,US,2020-05-12 03:32:31,40.5908,-77.2098,60459,3832,,56627.0,42,480.30994565480336,288858,,6.338179592781885,84000042,USA,2294.800944143224,
Puerto Rico,US,2020-05-12 03:32:31,18.2208,-66.5901,2256,113,,2143.0,72,76.90713327297124,2256,,5.00886524822695,630,PRI,76.90713327297124,
Rhode Island,US,2020-05-12 03:32:31,41.6809,-71.5118,11450,88,841,10179.0,44,1080.8402423725245,93332,1280,3.7554585152838427,84000044,USA,8810.216724987988,11.179039301310043
South Carolina,US,2020-05-12 03:32:31,33.8569,-80.945,7792,346,4120,3326.0,45,154.603941487805,84457,1252,4.440451745379876,84000045,USA,1675.7424391986071,16.06776180698152
South Dakota,US,2020-05-12 03:32:31,44.2998,-99.4388,3614,34,2187,1393.0,46,491.104672968316,24578,263,0.9407858328721638,84000046,USA,3339.8922668000196,7.277255118981738
Tennessee,US,2020-05-12 03:32:31,35.7478,-86.6923,15544,251,8038,7255.0,47,236.77331468474372,273277,1344,1.6147709727225938,84000047,USA,4162.680205680823,8.646423057128152
Texas,US,2020-05-12 03:32:31,31.0545,-97.5635,40701,1179,21713,17725.0,48,176.44452726332253,525697,,2.7542843052644557,84000048,USA,2287.1744211255545,
Utah,US,2020-05-12 03:32:31,40.15,-111.8624,6362,68,3181,3113.0,49,221.99099614010626,150585,517,1.0688462747563658,84000049,USA,5254.403356453616,8.12637535366237
