Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-06-14 04:31:36,32.3182,-86.9023,547323,11266,,,1.0,11162.6014519134,2644964.0,,2.058382344611865,84000001.0,USA,53943.79367696712,
Alaska,US,2021-06-14 04:31:36,61.3707,-152.4044,70652,373,,,2.0,9657.915780984082,2316092.0,,0.5279397610824889,84000002.0,USA,316602.8063892173,
American Samoa,US,2021-06-14 04:31:36,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-06-14 04:31:36,33.7298,-111.4312,886752,17768,,,4.0,12182.806392939854,9916050.0,,2.0030403089026017,84000004.0,USA,136233.48730277602,
Arkansas,US,2021-06-14 04:31:36,34.9697,-92.3731,343964,5861,,,5.0,11397.82437825651,3081973.0,,1.7039573908897443,84000005.0,USA,102126.34750301877,
California,US,2021-06-14 04:31:36,36.1162,-119.6816,3801728,63193,,,6.0,9621.650495341657,67497563.0,,1.6622178125315643,84000006.0,USA,170827.04508931324,
Colorado,US,2021-06-14 04:31:36,39.0598,-105.3111,551091,6689,,,8.0,9569.65209031982,8810572.0,,1.2137741316769826,84000008.0,USA,152994.89332381272,
Connecticut,US,2021-06-14 04:31:36,41.5978,-72.7554,348350,8261,,,9.0,9770.601917882066,8597011.0,,2.3714654801205683,84000009.0,USA,241130.96645515488,
Delaware,US,2021-06-14 04:31:36,39.3185,-75.5071,109358,1679,,,10.0,11230.44187297949,1869381.0,,1.5353243475557343,84000010.0,USA,191974.74952863326,
Diamond Princess,US,2021-06-14 04:31:36,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-06-14 04:31:36,38.8974,-77.0268,49179,1138,,,11.0,6965.365873702974,1644629.0,,2.3129500793360185,84000011.0,USA,233033.13217588692,
Florida,US,2021-06-14 04:31:36,27.7663,-81.6868,2344321,37265,,,12.0,10915.121085615305,24335454.0,,1.5895860677782607,84000012.0,USA,113305.48465138575,
Georgia,US,2021-06-14 04:31:36,33.0406,-83.6431,1128690,21158,,,13.0,10630.545660656075,8926772.0,,1.8745625459603608,84000013.0,USA,84076.63516843965,
Grand Princess,US,2021-06-14 04:31:36,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-06-14 04:31:36,13.4443,144.7937,8236,139,,,66.0,5014.948638790957,158832.0,,1.6877124817872753,316.0,GUM,96713.73508941784,
Hawaii,US,2021-06-14 04:31:36,21.0943,-157.4983,37011,506,,,15.0,2614.0074809022285,1671865.0,,1.367161114263327,84000015.0,USA,118080.23606653711,
Idaho,US,2021-06-14 04:31:36,44.2405,-114.4788,193515,2116,,,16.0,10828.649209737754,785785.0,,1.0934552877037955,84000016.0,USA,43970.700562094826,
Illinois,US,2021-06-14 04:31:36,40.3495,-88.9861,1387595,25481,,,17.0,10949.594379529191,25125050.0,,1.8364512620782647,84000017.0,USA,198274.9756329418,
Indiana,US,2021-06-14 04:31:36,39.8494,-86.2583,749097,13745,,,18.0,11127.044441067648,10643374.0,,1.834875857198734,84000018.0,USA,158096.07500884926,
Iowa,US,2021-06-14 04:31:36,42.0115,-93.2105,372580,6102,,,19.0,11808.929754331917,1480377.0,,1.637769069729991,84000019.0,USA,46920.57545474427,
Kansas,US,2021-06-14 04:31:36,38.5266,-96.7265,316886,5107,,,20.0,10877.166004076456,1429195.0,,1.6116205827963368,84000020.0,USA,49057.36216556128,
Kentucky,US,2021-06-14 04:31:36,37.6681,-84.6701,462303,7158,,,21.0,10347.735834739919,5402540.0,,1.548335182769742,84000021.0,USA,120925.14380528744,
Louisiana,US,2021-06-14 04:31:36,31.1695,-91.8678,475354,10648,,,22.0,10225.31865253655,6969035.0,,2.240014810015273,84000022.0,USA,149910.60046971322,
Maine,US,2021-06-14 04:31:36,44.6939,-69.3819,68590,845,,,23.0,5102.617741844292,2297585.0,,1.2319580113719202,84000023.0,USA,170924.30360687154,
Maryland,US,2021-06-14 04:31:36,39.0639,-76.8021,461265,9686,,,24.0,7629.662833626657,10605524.0,,2.099877510758457,84000024.0,USA,175423.17820327904,
Massachusetts,US,2021-06-14 04:31:36,42.2302,-71.5301,708875,17939,,,25.0,10284.72530225957,23349370.0,,2.530629518603421,84000025.0,USA,338764.74192321714,
Michigan,US,2021-06-14 04:31:36,43.3266,-84.5361,996986,20778,,,26.0,9982.980631443908,13986216.0,,2.084081421404112,84000026.0,USA,140046.22275056105,
Minnesota,US,2021-06-14 04:31:36,45.6945,-93.9002,603760,7605,,,27.0,10705.663064540382,9265328.0,,1.2596064661454882,84000027.0,USA,164289.58485234494,
Mississippi,US,2021-06-14 04:31:36,32.7416,-89.6787,319115,7353,,,28.0,10722.413427553527,1955050.0,,2.304185011672908,84000028.0,USA,65690.59546413839,
Missouri,US,2021-06-14 04:31:36,38.4561,-92.2884,612956,9615,,,29.0,9987.180297675182,5611934.0,,1.568628090760185,84000029.0,USA,91437.87918978439,
Montana,US,2021-06-14 04:31:36,46.9219,-110.4544,112761,1641,,,30.0,10550.460432381657,1420809.0,,1.4552903929550112,84000030.0,USA,132937.7101699324,
Nebraska,US,2021-06-14 04:31:36,41.1254,-98.2681,223792,2256,,,31.0,11569.01749785981,3012963.0,,1.0080789304354043,84000031.0,USA,155756.33475461227,
Nevada,US,2021-06-14 04:31:36,38.3135,-117.0554,327140,5622,,,32.0,10620.890630214832,3438509.0,,1.7185302928409856,84000032.0,USA,111634.24839521117,
New Hampshire,US,2021-06-14 04:31:36,43.4525,-71.5639,99068,1360,,,33.0,7285.960031212515,2024910.0,,1.3727944442201316,84000033.0,USA,148922.0871199836,
New Jersey,US,2021-06-14 04:31:36,40.2989,-74.521,1019563,26330,,,34.0,11478.734411220657,14500326.0,,2.5824789640267447,84000034.0,USA,163251.6980609512,
New Mexico,US,2021-06-14 04:31:36,34.8405,-106.2485,204044,4297,,,35.0,9731.074875442871,3566586.0,,2.105918331340299,84000035.0,USA,170094.27092051855,
New York,US,2021-06-14 04:31:36,42.1657,-74.9481,2109313,53549,,,36.0,10842.811760787652,57290666.0,,2.538693878054134,84000036.0,USA,294499.63428289554,
North Carolina,US,2021-06-14 04:31:36,35.6301,-79.8064,1007698,13265,,,37.0,9608.02754821567,12204182.0,,1.3163666098374711,84000037.0,USA,116362.35941664845,
North Dakota,US,2021-06-14 04:31:36,47.5289,-99.784,110432,1551,,,38.0,14491.20937666489,1573310.0,,1.4044842074760941,84000038.0,USA,206454.33048754567,
Northern Mariana Islands,US,2021-06-14 04:31:36,15.0979,145.6739,183,2,,,69.0,331.8584070796461,17542.0,,1.0928961748633879,580.0,MNP,31811.25779776585,
Ohio,US,2021-06-14 04:31:36,40.3888,-82.7649,1107047,20286,,,39.0,9470.76336073778,13376528.0,,1.8148280967294077,84000039.0,USA,114435.91037804449,
Oklahoma,US,2021-06-14 04:31:36,35.5653,-96.9289,454394,7325,,,40.0,11483.379585041184,4109287.0,,1.6120371307719732,84000040.0,USA,103849.30796814027,
Oregon,US,2021-06-14 04:31:36,44.572,-122.0709,205030,2730,,,41.0,4861.137619533887,5242201.0,,1.3315124615909868,84000041.0,USA,124289.42345148596,
Pennsylvania,US,2021-06-14 04:31:36,40.5908,-77.2098,1212999,27479,,,42.0,9475.082348531934,14249269.0,,2.265376970632292,84000042.0,USA,111305.11829060313,
Puerto Rico,US,2021-06-14 04:31:36,18.2208,-66.5901,139423,2530,,,72.0,4365.571654641929,415664.0,,1.8146216908257604,630.0,PRI,13015.147975980166,
Rhode Island,US,2021-06-14 04:31:36,41.6809,-71.5118,152213,2722,,,44.0,14368.378673558873,4377438.0,,1.7882835237463293,84000044.0,USA,413214.9475013711,
South Carolina,US,2021-06-14 04:31:36,33.8569,-80.945,594877,9780,,,45.0,11553.89481723009,6545324.0,,1.6440373388112164,84000045.0,USA,127125.41422965036,
South Dakota,US,2021-06-14 04:31:36,44.2998,-99.4388,124360,2026,,,46.0,14057.39386588505,815745.0,,1.6291412029591508,84000046.0,USA,92210.10581478287,
Tennessee,US,2021-06-14 04:31:36,35.7478,-86.6923,865085,12498,,,47.0,12667.49097328608,8066022.0,,1.4447135252605234,84000047.0,USA,118111.23863588776,
Texas,US,2021-06-14 04:31:36,31.0545,-97.5635,2977373,51929,,,48.0,10268.261895543026,24957202.0,,1.744121411727721,84000048.0,USA,86071.54236837983,
Utah,US,2021-06-14 04:31:36,40.15,-111.8624,409558,2323,,,49.0,12774.902228912544,3501311.0,,0.5671968317063761,84000049.0,USA,109212.62848733514,
Vermont,US,2021-06-14 04:31:36,44.0459,-72.7107,24320,256,,,50.0,3897.504603446535,1710058.0,,1.0526315789473684,84000050.0,USA,274052.58746548416,
Virgin Islands,US,2021-06-14 04:31:36,18.3358,-64.8963,3690,28,,,78.0,3439.9821009061416,121921.0,,0.7588075880758808,850.0,VIR,113660.178245143,
Virginia,US,2021-06-14 04:31:36,37.7693,-78.17,677744,11307,,,51.0,7940.278734075807,7545686.0,,1.6683290445950094,84000051.0,USA,88403.36481003674,
Washington,US,2021-06-14 04:31:36,47.4009,-121.4905,444166,5815,,,53.0,5832.85937176005,7358062.0,,1.309195210799566,84000053.0,USA,96627.25398767914,
West Virginia,US,2021-06-14 04:31:36,38.4912,-80.9545,162939,2849,,,54.0,9091.832310630767,2972502.0,,1.7485071100227692,84000054.0,USA,165862.6217603801,
Wisconsin,US,2021-06-14 04:31:36,44.2685,-89.6165,676075,8013,,,55.0,11611.552831685169,8870973.0,,1.1852235328920608,84000055.0,USA,152358.49818134474,
Wyoming,US,2021-06-14 04:31:36,42.756,-107.3025,61114,725,,,56.0,10559.490219590538,770872.0,,1.1863075563700625,84000056.0,USA,133193.95465124518,
