Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-11-16 05:30:30,32.3182,-86.9023,217822,3248,88038.0,126536.0,1.0,4442.4593402043765,1459406.0,,1.4911257816014911,84000001,USA,29764.449026500122,
Alaska,US,2020-11-16 05:30:30,61.3707,-152.4044,23814,98,7164.0,16552.0,2.0,3255.3021345235084,867382.0,,0.41152263374485604,84000002,USA,118568.50911427186,
American Samoa,US,2020-11-16 05:30:30,-14.271,-170.132,0,0,,0.0,60.0,0.0,1768.0,,,16,ASM,3177.5129850290255,
Arizona,US,2020-11-16 05:30:30,33.7298,-111.4312,275436,6302,45400.0,223734.0,4.0,3784.1284391191466,1974498.0,,2.288008829637375,84000004,USA,27127.006036915573,
Arkansas,US,2020-11-16 05:30:30,34.9697,-92.3731,133040,2183,114312.0,16545.0,5.0,4408.503666904809,1505554.0,,1.6408598917618762,84000005,USA,49889.05840140712,
California,US,2020-11-16 05:30:30,36.1162,-119.6816,1038776,18265,,1013833.0,6.0,2612.090440975695,20866785.0,,1.7694107616062476,84000006,USA,52810.96181300657,
Colorado,US,2020-11-16 05:30:30,39.0598,-105.3111,163417,2546,9528.0,151343.0,8.0,2837.7234170831925,2485451.0,,1.557977444207151,84000008,USA,43159.66212029862,
Connecticut,US,2020-11-16 05:30:30,41.5978,-72.7554,88645,4737,9800.0,74108.0,9.0,2486.33560215489,2706667.0,,5.343787015624119,84000009,USA,75917.22629903287,
Delaware,US,2020-11-16 05:30:30,39.3185,-75.5071,28803,763,14867.0,13200.0,10.0,2957.90355774089,622341.0,,2.5552893795785163,84000010,USA,63910.86546637584,
Diamond Princess,US,2020-11-16 05:30:30,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-11-16 05:30:30,38.8974,-77.0268,18977,660,14182.0,4135.0,11.0,2688.9163144404033,588620.0,,3.477894293091637,84000011,USA,83403.58966148022,
Florida,US,2020-11-16 05:30:30,27.7663,-81.6868,885201,17518,,867683.0,12.0,4121.481699864376,6599305.0,,1.9789855637307232,84000012,USA,30726.258543905253,
Georgia,US,2020-11-16 05:30:30,33.0406,-83.6431,424989,8957,,416032.0,13.0,4002.750950018663,3887286.0,,2.1075839609966374,84000013,USA,36612.3305061878,
Grand Princess,US,2020-11-16 05:30:30,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-11-16 05:30:30,13.4443,144.7937,5924,92,3942.0,1890.0,66.0,3607.158297255661,77376.0,,1.5530047265361242,316,GUM,47114.69959629542,
Hawaii,US,2020-11-16 05:30:30,21.0943,-157.4983,16759,222,11958.0,4579.0,15.0,1183.6521945486595,595115.0,,1.3246613759770869,84000015,USA,42031.6949554762,
Idaho,US,2020-11-16 05:30:30,44.2405,-114.4788,82245,759,34826.0,46660.0,16.0,4602.238866521363,427954.0,,0.9228524530366587,84000016,USA,23947.31025452348,
Illinois,US,2020-11-16 05:30:30,40.3495,-88.9861,573616,11162,,562454.0,17.0,4526.705356712347,9070841.0,,1.945901090625087,84000017,USA,71582.77409379442,
Indiana,US,2020-11-16 05:30:30,39.8494,-86.2583,251597,5260,146886.0,99801.0,18.0,3737.207598267377,3536082.0,,1.951533603341852,84000018,USA,52524.761895000745,
Iowa,US,2020-11-16 05:30:30,42.0115,-93.2105,186314,1989,107888.0,76437.0,19.0,5905.225557594602,988601.0,,1.067552626211664,84000019,USA,31333.7263515548,
Kansas,US,2020-11-16 05:30:30,38.5266,-96.7265,117430,1256,2960.0,113420.0,20.0,4035.404353941937,706787.0,,1.0071110203803886,84000020,USA,24260.58433797387,
Kentucky,US,2020-11-16 05:30:30,37.6681,-84.6701,137586,1661,24329.0,111596.0,21.0,3079.589755114127,2194098.0,,1.207244923175323,84000021,USA,49110.53248525575,
Louisiana,US,2020-11-16 05:30:30,31.1695,-91.8678,204513,6132,176107.0,22274.0,22.0,4344.804265364307,3029596.0,,3.0304830652388097,84000022,USA,65169.5041767822,
Maine,US,2020-11-16 05:30:30,44.6939,-69.3819,8944,165,6681.0,2098.0,23.0,665.3712360847842,734715.0,,1.8448121645796065,84000023,USA,54657.67304562078,
Maryland,US,2020-11-16 05:30:30,39.0639,-76.8021,165930,4302,8374.0,153254.0,24.0,2744.604411745246,3859733.0,,2.592659555234135,84000024,USA,63842.82661338344,
Massachusetts,US,2020-11-16 05:30:30,42.2302,-71.5301,188275,10329,137422.0,40524.0,25.0,2731.5911215417677,7268466.0,,5.486124020714381,84000025,USA,105454.66574334462,
Michigan,US,2020-11-16 05:30:30,43.3266,-84.5361,275792,8376,138862.0,128554.0,26.0,2761.5495045137823,5692584.0,,3.0370714161397,84000026,USA,57000.756093734,
Minnesota,US,2020-11-16 05:30:30,45.6945,-93.9002,223581,2961,172873.0,47747.0,27.0,3964.4608016977004,3364535.0,,1.3243522481785124,84000027,USA,59658.76851539249,
Mississippi,US,2020-11-16 05:30:30,32.7416,-89.6787,134309,3543,111430.0,19336.0,28.0,4512.845291011976,1008172.0,,2.637946824114542,84000028,USA,33875.05128271468,
Missouri,US,2020-11-16 05:30:30,38.4561,-92.2884,245302,3380,,241154.0,29.0,3984.421487307061,2785399.0,,1.3850438167832797,84000029,USA,45383.815500564735,
Montana,US,2020-11-16 05:30:30,46.9219,-110.4544,47158,520,27472.0,19166.0,30.0,4412.328846589282,572561.0,,1.1026761100979685,84000030,USA,53571.555552228805,
Nebraska,US,2020-11-16 05:30:30,41.1254,-98.2681,98161,779,52511.0,44871.0,31.0,5074.472396722925,1130232.0,,0.7935941972881286,84000031,USA,58427.79806535126,
Nevada,US,2020-11-16 05:30:30,38.3135,-117.0554,120183,1909,2601.0,115673.0,32.0,3901.8478284866087,1426082.0,,1.5884110065483468,84000032,USA,46299.018621134775,
New Hampshire,US,2020-11-16 05:30:30,43.4525,-71.5639,14682,499,10866.0,3317.0,33.0,1079.7882785386012,690359.0,,3.3987195205012943,84000033,USA,50772.48032854041,
New Jersey,US,2020-11-16 05:30:30,40.2989,-74.521,300283,16566,39489.0,223219.0,34.0,3144.2020492693805,5339070.0,,5.931808904516712,84000034,USA,60109.837776494314,
New Mexico,US,2020-11-16 05:30:30,34.8405,-106.2485,64201,1215,24788.0,38198.0,35.0,3061.813815051204,1360452.0,,1.8924938863880625,84000035,USA,64881.39948465039,
New York,US,2020-11-16 05:30:30,42.1657,-74.9481,566113,34032,81788.0,444380.0,36.0,2879.678430082801,16752278.0,,6.074973223848626,84000036,USA,86114.19780676659,
North Carolina,US,2020-11-16 05:30:30,35.6301,-79.8064,312235,4806,261719.0,45710.0,37.0,2977.045187662494,4632609.0,,1.5392252630230436,84000037,USA,44170.2125955513,
North Dakota,US,2020-11-16 05:30:30,47.5289,-99.784,63796,736,51936.0,11124.0,38.0,8371.49733223806,962925.0,,1.1536773465421029,84000038,USA,126357.82915300856,
Northern Mariana Islands,US,2020-11-16 05:30:30,15.0979,145.6739,102,2,29.0,71.0,69.0,184.9702596837371,16567.0,,1.96078431372549,580,MNP,30043.159727259535,
Ohio,US,2020-11-16 05:30:30,40.3888,-82.7649,298096,5722,202937.0,89437.0,39.0,2550.204891736746,5262026.0,,1.919515860662337,84000039,USA,45016.51966361825,
Oklahoma,US,2020-11-16 05:30:30,35.5653,-96.9289,154128,1528,124793.0,27807.0,40.0,3895.1005706132287,1807727.0,,0.9913837849060522,84000040,USA,45684.61583367681,
Oregon,US,2020-11-16 05:30:30,44.572,-122.0709,56880,761,5870.0,50249.0,41.0,1348.5904882167854,957979.0,,1.3379043600562588,84000041,USA,22713.104207303582,
Pennsylvania,US,2020-11-16 05:30:30,40.5908,-77.2098,268696,9290,178070.0,81336.0,42.0,2098.861356622006,2824633.0,,3.4574388900467437,84000042,USA,22064.01677114392,
Puerto Rico,US,2020-11-16 05:30:30,18.2208,-66.5901,42479,935,35472.0,6072.0,72.0,1448.1108662688587,348451.0,,2.2010875962240166,630,PRI,11878.708996498272,
Rhode Island,US,2020-11-16 05:30:30,41.6809,-71.5118,41529,1254,3086.0,37189.0,44.0,3920.193399605989,1315383.0,,3.0195766813551974,84000044,USA,124167.58781944965,
South Carolina,US,2020-11-16 05:30:30,33.8569,-80.945,195507,4112,101388.0,90007.0,45.0,3797.2006213590416,2090589.0,,2.103249500017902,84000045,USA,40604.10036370247,
South Dakota,US,2020-11-16 05:30:30,44.2998,-99.4388,65381,644,45377.0,19360.0,46.0,7390.531266849714,294114.0,,0.9849956409354399,84000046,USA,33246.03039137114,
Tennessee,US,2020-11-16 05:30:30,35.7478,-86.6923,310937,3893,270091.0,36953.0,47.0,4553.068936301814,4100329.0,,1.252022113804404,84000047,USA,60041.36078535999,
Texas,US,2020-11-16 05:30:30,31.0545,-97.5635,1115378,20373,871784.0,167967.0,48.0,3654.839802936148,9241943.0,,1.8874209367654535,84000048,USA,31873.296072638725,
Utah,US,2020-11-16 05:30:30,40.15,-111.8624,153808,718,104317.0,48773.0,49.0,4797.567528957024,1601793.0,,0.4668157703110372,84000049,USA,49963.00637750089,
Vermont,US,2020-11-16 05:30:30,44.0459,-72.7107,2889,59,2023.0,807.0,50.0,462.9889308946151,474928.0,,2.0422291450328838,84000050,USA,76111.59812112073,
Virgin Islands,US,2020-11-16 05:30:30,18.3358,-64.8963,1434,23,1370.0,41.0,78.0,1336.838572547265,26069.0,,1.603905160390516,850,VIR,24302.68113510087,
Virginia,US,2020-11-16 05:30:30,37.7693,-78.17,201960,3800,22252.0,175908.0,51.0,2366.112710896666,2920737.0,,1.8815607050901169,84000051,USA,34218.6222068043,
Washington,US,2020-11-16 05:30:30,47.4009,-121.4905,134969,2505,,127521.0,53.0,1707.7062015185245,2748782.0,,1.9370962780682868,84000053,USA,36097.44746249225,
West Virginia,US,2020-11-16 05:30:30,38.4912,-80.9545,33659,582,23077.0,10000.0,54.0,1878.1383446781988,926879.0,,1.7291066282420748,84000054,USA,51718.91591482172,
Wisconsin,US,2020-11-16 05:30:30,44.2685,-89.6165,329924,2751,240075.0,87098.0,55.0,5666.427476893684,3865176.0,,0.8338283968429093,84000055,USA,66384.19602523618,
Wyoming,US,2020-11-16 05:30:30,42.756,-107.3025,22494,144,12453.0,9897.0,56.0,3886.5918283776145,152702.0,,0.6401707121899173,84000056,USA,26384.384519290412,
