Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-04-19 04:30:30,32.3182,-86.9023,522401,10790,,,1.0,10654.319590225536,2461488.0,,2.065463121242111,84000001.0,USA,50201.81779802311,
Alaska,US,2021-04-19 04:30:30,61.3707,-152.4044,65921,334,,,2.0,9011.202318380962,2009651.0,,0.5066670711912744,84000002.0,USA,274713.24388793577,
American Samoa,US,2021-04-19 04:30:30,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-04-19 04:30:30,33.7298,-111.4312,853761,17153,,,4.0,11729.553436409189,8908823.0,,2.009110277934925,84000004.0,USA,122395.51283557252,
Arkansas,US,2021-04-19 04:30:30,34.9697,-92.3731,333452,5694,,,5.0,11049.491617083151,2926611.0,,1.707592097213392,84000005.0,USA,96978.16690547166,
California,US,2021-04-19 07:30:33,36.1162,-119.6816,3718210,60808,,,6.0,9410.277928427362,57481126.0,,1.6415963595385952,84000006.0,USA,145476.8211851811,
Colorado,US,2021-04-19 04:30:30,39.0598,-105.3111,490289,6199,,,8.0,8513.830118275955,7466173.0,,1.2643563286143478,84000008.0,USA,129649.50989244864,
Connecticut,US,2021-04-19 04:30:30,41.5978,-72.7554,329062,7995,,,9.0,9229.607602417422,7697168.0,,2.429633321380165,84000009.0,USA,215891.9604508697,
Delaware,US,2021-04-19 04:30:30,39.3185,-75.5071,101158,1602,,,10.0,10388.348716937575,1657233.0,,1.5836612032661777,84000010.0,USA,170188.36186180633,
Diamond Princess,US,2021-04-19 04:30:30,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-04-19 04:30:30,38.8974,-77.0268,46662,1096,,,11.0,6611.699060147446,1454954.0,,2.3488063092023492,84000011.0,USA,206157.42990780008,
Florida,US,2021-04-19 04:30:30,27.7663,-81.6868,2168901,34439,,,12.0,10098.368370932187,21899162.0,,1.5878548629006117,84000012.0,USA,101962.14806057082,
Georgia,US,2021-04-19 04:30:30,33.0406,-83.6431,1084272,19758,,,13.0,10212.195558187706,8095179.0,,1.822236486785604,84000013.0,USA,76244.29204713799,
Grand Princess,US,2021-04-19 04:30:30,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-04-19 04:30:30,13.4443,144.7937,7869,136,,,66.0,4791.48018924794,136869.0,,1.7283009276909391,316.0,GUM,83340.33575068957,
Hawaii,US,2021-04-19 04:30:30,21.0943,-157.4983,32758,474,,,15.0,2313.62722053971,1366979.0,,1.4469747847853958,84000015.0,USA,96546.79236541156,
Idaho,US,2021-04-19 04:30:30,44.2405,-114.4788,184769,2017,,,16.0,10339.243396295042,693573.0,,1.091633336761037,84000016.0,USA,38810.73156264601,
Illinois,US,2021-04-19 04:30:30,40.3495,-88.9861,1302241,23955,,,17.0,10275.8238141148,21659208.0,,1.8396724146670005,84000017.0,USA,170924.19471518733,
Indiana,US,2021-04-19 04:30:30,39.8494,-86.2583,708067,13224,,,18.0,10517.587143258412,9420805.0,,1.8676198721307449,84000018.0,USA,139936.10427705932,
Iowa,US,2021-04-19 04:30:30,42.0115,-93.2105,360054,5881,,,19.0,11411.917960615772,1405571.0,,1.633366106195182,84000019.0,USA,44549.597948698436,
Kansas,US,2021-04-19 04:30:30,38.5266,-96.7265,307407,4947,,,20.0,10551.79771215873,1348960.0,,1.5969057308389203,84000020.0,USA,46303.28210416042,
Kentucky,US,2021-04-19 04:30:30,37.6681,-84.6701,437312,6338,,,21.0,9788.361860861347,4470290.0,,1.4493085028537978,84000021.0,USA,100058.57635507344,
Louisiana,US,2021-04-19 04:30:30,31.1695,-91.8678,451955,10282,,,22.0,9721.983809134152,6267669.0,,2.2750052549479483,84000022.0,USA,134823.54778465125,
Maine,US,2021-04-19 04:30:30,44.6939,-69.3819,57285,765,,,23.0,4261.60456832702,1945936.0,,1.335428122545169,84000023.0,USA,144764.06995325146,
Maryland,US,2021-04-19 04:30:30,39.0639,-76.8021,436028,8562,,,24.0,7212.224265922113,9306334.0,,1.963635362866605,84000024.0,USA,153933.61871617418,
Massachusetts,US,2021-04-19 04:30:30,42.2302,-71.5301,672657,17462,,,25.0,9759.255817516509,20352234.0,,2.595973876730637,84000025.0,USA,295280.7419887957,
Michigan,US,2021-04-19 04:30:30,43.3266,-84.5361,873700,17934,,,26.0,8748.498151120017,12298555.0,,2.0526496509099235,84000026.0,USA,123147.4026312783,
Minnesota,US,2021-04-19 04:30:30,45.6945,-93.9002,556381,7098,,,27.0,9865.555057493111,8179883.0,,1.275744498823648,84000027.0,USA,145042.8503136375,
Mississippi,US,2021-04-19 04:30:30,32.7416,-89.6787,309186,7153,,,28.0,10388.794378238455,1859129.0,,2.313494142684339,84000028.0,USA,62467.60494854256,
Missouri,US,2021-04-19 04:30:30,38.4561,-92.2884,583941,9009,,,29.0,9514.42526087475,5123389.0,,1.5427928506475823,84000029.0,USA,83477.78580864819,
Montana,US,2021-04-19 04:30:30,46.9219,-110.4544,107145,1546,,,30.0,10025.0005146064,1268567.0,,1.4429044752438285,84000030.0,USA,118693.2178618946,
Nebraska,US,2021-04-19 04:30:30,41.1254,-98.2681,216473,2213,,,31.0,11190.658847564731,2750683.0,,1.0222983928711664,84000031.0,USA,142197.66460850034,
Nevada,US,2021-04-19 04:30:30,38.3135,-117.0554,310235,5365,,,32.0,10072.054792030014,3088154.0,,1.7293342143858688,84000032.0,USA,100259.66217295488,
New Hampshire,US,2021-04-19 04:30:30,43.4525,-71.5639,91586,1270,,,33.0,6735.696041291128,1776599.0,,1.3866748192955256,84000033.0,USA,130660.04467125735,
New Jersey,US,2021-04-19 04:30:30,40.2989,-74.521,978853,25143,,,34.0,11020.401500080496,13034446.0,,2.568618577048852,84000034.0,USA,146748.11054480934,
New Mexico,US,2021-04-19 04:30:30,34.8405,-106.2485,194868,4001,,,35.0,9293.461698593448,3145175.0,,2.053184719912967,84000035.0,USA,149996.73316231318,
