Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-11-22 05:30:30,32.3182,-86.9023,230708,3457,90702.0,136549.0,1.0,4705.268106343122,1518186.0,,1.4984309170033114,84000001,USA,30963.261635039264,
Alaska,US,2020-11-22 05:30:30,61.3707,-152.4044,27242,104,7165.0,19957.0,2.0,3721.4388725232216,918745.0,,0.37466940934469584,84000002,USA,125589.67664326869,
American Samoa,US,2020-11-22 05:30:30,-14.271,-170.132,0,0,,0.0,60.0,0.0,1988.0,,,16,ASM,3572.904872306393,
Arizona,US,2020-11-22 05:30:30,33.7298,-111.4312,295334,6457,47890.0,240987.0,4.0,4057.5007930655906,3509195.0,,2.186338179823522,84000004,USA,28626.514810233726,
Arkansas,US,2020-11-22 05:30:30,34.9697,-92.3731,143821,2337,123722.0,17762.0,5.0,4765.750194512301,1580941.0,,1.6249365530763935,84000005,USA,52387.13316040405,
California,US,2020-11-22 05:30:30,36.1162,-119.6816,1115122,18710,,1086763.0,6.0,2797.703890262009,21971832.0,,1.6891088123679818,84000006,USA,55607.68372865277,
Colorado,US,2020-11-22 05:30:30,39.0598,-105.3111,194679,2787,10831.0,181061.0,8.0,3380.585600729049,2807638.0,,1.4315873823062581,84000008,USA,48754.414163108006,
Connecticut,US,2020-11-22 05:30:30,41.5978,-72.7554,101469,4828,9800.0,86841.0,9.0,2846.026140392064,2929060.0,,4.758103460170101,84000009,USA,82154.95695016977,
Delaware,US,2020-11-22 05:30:30,39.3185,-75.5071,31321,786,15735.0,14840.0,10.0,3216.4877732181512,670356.0,,2.3817885763545226,84000010,USA,68841.73167215055,
Diamond Princess,US,2020-11-22 05:30:30,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-11-22 05:30:30,38.8974,-77.0268,19961,670,14821.0,4470.0,11.0,2828.342654399794,618784.0,,3.356545263263364,84000011,USA,87677.63043234918,
Florida,US,2020-11-22 05:30:30,27.7663,-81.6868,931827,17930,,913897.0,12.0,4338.571610221319,11570159.0,,1.9241769126672652,84000012,USA,53870.475274001175,
Georgia,US,2020-11-22 05:30:30,33.0406,-83.6431,446804,9179,,437625.0,13.0,4208.215119619893,4086142.0,,2.0543683583853323,84000013,USA,38485.252023961,
Grand Princess,US,2020-11-22 05:30:30,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999,USA,,
