Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-03-11 05:30:58,32.3182,-86.9023,501398,10222,,,1.0,10225.965367409142,2329042.0,,2.0386997953721395,84000001.0,USA,47500.594001654026,
Alaska,US,2021-03-11 05:30:58,61.3707,-152.4044,59921,305,,,2.0,8183.0919492307385,1754916.0,,0.5094966840953511,84000002.0,USA,239891.73598343236,
American Samoa,US,2021-03-11 05:30:58,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-03-11 05:30:58,33.7298,-111.4312,828630,16404,,,4.0,11384.28654390602,7973483.0,,1.9796531624488611,84000004.0,USA,109134.70052483153,
Arkansas,US,2021-03-11 05:30:58,34.9697,-92.3731,325700,5382,,,5.0,10792.616087724715,2744051.0,,1.6524408965305497,84000005.0,USA,90928.73493440928,
California,US,2021-03-11 08:31:04,36.1162,-119.6816,3611295,55515,,,6.0,9139.69077366262,50139831.0,,1.519953368528464,84000006.0,USA,126897.01361525521,
Colorado,US,2021-03-11 05:30:58,39.0598,-105.3111,439265,6003,,,8.0,7627.802351071486,6438401.0,,1.3666010267150808,84000008.0,USA,111802.32953898217,
Connecticut,US,2021-03-11 05:30:58,41.5978,-72.7554,288657,7752,,,9.0,8096.318753581409,6610270.0,,2.68554027790769,84000009.0,USA,185406.39224836603,
Delaware,US,2021-03-11 05:30:58,39.3185,-75.5071,88891,1492,,,10.0,9128.597894356331,1444233.0,,1.6784601365717564,84000010.0,USA,148314.47866218098,
Diamond Princess,US,2021-03-11 05:30:58,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-03-11 05:30:58,38.8974,-77.0268,42006,1037,,,11.0,5951.974427168866,1276379.0,,2.468694948340713,84000011.0,USA,180854.52476730398,
Florida,US,2021-03-11 05:30:58,27.7663,-81.6868,1957586,31948,,,12.0,9114.489110281964,22461358.0,,1.63201003685151,84000012.0,USA,104579.7236459316,
Georgia,US,2021-03-11 05:30:58,33.0406,-83.6431,1028432,18036,,,13.0,9686.267562288891,7391595.0,,1.7537377288921387,84000013.0,USA,69617.5992988129,
Grand Princess,US,2021-03-11 05:30:58,,,103,3,,,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2021-03-11 05:30:58,13.4443,144.7937,7756,133,,,66.0,4722.673827399546,121810.0,,1.7148014440433212,316.0,GUM,74170.82244914114,
Hawaii,US,2021-03-11 05:30:58,21.0943,-157.4983,28831,448,,,15.0,1993.8243005017405,1150625.0,,1.5834218916046758,84000015.0,USA,81266.17377842065,
Idaho,US,2021-03-11 05:30:58,44.2405,-114.4788,174246,1901,,,16.0,9750.400796837272,649773.0,,1.0909863067157926,84000016.0,USA,36359.78545827936,
Illinois,US,2021-03-11 05:30:58,40.3495,-88.9861,1202633,23068,,,17.0,9490.609123976736,18733271.0,,1.918124648167812,84000017.0,USA,147834.08793416512,
Indiana,US,2021-03-11 05:30:58,39.8494,-86.2583,669164,12775,,,18.0,9939.724183066532,8274948.0,,1.9090985169554848,84000018.0,USA,122915.6092515707,
Iowa,US,2021-03-11 05:30:58,42.0115,-93.2105,341378,5601,,,19.0,10819.981807059748,1331536.0,,1.6407032673458746,84000019.0,USA,42203.057301422785,
Kansas,US,2021-03-11 05:30:58,38.5266,-96.7265,299536,4845,,,20.0,10281.624294531932,1274866.0,,1.6048154478927408,84000020.0,USA,43759.99291528478,
Kentucky,US,2021-03-11 05:30:58,37.6681,-84.6701,412924,4884,,,21.0,9242.484846138022,3982252.0,,1.1827842411678662,84000021.0,USA,89134.81358192507,
Louisiana,US,2021-03-11 05:30:58,31.1695,-91.8678,435514,9812,,,22.0,9368.322192809577,5723310.0,,2.2529700537755386,84000022.0,USA,123113.8656606423,
Maine,US,2021-03-11 05:30:58,44.6939,-69.3819,46261,723,,,23.0,3441.495835478332,1708453.0,,1.5628715332569552,84000023.0,USA,127096.99065326006,
Maryland,US,2021-03-11 05:30:58,39.0639,-76.8021,389566,8002,,,24.0,6443.708565455003,8137574.0,,2.0540806949271757,84000024.0,USA,134601.46749414454,
Massachusetts,US,2021-03-11 05:30:58,42.2302,-71.5301,595264,16509,,,25.0,8636.398127066466,16925691.0,,2.7733913020105363,84000025.0,USA,245566.6831048169,
Michigan,US,2021-03-11 05:30:58,43.3266,-84.5361,662572,16700,,,26.0,6634.439644024141,10692815.0,,2.5204807930307958,84000026.0,USA,107068.87061665146,
Minnesota,US,2021-03-11 05:30:58,45.6945,-93.9002,493013,6773,,,27.0,8741.935644027837,7152534.0,,1.3737974455034654,84000027.0,USA,126826.25391160275,
Mississippi,US,2021-03-11 05:30:58,32.7416,-89.6787,298445,6845,,,28.0,10027.891748699409,1780386.0,,2.2935549263683432,84000028.0,USA,59821.80327665046,
Missouri,US,2021-03-11 05:30:58,38.4561,-92.2884,568441,8637,,,29.0,8136.470195658507,4600075.0,,1.7293790175621282,84000029.0,USA,74951.18476338948,
Montana,US,2021-03-11 05:30:58,46.9219,-110.4544,101243,1387,,,30.0,9472.781063981482,1116416.0,,1.3699712572721077,84000030.0,USA,104457.23995067264,
Nebraska,US,2021-03-11 05:30:58,41.1254,-98.2681,203587,2120,,,31.0,10524.511892010372,2434177.0,,1.0413238566313172,84000031.0,USA,125835.7595708868,
Nevada,US,2021-03-11 05:30:58,38.3135,-117.0554,297147,5067,,,32.0,9647.14124869,2782766.0,,1.7052166099607264,84000032.0,USA,90344.96954050381,
New Hampshire,US,2021-03-11 05:30:58,43.4525,-71.5639,77463,1187,,,33.0,5697.019440160446,1503224.0,,1.5323444741360392,84000033.0,USA,110554.66933782252,
New Jersey,US,2021-03-11 05:30:58,40.2989,-74.521,822817,23768,,,34.0,9263.672585252061,11126166.0,,2.8886131424119816,84000034.0,USA,125263.76940822028,
New Mexico,US,2021-03-11 05:30:58,34.8405,-106.2485,187487,3839,,,35.0,8941.453976456829,2797976.0,,2.0476086341986384,84000035.0,USA,133438.44443204478,
New York,US,2021-03-11 05:30:58,42.1657,-74.9481,1713030,48573,,,36.0,8805.73998765573,40016070.0,,2.8355020052188227,84000036.0,USA,205700.48846069878,
North Carolina,US,2021-03-11 05:30:58,35.6301,-79.8064,877764,11595,,,37.0,8369.154938118345,10695024.0,,1.320970101302856,84000037.0,USA,101973.09632531546,
North Dakota,US,2021-03-11 05:30:58,47.5289,-99.784,100615,1481,,,38.0,13202.993982116941,1426811.0,,1.4719475227351786,84000038.0,USA,187230.30409599215,
Northern Mariana Islands,US,2021-03-11 05:30:58,15.0979,145.6739,146,2,,,69.0,264.76135209632963,26131.0,,1.3698630136986298,580.0,MNP,47386.841723487596,
Ohio,US,2021-03-11 05:30:58,40.3888,-82.7649,983486,18789,,,39.0,8413.701653677357,10307352.0,,1.795755099716722,84000039.0,USA,88179.17547116545,
Oklahoma,US,2021-03-11 05:30:58,35.5653,-96.9289,431397,4701,,,40.0,10873.215901759198,3565541.0,,1.0926205694363742,84000040.0,USA,90107.8375353269,
Oregon,US,2021-03-11 05:30:58,44.572,-122.0709,158291,2305,,,41.0,3752.9841239508296,3888228.0,,1.4561788099133874,84000041.0,USA,92187.54038006636,
Pennsylvania,US,2021-03-11 05:30:58,40.5908,-77.2098,958349,24427,,,42.0,7485.9383178660755,10777845.0,,2.5488626794622835,84000042.0,USA,84188.83190729191,
Puerto Rico,US,2021-03-11 05:30:58,18.2208,-66.5901,102051,2066,,,72.0,3195.39066673263,407299.0,,2.0244779570998817,630.0,PRI,12753.225575149028,
Rhode Island,US,2021-03-11 05:30:58,41.6809,-71.5118,129595,2559,,,44.0,12233.318009630331,3141318.0,,1.9746132181025504,84000044.0,USA,296529.51165844314,
South Carolina,US,2021-03-11 05:30:58,33.8569,-80.945,528473,8781,,,45.0,10264.174704596138,5216682.0,,1.6615796833518457,84000045.0,USA,101320.09662995457,
South Dakota,US,2021-03-11 05:30:58,44.2998,-99.4388,113962,1904,,,46.0,12882.025729687937,428873.0,,1.6707323493796178,84000046.0,USA,48478.905431358304,
Tennessee,US,2021-03-11 05:30:58,35.7478,-86.6923,786597,11606,,,47.0,11518.18653324692,6903828.0,,1.475469649642701,84000047.0,USA,101093.16295059989,
Texas,US,2021-03-11 05:30:58,31.0545,-97.5635,2710278,45796,,,48.0,9347.113819373173,20021752.0,,1.6897159627167395,84000048.0,USA,69050.33166607353,
Utah,US,2021-03-11 05:30:58,40.15,-111.8624,376327,1992,,,49.0,11738.363384673159,2923571.0,,0.5293268885835989,84000049.0,USA,91191.80600619223,
Vermont,US,2021-03-11 05:30:58,44.0459,-72.7107,16371,211,,,50.0,2623.603941736153,1138317.0,,1.2888644554394966,84000050.0,USA,182425.81199348066,
Virgin Islands,US,2021-03-11 05:30:58,18.3358,-64.8963,2755,25,,,78.0,2568.3335197822275,49593.0,,0.9074410163339384,850.0,VIR,46232.80008949547,
Virginia,US,2021-03-11 05:30:58,37.7693,-78.17,589375,9849,,,51.0,6904.969691942574,6066323.0,,1.6710922587486745,84000051.0,USA,71071.51890822338,
Washington,US,2021-03-11 05:30:58,47.4009,-121.4905,347131,5100,,,53.0,4558.580140259358,5453036.0,,1.4691859845418591,84000053.0,USA,71610.14606508588,
West Virginia,US,2021-03-11 05:30:58,38.4912,-80.9545,134158,2330,,,54.0,7485.881459500811,2276703.0,,1.7367581508370726,84000054.0,USA,127037.73741774529,
Wisconsin,US,2021-03-11 05:30:58,44.2685,-89.6165,623150,7150,,,55.0,10702.568719542376,7095973.0,,1.147396293027361,84000055.0,USA,121872.96584212033,
Wyoming,US,2021-03-11 05:30:58,42.756,-107.3025,55014,691,,,56.0,9505.510929419672,653069.0,,1.256043916094085,84000056.0,USA,112839.54115616345,
