Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-12-24 05:30:27,32.3182,-86.9023,334569,4587,193149.0,136833.0,1.0,6823.50349823635,1813351.0,,1.3710176376173524,84000001.0,USA,36983.12423455366,
Alaska,US,2020-12-24 05:30:27,61.3707,-152.4044,44828,197,7165.0,37466.0,2.0,6127.852695322913,1222027.0,,0.439457481930936,84000002.0,USA,167047.41335119508,
American Samoa,US,2020-12-24 05:30:27,-14.271,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2020-12-24 05:30:27,33.7298,-111.4312,473273,8179,69298.0,395796.0,4.0,6502.148661639132,2698015.0,,1.728178028326146,84000004.0,USA,37067.178185386234,
Arkansas,US,2020-12-24 05:30:27,34.9697,-92.3731,207941,3376,182024.0,22541.0,5.0,6890.474000299556,1970855.0,,1.6235374457177758,84000005.0,USA,65307.587901666244,
California,US,2020-12-24 05:30:27,36.1162,-119.6816,2002494,23558,,1978936.0,6.0,5068.036794588854,30468560.0,,1.1764329880638844,84000006.0,USA,77111.7332477092,
Colorado,US,2020-12-24 05:30:27,39.0598,-105.3111,316500,4462,16807.0,295231.0,8.0,5495.997732835816,4153784.0,,1.4097946287519747,84000008.0,USA,72130.13411276363,
Connecticut,US,2020-12-24 05:30:27,41.5978,-72.7554,170705,5736,9800.0,155169.0,9.0,4787.9735909058645,4087417.0,,3.3601827714478194,84000009.0,USA,114644.82382484215,
Delaware,US,2020-12-24 05:30:27,39.3185,-75.5071,52235,872,18851.0,32512.0,10.0,5364.236098274325,913754.0,,1.6693787690246005,84000010.0,USA,93837.31581779571,
Diamond Princess,US,2020-12-24 05:30:27,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2020-12-24 05:30:27,38.8974,-77.0268,27226,751,19514.0,6961.0,11.0,3857.7454590796447,849992.0,,2.7583927128480132,84000011.0,USA,120438.28613288859,
Florida,US,2020-12-24 05:30:27,27.7663,-81.6868,1234399,20874,,1213525.0,12.0,5747.3420034894725,14941870.0,,1.691025349178021,84000012.0,USA,69569.10776959416,
Georgia,US,2020-12-24 05:30:27,33.0406,-83.6431,608290,10519,,597771.0,13.0,5729.167991140601,5086136.0,,1.729273866083611,84000013.0,USA,47903.67681498609,
Grand Princess,US,2020-12-24 05:30:27,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999.0,USA,,
Guam,US,2020-12-24 05:30:27,13.4443,144.7937,7257,121,6707.0,429.0,66.0,4418.829804723891,94482.0,,1.6673556566074137,316.0,GUM,57530.64318725683,
Hawaii,US,2020-12-24 05:30:27,21.0943,-157.4983,20868,285,11958.0,8625.0,15.0,1473.8620440265784,781435.0,,1.3657274295572168,84000015.0,USA,55191.076594494414,
Idaho,US,2020-12-24 05:30:27,44.2405,-114.4788,133985,1324,51996.0,80665.0,16.0,7497.488899396497,530538.0,,0.9881703175728628,84000016.0,USA,29687.672244714096,
Illinois,US,2020-12-24 05:30:27,40.3495,-88.9861,918070,16842,,901228.0,17.0,7244.972920624431,12688071.0,,1.8345006372063133,84000017.0,USA,100128.23729123069,
Indiana,US,2020-12-24 05:30:27,39.8494,-86.2583,476538,7645,308573.0,160320.0,18.0,7078.468481194685,5376575.0,,1.6042791970419987,84000018.0,USA,79863.34074990728,
Iowa,US,2020-12-24 05:30:27,42.0115,-93.2105,272112,3667,222079.0,46366.0,19.0,8624.594699959114,1154784.0,,1.3476068677603341,84000019.0,USA,36600.89950460688,
Kansas,US,2020-12-24 05:30:27,38.5266,-96.7265,212852,2493,4286.0,206073.0,20.0,7306.181208067514,962204.0,,1.1712363520192437,84000020.0,USA,33027.816431733765,
Kentucky,US,2020-12-24 05:30:27,37.6681,-84.6701,250279,2466,35478.0,212335.0,21.0,5601.999072000122,3061692.0,,0.9853004047483008,84000021.0,USA,68529.90359858477,
Louisiana,US,2020-12-24 05:30:27,31.1695,-91.8678,293934,7226,247501.0,39207.0,22.0,6322.801139392282,4050466.0,,2.4583750093558416,84000022.0,USA,87129.39312862649,
Maine,US,2020-12-24 05:30:27,44.6939,-69.3819,20491,311,11039.0,9141.0,23.0,1524.3875222063184,1058598.0,,1.5177394953882193,84000023.0,USA,78752.30990349737,
Maryland,US,2020-12-24 05:30:27,39.0639,-76.8021,257862,5568,9197.0,243097.0,24.0,4265.227402045758,5419999.0,,2.159294506363869,84000024.0,USA,89650.77542972834,
Massachusetts,US,2020-12-24 05:30:27,42.2302,-71.5301,335988,11887,206843.0,117258.0,25.0,4874.687758568985,10399569.0,,3.5379239734752432,84000025.0,USA,150882.3282340247,
Michigan,US,2020-12-24 05:30:27,43.3266,-84.5361,508449,12415,284731.0,211303.0,26.0,5091.181339634682,7850048.0,,2.4417394861628208,84000026.0,USA,78603.78895982991,
Minnesota,US,2020-12-24 05:30:27,45.6945,-93.9002,402519,5030,379512.0,17977.0,27.0,7137.327400085679,5094803.0,,1.2496304522270998,84000027.0,USA,90339.28100273211,
Mississippi,US,2020-12-24 05:30:27,32.7416,-89.6787,200325,4533,154669.0,41123.0,28.0,6731.013803408364,1327983.0,,2.262822912766754,84000028.0,USA,44620.85063617447,
Missouri,US,2020-12-24 05:30:27,38.4561,-92.2884,383261,5406,,377855.0,29.0,6244.651668418758,3513613.0,,1.41052702988303,84000029.0,USA,57248.94858237033,
Montana,US,2020-12-24 05:30:27,46.9219,-110.4544,78522,914,69555.0,8053.0,30.0,7346.895239235838,766196.0,,1.1640049922314766,84000030.0,USA,71688.97563385473,
Nebraska,US,2020-12-24 05:30:27,41.1254,-98.2681,159662,1561,96359.0,61742.0,31.0,8253.791340813314,1662324.0,,0.9776903709085444,84000031.0,USA,85934.50812858508,
Nevada,US,2020-12-24 05:30:27,38.3135,-117.0554,209962,2869,,207093.0,32.0,6816.602795442828,1984938.0,,1.3664377363522924,84000032.0,USA,64442.774976332366,
New Hampshire,US,2020-12-24 05:30:27,43.4525,-71.5639,38512,677,31426.0,6409.0,33.0,2832.3665837814065,979534.0,,1.7578936435396761,84000033.0,USA,72039.86729532966,
New Jersey,US,2020-12-24 05:30:27,40.2989,-74.521,445138,18466,52422.0,374250.0,34.0,5011.5793514887655,7347647.0,,4.148376458536454,84000034.0,USA,82723.37115058336,
New Mexico,US,2020-12-24 05:30:27,34.8405,-106.2485,133242,2243,57980.0,73019.0,35.0,6354.452365929697,1861862.0,,1.6834031311448343,84000035.0,USA,88794.17444150189,
New York,US,2020-12-24 05:30:27,42.1657,-74.9481,878702,36876,96857.0,744969.0,36.0,4516.921092236018,23843897.0,,4.19664459623399,84000036.0,USA,122568.2896822849,
North Carolina,US,2020-12-24 05:30:27,35.6301,-79.8064,494511,6360,403488.0,84663.0,37.0,4714.979399478494,6547998.0,,1.286119014541638,84000037.0,USA,62432.73795289969,
North Dakota,US,2020-12-24 05:30:27,47.5289,-99.784,90722,1243,87091.0,2388.0,38.0,11904.805645734861,1211720.0,,1.37011970635568,84000038.0,USA,159005.4352532996,
Northern Mariana Islands,US,2020-12-24 05:30:27,15.0979,145.6739,118,2,29.0,87.0,69.0,213.9852023792253,17545.0,,1.6949152542372878,580.0,MNP,31816.69809952125,
Ohio,US,2020-12-24 05:30:27,40.3888,-82.7649,644822,8361,479387.0,157074.0,39.0,5516.43839132183,7412467.0,,1.296636901346418,84000039.0,USA,63413.49633419168,
