Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2021-04-10 04:30:47,32.3182,-86.9023,518234,10686,,,1.0,10569.334014523212,2429995.0,,2.0620028790083245,84000001.0,USA,49559.52100522415,
Alaska,US,2021-04-10 04:30:47,61.3707,-152.4044,64782,313,,,2.0,8855.504446069619,1958083.0,,0.4831589021641814,84000002.0,USA,267664.0534758627,
American Samoa,US,2021-04-10 04:30:47,-14.271,-170.132,0,0,,,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,
Arizona,US,2021-04-10 04:30:47,33.7298,-111.4312,848202,17062,,,4.0,11653.180086545472,8709956.0,,2.011549135701165,84000004.0,USA,119663.34176751204,
Arkansas,US,2021-04-10 04:30:47,34.9697,-92.3731,331882,5661,,,5.0,10997.467032318867,2891136.0,,1.70572673420071,84000005.0,USA,95802.64324654617,
California,US,2021-04-10 07:30:45,36.1162,-119.6816,3693674,60085,,,6.0,9348.180688289798,55610191.0,,1.6321418728344732,84000006.0,USA,140741.74211863504,
Colorado,US,2021-04-10 04:30:47,39.0598,-105.3111,475989,6151,,,8.0,8265.511737297908,7200817.0,,1.2922567538325465,84000008.0,USA,125041.62371742688,
Connecticut,US,2021-04-10 04:30:47,41.5978,-72.7554,321586,7944,,,9.0,9019.919013532432,7426624.0,,2.470256789785625,84000009.0,USA,208303.6793391388,
Delaware,US,2021-04-10 04:30:47,39.3185,-75.5071,97784,1573,,,10.0,10041.858191512525,1608577.0,,1.6086476315143583,84000010.0,USA,165191.66861785811,
Diamond Princess,US,2021-04-10 04:30:47,,,49,0,,,88888.0,,,,0.0,84088888.0,USA,,
District of Columbia,US,2021-04-10 04:30:47,38.8974,-77.0268,45634,1079,,,11.0,6466.0382090516605,1411716.0,,2.3644650918175043,84000011.0,USA,200030.8891688121,
