Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-06-10 04:07:14,32.3182,-86.9023,21834,729,11395,9298.0,1,436.8996886717511,267739,2087,3.403043600037345,84000001,USA,5460.511891760152,9.742320978433387
Alaska,US,2020-06-10 04:07:14,61.3707,-152.4044,585,11,389,172.0,2,78.19067863220991,66890,,1.9230769230769231,84000002,USA,9143.661702287623,
American Samoa,US,2020-06-10 04:07:14,-14.270999999999999,-170.132,0,0,,0.0,60,0.0,174,,,16,ASM,312.7190381193724,
Arizona,US,2020-06-10 04:07:14,33.7298,-111.4312,28296,1076,5764,21456.0,4,388.74983049897395,398903,3406,3.8026576194515127,84000004,USA,4028.361042200157,12.037037037037036
Arkansas,US,2020-06-10 04:07:14,34.9697,-92.3731,10080,161,6875,3044.0,5,334.01771619362955,165781,865,1.5972222222222223,84000005,USA,5493.431647648423,8.581349206349206
California,US,2020-06-10 04:07:14,36.1162,-119.6816,138148,4745,,131896.0,6,345.8195708198954,2486245,,3.4726033913686227,84000006,USA,6292.344017191845,
Colorado,US,2020-06-10 04:07:14,39.0598,-105.3111,28347,1553,4112,22668.0,8,492.00032784972257,221887,4859,5.4812409557759505,84000008,USA,3853.0503916137154,17.149613524865
Connecticut,US,2020-06-10 04:07:14,41.5978,-72.7554,44179,4097,7284,32798.0,9,1239.1428796615812,312651,9669,9.273636795762693,84000009,USA,8769.308052900089,21.88596391950927
Delaware,US,2020-06-10 04:07:14,39.3185,-75.5071,10020,531,5888,3722.0,10,1028.9967589682922,70753,,4.091816367265469,84000010,USA,7265.928910906544,
Diamond Princess,US,2020-06-10 04:07:14,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-06-10 04:07:14,38.8974,-77.0268,9474,495,1143,7836.0,11,1342.4036024138893,57152,,5.2248258391386955,84000011,USA,8098.063192438105,
Florida,US,2020-06-10 04:07:14,27.7663,-81.6868,66000,2765,,63235.0,12,307.2949445279081,1258305,11460,4.1893939393939394,84000012,USA,5858.6479571846885,17.363636363636363
Georgia,US,2020-06-10 04:07:14,33.0406,-83.6431,53249,2285,,50964.0,13,501.52471084556015,557183,8872,4.291160397378355,84000013,USA,5247.817667243737,16.661345752971886
Grand Princess,US,2020-06-10 04:07:14,,,103,3,,100.0,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-06-10 04:07:14,13.4443,144.7937,180,5,163,12.0,66,109.60305427177904,7976,,2.7777777777777777,316,GUM,4856.633115953942,
Hawaii,US,2020-06-10 04:07:14,21.0943,-157.4983,682,17,618,47.0,15,48.168195995118204,55474,84,2.4926686217008798,84000015,USA,3918.0095375853184,12.316715542521994
Idaho,US,2020-06-10 04:07:14,44.2405,-114.4788,3221,85,2509,627.0,16,180.23966671609594,57677,260,2.6389320086929526,84000016,USA,3227.470741131408,8.072027320707855
Illinois,US,2020-06-10 04:07:14,40.3495,-88.9861,129212,6018,,123194.0,17,1019.6798076614245,1079906,,4.6574621552177815,84000017,USA,8522.10585992337,
Indiana,US,2020-06-10 04:07:14,39.8494,-86.2583,38033,2290,26205,9489.0,18,564.9400294316034,315390,6225,6.149922435779454,84000018,USA,4684.785209750306,16.36736518286751
Iowa,US,2020-06-10 04:07:14,42.0115,-93.2105,22237,626,13411,8200.0,19,704.8021121559902,197723,,2.8151279399199534,84000019,USA,6266.834016360968,
Kansas,US,2020-06-10 04:07:14,38.5266,-96.7265,10609,237,625,9747.0,20,364.1557346719234,119509,936,2.233952304646998,84000020,USA,4102.166810717966,8.82269770949194
