Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-08-25 04:30:29,32.3182,-86.9023,116045,2024,44684.0,70002.0,1.0,2380.28954648866,923319.0,13793.0,1.7342130065975494,84000001,USA,18831.004744875016,11.818181818181818
Alaska,US,2020-08-25 04:30:29,61.3707,-152.4044,4857,32,1861.0,2917.0,2.0,657.5125248617652,330503.0,,0.6652806652806653,84000002,USA,45178.76548947775,
American Samoa,US,2020-08-25 04:30:29,-14.271,-170.132,0,0,,0.0,60.0,0.0,1514.0,,,16,ASM,2721.015078808792,
Arizona,US,2020-08-25 04:30:29,33.7298,-111.4312,198414,4771,29341.0,164302.0,4.0,2725.947443759663,1658513.0,21219.0,2.404568226032437,84000004,USA,15898.708522394812,10.694305845353655
Arkansas,US,2020-08-25 04:30:29,34.9697,-92.3731,56894,696,50689.0,5509.0,5.0,1885.2781691587656,673704.0,3962.0,1.2233275916616866,84000005,USA,22324.312645884227,6.9638274686258645
California,US,2020-08-25 04:30:29,36.1162,-119.6816,678544,12235,,663326.0,6.0,1709.751941823167,10652487.0,,1.811087377749752,84000006,USA,26959.978941200043,
Colorado,US,2020-08-25 04:30:29,39.0598,-105.3111,55341,1919,5823.0,47579.0,8.0,960.6448359501112,938596.0,6841.0,3.4688454655555763,84000008,USA,16298.646091781253,12.366009291227565
Connecticut,US,2020-08-25 04:30:29,41.5978,-72.7554,52011,4460,8893.0,38658.0,9.0,1458.8166394458567,1077716.0,11087.0,8.575109111534099,84000009,USA,30228.02932835421,21.31664455595932
Delaware,US,2020-08-25 04:30:29,39.3185,-75.5071,16942,614,8972.0,7366.0,10.0,1739.8466158124554,223501.0,,3.565104474088065,84000010,USA,22952.275910795634,
Diamond Princess,US,2020-08-25 04:30:29,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-08-25 04:30:29,38.8974,-77.0268,13639,604,10835.0,2200.0,11.0,1932.556758847692,269401.0,,4.428477161082191,84000011,USA,38172.353060365655,
Florida,US,2020-08-25 04:30:29,27.7663,-81.6868,602829,10397,,592432.0,12.0,2806.762183557793,4447156.0,37032.0,1.7247013663908006,84000012,USA,20705.88721707506,6.143035587206322
Georgia,US,2020-08-25 04:30:29,33.0406,-83.6431,256253,5156,,251097.0,13.0,2413.514089059087,2205181.0,23425.0,2.0120740049872587,84000013,USA,20769.456015833603,9.141356393876363
Grand Princess,US,2020-08-25 04:30:29,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-08-25 04:30:29,13.4443,144.7937,907,7,428.0,472.0,66.0,552.2776123583534,33471.0,,0.7717750826901875,316,GUM,20380.687941837317,
