Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Hubei,Mainland China,1/26/20 23:00,1423,76,44
Guangdong,Mainland China,1/26/20 23:00,146,,2
Zhejiang,Mainland China,1/26/20 23:00,128,,1
Henan,Mainland China,1/26/20 23:00,128,1,
Chongqing,Mainland China,1/26/20 23:00,110,,
Hunan,Mainland China,1/26/20 23:00,100,,
Anhui,Mainland China,1/26/20 23:00,70,,
Sichuan,Mainland China,1/26/20 23:00,69,,
Beijing,Mainland China,1/26/20 23:00,68,,2
Shandong,Mainland China,1/26/20 23:00,63,,
Shanghai,Mainland China,1/26/20 23:00,53,1,1
Jiangxi,Mainland China,1/26/20 23:00,48,,
Jiangsu,Mainland China,1/26/20 23:00,47,,1
Guangxi,Mainland China,1/26/20 23:00,46,,
Fujian,Mainland China,1/26/20 23:00,35,,
Liaoning,Mainland China,1/26/20 23:00,23,,
Hainan,Mainland China,1/26/20 23:00,22,,
Shaanxi,Mainland China,1/26/20 23:00,22,,
Heilongjiang,Mainland China,1/26/20 23:00,21,1,
Yunnan,Mainland China,1/26/20 23:00,19,,
Hebei,Mainland China,1/26/20 23:00,18,1,
Tianjin,Mainland China,1/26/20 23:00,14,,
Gansu,Mainland China,1/26/20 23:00,14,,
Shanxi,Mainland China,1/26/20 23:00,13,,
Inner Mongolia,Mainland China,1/26/20 23:00,11,,
Hong Kong,Hong Kong,1/26/20 23:00,8,,
Guizhou,Mainland China,1/26/20 23:00,7,,
Jilin,Mainland China,1/26/20 23:00,6,,
Macau,Macau,1/26/20 23:00,6,,
Xinjiang,Mainland China,1/26/20 23:00,5,,
Ningxia,Mainland China,1/26/20 23:00,4,,
Taiwan,Taiwan,1/26/20 23:00,4,,
Qinghai,Mainland China,1/26/20 23:00,4,,
Washington,US,1/26/20 23:00,1,,
Illinois,US,1/26/20 23:00,1,,
California,US,1/26/20 23:00,2,,
Arizona,US,1/26/20 23:00,1,,
,Japan,1/26/20 23:00,4,,1
,Thailand,1/26/20 23:00,8,,2
,South Korea,1/26/20 23:00,3,,
,Singapore ,1/26/20 23:00,4,,
,Vietnam,1/26/20 23:00,2,,
,France,1/26/20 23:00,3,,
,Australia,1/26/20 23:00,4,,
,Nepal,1/26/20 23:00,1,,
,Malaysia ,1/26/20 23:00,4,,
Ontario,Canada,1/26/20 23:00,1,,
